"","GTEX.1117F.3026.SM.5GZYU","GTEX.111FC.2926.SM.5GZY7","GTEX.1192X.2926.SM.5N9BA","GTEX.11EMC.2526.SM.5PNVU","GTEX.11EQ9.2026.SM.5P9JI","GTEX.11NV4.1926.SM.5N9D4","GTEX.11P81.2026.SM.5P9GT","GTEX.11P82.0926.SM.5986X","GTEX.11TUW.2426.SM.5EQKB","GTEX.11WQK.2926.SM.5EQKT","GTEX.11ZTS.3026.SM.5EQM7","GTEX.11ZTT.2226.SM.5CVLP","GTEX.12BJ1.2226.SM.5BC6G","GTEX.12WSL.2126.SM.5GCNG","GTEX.12WSM.1826.SM.5BC64","GTEX.12WSN.2226.SM.5DUXT","GTEX.13111.2326.SM.5LZUQ","GTEX.13113.1526.SM.5EGHV","GTEX.1314G.2026.SM.5LZUM","GTEX.131XF.2826.SM.5EGKH","GTEX.131XH.2626.SM.5GCNP","GTEX.1339X.2326.SM.5HL5B","GTEX.13CF2.2426.SM.5LZYL","GTEX.13G51.2426.SM.5LZY8","GTEX.13JVG.2926.SM.5J2N9","GTEX.13NYB.2426.SM.5IFF4","GTEX.13NYC.2626.SM.5K7VN","GTEX.13O21.1926.SM.5MR39","GTEX.13OVI.2326.SM.5KM47","GTEX.13OVK.1826.SM.6PALE","GTEX.13OVL.2926.SM.5IFG3","GTEX.13QBU.2126.SM.5KLZN","GTEX.13QJC.2326.SM.5Q5CD","GTEX.13VXT.1726.SM.5IFF5","GTEX.1445S.2926.SM.5O993","GTEX.145ME.1626.SM.5RQI3","GTEX.146FR.1226.SM.5MR78","GTEX.14B4R.1426.SM.5Q5CG","GTEX.14E1K.2626.SM.664OJ","GTEX.14JIY.3026.SM.6EU1R","GTEX.14PJ3.1526.SM.664O9","GTEX.14PJN.1726.SM.69LO7","GTEX.14PN4.2526.SM.686ZG","GTEX.15CHC.1226.SM.686ZH","GTEX.15EU6.2626.SM.7KUN4","GTEX.15RJE.2726.SM.6LPJ1","GTEX.15SDE.1226.SM.HAV36","GTEX.15SHV.2226.SM.6M464","GTEX.178AV.1426.SM.6LLID","GTEX.17KNJ.2726.SM.7KFRE","GTEX.17MFQ.1626.SM.7938Z","GTEX.18A67.0626.SM.7KFSL","GTEX.18A7B.2826.SM.7KFTK","GTEX.18D9U.2226.SM.7KFTN","GTEX.18QFQ.0626.SM.718AW","GTEX.1A3MV.1726.SM.72D68","GTEX.1AMEY.1126.SM.72D79","GTEX.1AX8Z.0626.SM.731EH","GTEX.1AX9K.2126.SM.72D7K","GTEX.1AYD5.2726.SM.7MXVG","GTEX.1B8KZ.1726.SM.73KV7","GTEX.1B8SF.1826.SM.731DJ","GTEX.1B932.0626.SM.731EM","GTEX.1B97J.2126.SM.79OL6","GTEX.1C4CL.2026.SM.731EB","GTEX.1C64N.2926.SM.79OLM","GTEX.1C64O.0626.SM.7DHL1","GTEX.1C6VR.0726.SM.7P8OV","GTEX.1CB4I.2526.SM.7MKG1","GTEX.1EH9U.2926.SM.7DHLX","GTEX.1GF9X.0226.SM.7P8SM","GTEX.1GMR2.2026.SM.7MKHK","GTEX.1GN1V.2926.SM.9JGI3","GTEX.1GN1W.2526.SM.9JGHX","GTEX.1GPI7.0326.SM.7MKH6","GTEX.1GTWX.2526.SM.9JGHG","GTEX.1GZ2Q.2526.SM.9KNVW","GTEX.1H4P4.2026.SM.9WPNV","GTEX.1HCU7.0126.SM.C1YR3","GTEX.1HFI6.2826.SM.GA91I","GTEX.1HFI7.2426.SM.B2LXV","GTEX.1HGF4.2326.SM.GA91Q","GTEX.1HR9M.2526.SM.A9G3J","GTEX.1HSEH.1826.SM.A96SA","GTEX.1HSGN.0626.SM.A9G2E","GTEX.1HSMP.1926.SM.GA8Z5","GTEX.1HSMQ.0926.SM.A96SI","GTEX.1I1HK.2526.SM.A96SM","GTEX.1I4MK.1326.SM.B2LWT","GTEX.1I6K6.0626.SM.ARU7J","GTEX.1I6K7.0926.SM.A96SV","GTEX.1ICLY.0626.SM.GA915","GTEX.1IDJC.1626.SM.AHZ2R","GTEX.1IDJD.2526.SM.C1YSA","GTEX.1IDJV.2326.SM.GA8ZL","GTEX.1IE54.0826.SM.AHZ2Z","GTEX.1IKJJ.2826.SM.GA8ZM","GTEX.1IOXB.2826.SM.AHZ32","GTEX.1IY9M.2926.SM.A96TH","GTEX.1J1R8.1826.SM.AHZ3B","GTEX.1J8EW.2826.SM.A96T9","GTEX.1J8QM.1826.SM.A96TA","GTEX.1JKYR.0726.SM.AHZ3K","GTEX.1JN1M.2426.SM.ARU93","GTEX.1JN6P.2526.SM.CNNPX","GTEX.1KANC.1326.SM.CYPT8","GTEX.1KD4Q.2526.SM.CXZKL","GTEX.1KD5A.2226.SM.EV79U","GTEX.1LBAC.0626.SM.D3L9T","GTEX.1LC47.2426.SM.DHXKK","GTEX.1LH75.2726.SM.HL11E","GTEX.1LKK1.2926.SM.EVR4Z","GTEX.1LSNL.2626.SM.EV7AT","GTEX.1LVA9.2526.SM.EVR5H","GTEX.1LVAM.0626.SM.HPAFZ","GTEX.1LVAO.2626.SM.EVR4S","GTEX.1MCC2.2226.SM.EV7AJ","GTEX.1MCQQ.2226.SM.DLHC4","GTEX.1MGNQ.1926.SM.DTX8L","GTEX.1NHNU.2226.SM.GRR2I","GTEX.1NSGN.0626.SM.E9J35","GTEX.1O97I.2826.SM.HPAEO","GTEX.1OJC3.1026.SM.E6CQK","GTEX.1OJC4.3126.SM.EXOJK","GTEX.1P4AB.2926.SM.EXOJR","GTEX.1PDJ9.2126.SM.HPAFH","GTEX.1PIEJ.0626.SM.DTX99","GTEX.1POEN.2226.SM.DPRXV","GTEX.1PPH8.1526.SM.E6CQO","GTEX.1QCLZ.2526.SM.EXUST","GTEX.1QEPI.0626.SM.E76QE","GTEX.1QMI2.0426.SM.EWRND","GTEX.1QP28.2026.SM.F2I3M","GTEX.1QP9N.2026.SM.DPRZT","GTEX.1R9K4.0526.SM.E76P1","GTEX.1R9K5.0626.SM.DPRZB","GTEX.1R9PM.1726.SM.E76T2","GTEX.1R9PO.2626.SM.E6CPU","GTEX.1RAZA.0626.SM.EAZ4H","GTEX.1RNSC.2926.SM.EV79L","GTEX.1RQED.2926.SM.HPAFT","GTEX.1S5VW.1026.SM.HK797","GTEX.1S5ZU.0926.SM.HPAEX","GTEX.1S82P.0726.SM.EVR4O","GTEX.1S83E.0626.SM.E9TKC","GTEX.W5X1.2426.SM.HPAGA","GTEX.WFJO.2026.SM.4LVM3","GTEX.WH7G.2126.SM.4M1XU","GTEX.WHSB.2326.SM.4M1XK","GTEX.WOFM.2126.SM.4M9R4","GTEX.WY7C.1426.SM.4OND1","GTEX.WYVS.2026.SM.4RGNS","GTEX.X15G.2126.SM.4PQZR","GTEX.X261.2426.SM.4PQZU","GTEX.X3Y1.1926.SM.4PQZO","GTEX.X5EB.1726.SM.4E3J7","GTEX.XGQ4.2626.SM.4AT6B","GTEX.XMK1.2626.SM.4B65R","GTEX.XV7Q.2426.SM.4BRV8","GTEX.Y111.2626.SM.4TT24","GTEX.Y3I4.1926.SM.4TT8L","GTEX.Y5LM.1826.SM.4VDT9","GTEX.Y5V6.2226.SM.4VDTC","GTEX.YB5K.1726.SM.5IFIZ","GTEX.YF7O.2226.SM.5CVN8","GTEX.YJ8A.1826.SM.GNTAB","GTEX.Z9EW.1426.SM.HPAG9","GTEX.ZA64.1726.SM.5CVMF","GTEX.ZAB5.2326.SM.5IJFR","GTEX.ZC5H.2726.SM.5KLZW","GTEX.ZE7O.2926.SM.51MSG","GTEX.ZF29.2126.SM.DNZYX","GTEX.ZG7Y.2426.SM.DO11H","GTEX.ZLFU.2226.SM.EXUS7","GTEX.ZLWG.2026.SM.DO11F","GTEX.ZP4G.1926.SM.57WDZ","GTEX.ZPU1.2326.SM.57WEP","GTEX.ZQUD.2126.SM.51MSY","GTEX.ZT9W.2126.SM.51MSF","GTEX.ZXG5.2826.SM.5NQ8T"
"1042",0.190053,0.340775,0.130352,0.549094,0.063896,0.409099,0.019928,0.067536,0.033985,0.037189,0.44282,0.034207,1.14899,0.121465,0.040556,0,0.078374,0.124425,0.064895,0.426052,0.479328,0.05017,0.658662,0.228101,0.336513,0.191056,0.364233,0.424807,0.083222,0.048609,0.179034,0.106985,0.096279,0.048576,0.118617,0.04408,0.136447,0.059113,0.105813,0.485396,0.184806,0.101081,0.149883,0.30862,0.24085,0,0.225939,0.039541,0.056563,0.09671,0.403542,0.200086,0.069327,0.016774,0.186296,0.043081,0.038717,0.244016,0.154733,0.188645,0.686601,0.718298,0.13822,0.114681,0.27261,0.342745,0.148228,0.562994,0.276127,0.092028,0.180405,0.091001,0.568341,0.135238,0.246714,0.327256,0.218489,0.316877,0,0.19769,0.230555,0.338836,0.11984,0.060899,0.097927,0.231124,0.039294,0.663773,0.127131,0.063458,0.374266,0.041851,0.073698,0.059058,0.03449,0.208055,0.115639,0.029075,0.385234,0.189561,0.897881,0.145003,0.098985,0.048132,0.156689,0.172974,0.599365,0.081896,0.195219,0.137306,0.004009,0.119079,0.113151,0.437222,0.0949,0.392327,0.155177,0.402552,0.069693,0.103857,0.780539,0.339405,0.078337,0.665298,0.229348,0.051503,0.13004,0.403785,0.035312,0.230185,0.891793,0.828159,0.344599,0.161648,0.081962,0.099058,0.162831,0.318185,0.236239,0.096975,0.174676,0.014582,0.009133,0.200289,0.729848,0.081818,0.138105,0.059544,0.12418,0.200873,0.046274,0.12726,0.714234,0.056719,0.04833,0.030961,0.033506,0.285253,0.64003,0.262621,0.085041,0.144847,0.081727,0.112799,0.106553,0.04627,0.163282,0.042127,0.121012,0.443386,0.202623,0.134345,0.072151,0.301423,0.387981,0.347973,0.09923,0.055678,0.045169,0.129108
"1043",12.8426,17.7725,4.65455,7.81781,3.47958,10.8472,6.57777,5.55138,6.70383,4.56262,9.5291,17.5467,4.08655,4.94825,9.58346,2.54069,14.3598,18.0288,12.8303,9.49813,12.9207,5.66158,12.3229,23.9054,12.5534,10.7326,15.3873,14.1621,9.83852,8.26478,5.34344,3.29354,7.43162,1.99808,16.4376,12.8436,16.3104,4.3327,6.6955,6.84279,8.8008,6.46767,8.82185,16.6914,12.012,7.29338,17.2837,3.50719,17.9152,14.9379,12.1589,16.9797,10.7729,5.70143,5.41374,2.08077,6.69004,23.0708,28.1078,11.3253,6.70178,16.5923,8.92589,10.7156,9.94102,17.796,12.8063,12.044,7.38201,5.93394,12.7458,9.42725,19.9172,11.9955,6.18075,26.0814,5.86365,13.9717,4.27984,8.21327,13.6155,24.1675,11.3599,8.44469,16.3774,6.1901,14.2693,28.7717,7.01541,12.1453,12.3454,9.11738,12.2696,7.70421,5.26609,12.1538,13.3498,8.43227,12.2838,16.8444,29.4263,12.387,10.8843,21.5256,34.4487,13.2929,10.8924,7.05098,8.08945,4.76741,11.8248,6.05054,5.45997,14.6158,8.38077,13.6684,13.2939,19.2287,9.20169,5.75219,33.0093,7.90356,10.6613,18.6918,16.4865,2.63476,7.20899,5.15929,14.7857,12.5669,24.0335,34.3638,14.0642,3.73814,7.91917,16.1823,5.62279,17.289,9.07962,11.4249,6.66917,6.24986,5.00268,8.48246,20.8885,8.21845,8.63588,7.1763,12.2911,9.45918,12.6474,10.3041,21.9336,4.63726,7.1431,8.62861,10.0389,12.3786,6.55737,9.95778,12.0741,4.59858,9.004,5.92672,7.10236,4.26695,9.46603,7.73569,21.4769,18.6817,10.5064,5.20144,5.92093,3.61666,3.29247,4.51164,9.31663,5.79931,7.61097,10.0905
"1044",6.23757,2.47312,0.33052,0.436296,0.206133,1.45353,3.04514,5.73455,11.5803,0.134371,0.678791,2.76031,0.039766,0.335255,3.56166,0.18989,5.12091,0.437087,4.73843,0.746733,0.490166,1.00708,0.730668,0.597233,4.92148,0.515763,1.34842,1.04348,1.47845,3.04111,0.323444,0.193281,4.05859,0.164546,1.90484,9.22436,1.6994,0.266987,0.07241,1.01183,0.704841,1.06525,1.9825,1.47923,0.67214,1.73752,1.24954,0.1389,1.70314,6.00589,0.708792,4.25741,1.18289,0.925955,0.924793,0.194576,0.20984,1.48617,5.89036,4.85177,0.552663,0.940352,8.50576,0.402858,0.058631,2.6615,2.00842,1.00904,0.455943,0.895241,3.16557,0.941899,1.47274,0.837033,0.947148,37.9658,0.322956,0.572473,2.17886,1.69051,0.897388,12.759,17.1929,0.513428,4.0438,0.438171,0.216908,6.17435,1.26322,0.467069,4.31633,3.32362,0.378548,0.414922,0.856768,4.90364,7.72552,0.466906,15.1337,0.978468,6.07287,2.56507,1.07297,3.96739,3.8576,0.651033,0.788608,0.609984,0.104499,1.43874,0.543233,0.53003,0.23849,0.470173,1.62262,2.99353,0.713157,6.19033,1.023,0.297079,0.419681,1.76337,0.845218,2.53155,1.68806,0.809837,3.69529,0.862829,1.42477,4.5963,6.18187,28.0738,0.230576,6.53335,0.987152,26.4913,0.373044,2.43507,0.155197,0.690163,0.584391,0.461024,1.42996,0.0946,3.65441,0.115932,1.10075,0.298812,1.08773,2.90709,7.8954,1.93188,3.09867,0.384259,1.89179,6.15287,2.29521,5.27054,2.25678,9.70088,3.50604,0.597668,1.21283,2.87563,0.623842,3.80339,5.93961,1.3192,112.076,1.73556,3.75901,0.349353,0.782092,0.105534,0.62305,0.267511,0.896347,0.307351,0.621741,3.7764
"1045",0.251173,0.555738,0.028334,0.125986,0.052777,0.04055,0.03292,0.033471,0.074857,0.012287,0.039902,0.44642,0.081815,0.058525,0.401985,0.117206,0.220105,0.111339,0.067003,0.089292,0.097113,0.069067,0.128854,0.720874,0.178687,0.065301,1.73114,0.253932,0.23372,0.075841,0.035491,0.04713,0.111337,0.015046,0.239498,0.279139,0.266392,0.085448,0.135073,0.087383,0.122119,0.146112,0.106116,0.244513,0.184384,0.055263,0.137112,0.163301,0.057103,0.109837,0.111108,0.066108,0.214739,0.032329,0.008318,0.071169,0.115128,0.288591,0.045646,0.188281,0.022461,0.120382,0.06422,0.37101,0.048252,0.327806,0.110192,0.177154,0.103004,0.076015,0.231228,0.155031,0.210539,0.279265,0.040757,0.544597,0.019688,0.282677,0.020435,0.052253,0.213661,0.958163,1.10632,0.090543,0.329327,0.084848,0.578803,0.367147,0.031503,0.034944,0.104991,0.112348,0.100264,0.048781,0.049855,0.124444,0.35222,0.064042,0.099438,0.193857,0.664158,0.314401,0.065409,0.099393,0.45679,0.150019,0.058244,0.071206,0.01075,0.040829,0.218565,0.008553,0.024923,0.12382,0.089585,0.375614,0.185517,0.22167,0.244654,0.060049,0.180916,0.032982,0.021569,0.241552,0.084195,0.023634,0.067133,0.064553,0.035001,0.170118,0.756852,0.934874,0.189757,0.041083,0.084625,0.260339,0.029238,0.383277,0.070957,0.138355,0.032062,0.505879,0.007544,0.317898,0.067736,0.031803,0.067102,0.065577,0.233117,0.117749,0.305773,0.127015,0.139559,0,0.022812,0.271083,0.159137,0.133873,0.027824,0.077472,0.226939,0,0.216983,0.273303,0.078233,0,0.12758,0.069594,0.023519,0.057551,0.107977,0.055484,0.083435,0.057901,0.113945,0.012231,0.018214,0.061319,0.074619,0.121877
"1046",5.0999,3.35076,9.64019,7.96357,2.18772,1.40731,5.00559,3.70706,3.26877,1.96439,7.43872,8.31416,12.4998,7.87734,3.03039,1.64487,5.67947,2.04657,6.10705,4.14788,4.8962,4.65258,2.5496,7.04695,2.46252,1.15174,2.89025,12.8398,4.77926,2.92909,1.79715,10.7862,5.33001,0.878883,10.0586,2.20961,12.4165,1.8196,6.03497,1.43885,6.96529,3.04612,2.51058,10.6971,9.77273,2.49176,2.89069,4.47826,4.11723,3.5109,7.58574,3.95553,10.1161,3.18468,8.0356,1.14051,2.74381,8.45987,6.83535,2.32714,3.79533,3.21907,4.16532,12.6831,2.62631,2.37369,4.92491,4.91989,9.98775,8.37688,3.80638,1.14933,6.65622,8.25508,4.69568,4.87614,3.81963,3.63949,10.7834,1.13715,7.06646,7.83061,7.83157,5.88411,2.55086,1.8505,3.19461,4.57881,6.8348,4.05579,7.36065,3.91389,5.81858,3.75604,3.66314,4.52462,3.83808,1.96757,4.83716,7.66122,5.95778,5.90581,6.987,9.10444,5.35806,5.61704,3.47472,2.85612,1.97757,2.09066,6.17616,4.29683,1.9143,1.59094,3.23973,4.31181,3.08588,3.39621,5.64152,2.85034,4.37555,7.72492,2.16591,4.76198,7.9339,4.39428,4.10979,1.7874,5.07142,8.58569,8.16086,6.33085,10.3644,3.12045,4.27546,5.73858,2.52855,7.76934,2.41822,2.79238,3.73502,5.09851,1.67387,4.06768,7.31456,2.15773,9.42992,4.93423,9.4646,3.36185,10.7861,3.27436,4.93012,4.45804,1.93381,3.78306,4.57428,5.72167,14.3583,2.63586,3.40007,12.8678,7.24253,4.29733,4.11166,2.02222,4.62478,3.84866,9.72802,3.76849,2.61707,7.32365,4.3808,6.75982,9.67569,8.35737,7.29543,1.25595,8.84267,8.19966
"1047",8.69716,4.35829,13.999,7.10725,7.49917,5.96535,10.3409,10.6458,7.5699,12.5229,10.323,6.12671,11.839,9.56601,6.17825,6.41065,4.75088,8.79077,7.56943,3.84708,8.88704,14.4028,11.3292,4.6449,6.9028,3.28606,6.35551,5.68603,8.11332,6.72844,3.98214,7.15757,8.2661,4.9704,5.48865,6.3469,6.31656,6.33517,7.16539,10.4628,8.52685,6.40021,5.57947,8.48887,8.36257,4.03167,10.0579,4.26214,7.52945,6.805,9.99178,8.86579,5.89764,7.44919,10.9618,4.95649,3.38182,9.31099,7.89325,9.90921,6.35563,5.87561,8.88062,6.50013,6.1051,6.24778,11.1122,7.21386,9.40117,8.83156,5.72696,4.47928,8.32108,8.30633,9.41328,5.92357,5.37072,5.84947,21.2734,4.90665,8.33391,7.45852,6.83457,6.80901,4.70751,7.30849,6.70493,5.52671,12.3332,6.83604,10.0148,7.51898,6.01107,9.60172,10.716,5.60307,4.70023,3.50409,5.05655,6.83437,6.82823,4.23556,11.9651,11.0777,6.11779,3.19409,7.39241,3.65948,4.26553,6.56679,7.33635,3.5585,4.37687,5.12778,4.53569,5.72951,5.49167,5.5898,7.08955,11.1722,2.72288,7.59175,11.1354,5.16455,8.19116,13.1448,11.4488,4.46463,11.3601,6.18012,7.33207,6.29162,9.20624,7.9752,4.50866,5.217,3.53541,15.2821,5.14844,6.8667,3.71997,5.43325,6.00205,4.88069,7.08463,4.31009,8.58879,8.19458,10.3523,10.8017,7.43123,4.05264,5.58099,4.7165,2.50042,6.11071,4.55294,12.8185,6.38111,3.68217,4.90207,10.7385,6.42598,8.69961,6.53035,4.54117,4.86833,6.71091,5.69104,3.20469,3.82172,17.6157,5.85877,8.61552,9.71195,9.04656,8.77857,2.95649,5.45535,6.54204
"1048",19.2893,40.94,15.2983,11.9485,13.4825,30.0771,16.6812,17.3046,26.0719,25.9292,15.3504,24.6681,21.0865,13.708,22.9954,14.9739,26.9017,29.6043,25.2294,22.8451,16.0576,18.5889,14.8373,32.7045,23.1196,27.5297,14.2868,26.9162,23.5419,17.7287,20.6233,17.9666,23.5733,15.5027,30.1679,18.5063,28.1375,17.0384,13.0304,13.599,28.9607,17.0068,32.9159,22.8082,20.0088,39.2888,25.9174,18.8001,17.8761,22.1089,25.0789,20.9418,23.6709,13.9166,15.9099,19.2052,22.2865,24.4537,31.0707,19.9726,26.5765,39.5372,22.6368,36.1251,19.8223,36.5656,18.8673,19.444,13.098,19.4011,17.3727,14.9555,29.0568,22.1392,14.7119,34.4588,20.8257,17.6557,12.8324,19.1742,21.0664,18.7043,23.0799,19.6463,29.9071,15.9823,21.3573,24.2646,20.2231,17.7162,19.8686,15.5831,32.2504,22.1213,11.0394,20.2316,35.0988,21.6028,38.2474,20.7291,20.942,21.5668,18.3942,25.4623,23.8296,52.5038,27.575,28.2095,21.2684,12.9297,26.4828,18.8117,20.494,34.7193,16.4674,24.5016,30.6518,36.7661,16.1915,18.461,31.4078,10.3278,23.9974,38.5914,24.1852,13.9454,16.6846,14.3859,25.0576,26.3723,37.5458,38.0238,21.7262,13.1642,22.0169,23.5119,15.4529,22.7958,24.6534,24.231,33.7469,24.0337,15.7405,22.5078,20.5078,10.7547,18.03,18.8605,25.0243,27.1425,19.4691,44.9383,22.7783,16.5184,26.2245,21.9471,22.9175,19.0641,18.7445,33.4995,30.0333,13.2637,18.4243,17.5001,17.3193,24.7144,12.1795,14.1626,19.2876,21.6109,21.2319,22.6149,19.9299,11.1958,15.5528,14.8785,13.3505,15.5717,16.5294,13.8068
"1049",0,0,0,0,0.014321,0.025673,0.015632,0.021191,0,0,0.012632,0.0644,0.01036,0,0,0.012368,0.012296,0,0.025453,0.009977,0,0,0,0.031119,0,0,0.056207,0.017539,0,0.025421,0,0,0,0,0.020677,0.023052,0.019461,0,0.007546,0.02929,0.019329,0,0.016796,0.009881,0.046081,0,0.007234,0,0,0.009483,0,0.031391,0,0.052633,0.007899,0,0.024297,0.008701,0,0.024664,0.085323,0,0.027107,0,0,0.042452,0.023255,0,0.013975,0,0,0.017846,0.291818,0.011787,0,0.037752,0.012465,0.019886,0,0,0.061756,0.062541,0,0,0.032922,0,0.020549,0.046491,0.019945,0,0.011079,0,0.040809,0.015442,0.027056,0.045023,0.011339,0.03041,0.018887,0.028324,0.12615,0.104268,0,0.056636,0.057842,0,0.03951,0.040574,0.013612,0,0.03145,0,0.005917,0.039197,0,0.020984,0.006407,0.007519,0.027335,0.016294,0,0,0,0,0,0,0,0.010218,0,0.076029,0.023063,0.04331,0,0,0,0.014128,0,0,0,0.013831,0,0,0.021493,0.006161,0,0.015102,0.025491,0,0.035423,0.091494,0.0121,0,0.024098,0,0,0.009715,0.06571,0,0,0,0.051315,0,0.018317,0,0,0.007259,0.027694,0,0.022336,0,0.020509,0,0.01132,0,0.02029,0,0,0.014559,0,0.057873
"1050",0.631116,0.529114,0.187619,0.141521,0.102524,0.567377,0.364934,0.204481,1.41069,0.138022,1.25031,1.14259,0.593346,0.45476,1.09588,0.431164,0.375081,0.263302,0.958649,0.919186,0.415154,0.269501,2.03149,0.726467,0.461699,0.341031,5.2428,0.240207,0.49582,0.305957,0.748398,1.1076,0.225683,0.118608,1.29367,0.746233,0.442199,0.433013,0.183204,0.133715,0.391077,0.345536,0.298005,0.295272,0.390145,0.138858,0.391805,0.148038,0.632244,0.543116,1.36852,0.833797,0.524758,0.196594,0.172117,0.112204,0.272264,0.644565,0.420993,0.499,1.4275,0.762556,0.911234,0.44803,0.294782,0.704745,0.246112,0.674243,0.748171,0.207421,0.65619,0.349964,0.218672,0.770498,0.28313,1.46652,0.124157,0.588028,0.193302,0.200804,0.565696,2.12577,0.399332,0.915975,0.341586,0.300981,0.339001,4.44547,0.428375,0.275461,0.634523,0.275908,0.156663,0.269177,0.244224,0.658661,1.86356,0.46855,0.599653,0.361467,1.17799,0.259641,0.444717,0.810926,1.51685,0.067576,1.12651,0.475708,0.28812,0.123376,0.246692,0.085963,0.213658,0.317221,0.38399,0.322219,0.09971,0.800376,0.56156,0.34488,0.147801,0.415989,0.293291,0.928266,0.510223,0.301811,0.658856,0.381649,0.572518,0.544298,1.72764,1.40875,0.224376,0.182168,0.3162,1.24013,0.428701,0.537367,1.27112,0.146376,0.60185,0.242117,0.521818,0.11507,0.352411,1.27386,0.864854,0.494321,0.352828,0.67717,0.36909,0.880411,0.705082,0.055397,0.566437,1.04024,0.229076,0.544542,1.06104,0.632084,0.383344,0.125751,0.296479,0.719774,0.225482,0.447389,0.918061,1.06977,3.34411,7.78868,0.146828,0.357852,0.387578,0.109542,0.345252,0.289242,0.748408,0.344403,0.100837,0.558433
"1051",15.6713,12.0628,2.27432,2.38246,8.82351,10.1786,12.6095,11.7989,6.11092,5.77779,2.48638,9.22956,1.54782,12.9547,7.68514,8.01238,12.2826,14.595,14.3816,8.75344,2.59498,12.0859,8.80868,15.4713,14.0392,8.5996,7.81069,15.7512,13.3305,11.1855,9.80378,4.86503,16.4412,7.155,9.52489,7.92898,15.3671,12.0888,5.08949,5.65886,13.4637,11.4394,9.98245,13.4273,11.7076,9.19246,13.59,7.62391,12.1654,11.9285,7.59253,12.0316,7.71357,11.1101,6.96101,8.578,9.49744,14.968,10.3539,14.8207,13.1183,10.5808,8.89727,6.17643,8.58995,11.3355,15.4492,5.73995,7.1959,9.68272,11.2692,9.7577,11.0005,10.6653,11.48,6.00805,11.9912,11.2107,1.29713,11.587,16.6966,12.8799,11.6227,14.517,11.5327,11.6983,13.1797,12.0781,13.8625,11.2296,13.5201,14.0277,11.5177,9.67135,13.2351,13.2705,9.77063,8.8612,9.73748,15.6121,18.1301,14.5322,12.0501,7.56138,11.8183,9.47883,14.5179,7.48228,8.67707,17.4834,8.9301,14.3897,7.77364,9.72895,9.90966,14.8307,10.0806,11.8434,12.1653,14.2509,10.0097,0.993162,10.3891,9.97952,13.5132,11.0975,10.7966,5.52051,10.298,7.11143,15.0091,16.8523,14.8717,12.2795,6.46969,12.647,10.9287,6.88261,8.34162,12.1092,8.56763,10.1468,6.83475,10.8417,9.21612,11.9133,8.31845,9.79042,12.4895,14.6986,11.2363,10.9182,18.341,11.7882,9.19083,11.9321,11.4274,10.7715,6.68271,13.5008,11.1473,1.73144,11.5879,13.3113,11.6399,6.71172,7.78004,8.82177,1.96032,11.2626,8.93759,1.24668,13.2512,0.817366,1.31756,5.32999,4.221,6.24842,2.36509,15.4617
"1052",1.55222,0.38293,0.081999,0.273451,0.227288,0.130389,2.7986,1.07627,0.519023,2.22241,0.368881,0.381585,0.39462,2.15748,0.32315,0.314067,4.24655,1.3219,10.6164,0.532022,0.252219,4.69715,0.310752,0.237069,0.893785,0.091866,0.285465,0.556726,5.93494,1.57081,0.114124,0.198909,0.805519,0.145146,2.38912,4.87331,0.296514,0.22079,0.124552,0.247927,0.515391,0.478219,0.73576,1.80669,1.35742,1.34941,2.47082,0.078766,0.600935,2.48033,0.334943,5.39405,3.68269,1.6707,4.44322,0.300363,0.09255,1.70129,9.66525,2.58351,0.054167,0.082949,1.23902,0.152298,0,0,3.83854,0.080107,0.816204,3.07416,1.66054,0.99702,0.521473,0.883024,1.78154,0.661485,0.28488,0.378734,0.788504,0.031504,0.470472,1.65962,4.05829,0.812786,0.529483,2.626,0.32614,0.389591,1.00032,0.210683,2.39137,4.06419,0.189987,0.196073,1.42563,1.08614,0.215958,0.154447,0.155877,2.73318,0.387084,0.673981,3.15489,0.443448,1.88194,0.723589,0.35116,0.824274,0.077776,0.503269,0.902467,0.773503,0.210372,0.248844,0.216048,2.37121,0.374192,0.572779,2.09979,1.60335,1.21373,0.808669,2.37975,0.364089,2.79195,9.79203,14.0531,0.1946,9.55256,0.7964,0.380671,0.536155,1.46823,6.5268,0.889816,10.512,0.183335,2.29763,0.299468,0.26342,0.057993,0.217859,1.33718,0.054762,1.12716,0.469774,1.42409,2.19432,1.21435,2.33631,6.16055,0.454196,0.688435,0.720281,0.04126,0.57975,0.533962,8.09727,1.10719,0.056051,2.33254,0.480895,1.54661,1.76763,2.55886,0.534584,1.6263,10.6744,74.2744,1.12297,0.481749,0.377096,2.44334,0.139637,1.65737,0.855398,0.878521,0.138638,0.886928,8.54223
