"","GTEX.1117F.2526.SM.5GZY6","GTEX.113JC.1926.SM.5N9GE","GTEX.11DXX.1726.SM.5H11T","GTEX.11EM3.1826.SM.5A5KO","GTEX.11EMC.1926.SM.5A5JU","GTEX.11GSP.2226.SM.5HL5Q","GTEX.11I78.2026.SM.5987C","GTEX.11P81.2126.SM.5HL6N","GTEX.11TTK.2726.SM.5GU58","GTEX.11VI4.0726.SM.5GU5B","GTEX.11XUK.1326.SM.5EQM4","GTEX.12WSD.2926.SM.5LZUH","GTEX.12WSJ.1326.SM.5GCOB","GTEX.12ZZX.1926.SM.5EGKC","GTEX.131XG.2126.SM.5DUXG","GTEX.131YS.2426.SM.5J2OD","GTEX.132AR.1626.SM.5EGHP","GTEX.1399S.2326.SM.5K7YV","GTEX.1399U.1526.SM.5J2N7","GTEX.139D8.2626.SM.GJ3QN","GTEX.13D11.1326.SM.5IJFY","GTEX.13FTY.2026.SM.GIN9K","GTEX.13N11.1526.SM.5L3FL","GTEX.13OVI.0926.SM.5J1MI","GTEX.13PL7.2726.SM.5L3GB","GTEX.13PVR.1426.SM.5S2PW","GTEX.13QBU.1726.SM.5IJFQ","GTEX.13QIC.1826.SM.5J1MY","GTEX.13U4I.2026.SM.5LU3L","GTEX.13W3W.2326.SM.5LU4Y","GTEX.145LS.2526.SM.5TDC9","GTEX.145ME.1426.SM.5RQJS","GTEX.146FH.2626.SM.5Q5E1","GTEX.146FR.2426.SM.5NQAU","GTEX.147F3.1526.SM.5MR7L","GTEX.14A5I.2726.SM.5MR84","GTEX.14AS3.1726.SM.5RQJV","GTEX.14BMU.1926.SM.5S2QC","GTEX.14DAQ.2326.SM.5S2QX","GTEX.14H4A.2426.SM.664OQ","GTEX.14JG6.0726.SM.69LQH","GTEX.14PJ6.1626.SM.6872D","GTEX.14PJM.2926.SM.69LOE","GTEX.14PKU.1326.SM.6871B","GTEX.14PN3.1626.SM.6AJAV","GTEX.15DYW.2926.SM.6PANA","GTEX.15ER7.2526.SM.7KUFW","GTEX.15SB6.1426.SM.7KUEM","GTEX.15SDE.1726.SM.6LPJS","GTEX.15SHU.2926.SM.7KUKT","GTEX.15UF6.2126.SM.6M46Z","GTEX.16MT8.2426.SM.GQ1DK","GTEX.16NGA.1626.SM.72D6M","GTEX.16NPV.2526.SM.6M483","GTEX.17F9Y.2326.SM.7DUFP","GTEX.17JCI.2526.SM.7DHLB","GTEX.183WM.2126.SM.7LG4I","GTEX.18A7A.2826.SM.7LT8J","GTEX.18D9A.1026.SM.7KFRU","GTEX.1A8FM.2426.SM.7IGPE","GTEX.1AMFI.1526.SM.73KVY","GTEX.1C475.0526.SM.793AC","GTEX.1CAMS.2326.SM.793CR","GTEX.1EWIQ.2326.SM.7IGNF","GTEX.1F48J.2526.SM.7P8TU","GTEX.1F5PL.1826.SM.7P8PP","GTEX.1GF9U.1926.SM.7P8TZ","GTEX.1GMR8.2526.SM.7RHI9","GTEX.1GN1U.2426.SM.9KNTU","GTEX.1GN1W.1526.SM.7P8TG","GTEX.1HBPH.2926.SM.9WPNX","GTEX.1HBPM.2726.SM.9WYUA","GTEX.1HCU6.2326.SM.ACKXP","GTEX.1HCUA.1026.SM.A9SMI","GTEX.1HFI7.1126.SM.A96S5","GTEX.1I1GT.1226.SM.B2LVK","GTEX.1I4MK.1726.SM.ARL7O","GTEX.1ICG6.1626.SM.ARL81","GTEX.1IDJU.1026.SM.AHZ2U","GTEX.1IE54.2626.SM.CMKFY","GTEX.1J1OQ.1826.SM.CL53R","GTEX.1J8EW.2526.SM.CKZO2","GTEX.1JMQL.2326.SM.CNNPV","GTEX.1JN1M.2326.SM.ARZNG","GTEX.1JN76.1526.SM.CNPPF","GTEX.1LGOU.1126.SM.D3LAI","GTEX.1LGRB.2126.SM.COH48","GTEX.1LH75.1726.SM.DHXKZ","GTEX.1LKK1.1826.SM.GNIPA","GTEX.1LNCM.1026.SM.E9U5D","GTEX.1LVAM.1926.SM.E6CIM","GTEX.1LVAN.1626.SM.CNPQ7","GTEX.1MA7W.1226.SM.HL9SB","GTEX.1MCC2.1126.SM.EVYD6","GTEX.1MCYP.1326.SM.EV7AD","GTEX.1NUQO.1826.SM.E6CQU","GTEX.1PIEJ.1926.SM.EVYB7","GTEX.1QCLZ.2226.SM.DTX7R","GTEX.1QP28.1426.SM.EVR4E","GTEX.1QPFJ.1626.SM.DTX7X","GTEX.1R9JW.1426.SM.DTX9K","GTEX.1S5ZU.2626.SM.E9TII","GTEX.N7MT.1926.SM.3LK5N","GTEX.NPJ7.2526.SM.EV79A","GTEX.O5YV.2226.SM.HM8V7","GTEX.OHPK.2526.SM.3MJH9","GTEX.OHPL.2526.SM.3MJGT","GTEX.OHPN.2426.SM.E9TI5","GTEX.OXRK.2026.SM.GOQY5","GTEX.P4PP.2526.SM.3P61P","GTEX.P78B.2226.SM.3P5ZZ","GTEX.PLZ4.2726.SM.3P61A","GTEX.PWCY.1726.SM.48TD3","GTEX.PWN1.2526.SM.48TDS","GTEX.PX3G.2526.SM.48TZV","GTEX.Q734.1426.SM.DTXFX","GTEX.QCQG.1226.SM.48U23","GTEX.QDT8.2526.SM.48TYX","GTEX.QVJO.2526.SM.CYPRA","GTEX.R45C.2226.SM.GQ1EF","GTEX.RNOR.2526.SM.F21KT","GTEX.RTLS.2126.SM.GPRWH","GTEX.RU1J.1426.SM.46MUV","GTEX.RWS6.1726.SM.47JXP","GTEX.S341.1226.SM.4AD5S","GTEX.S4P3.1126.SM.4AD52","GTEX.S4UY.1026.SM.4AD53","GTEX.S7SF.1426.SM.4AT5A","GTEX.SE5C.1126.SM.4BRWZ","GTEX.SN8G.2626.SM.EXUQT","GTEX.T2IS.1926.SM.4DM74","GTEX.T6MO.1226.SM.4DM5S","GTEX.TML8.1126.SM.4DXSS","GTEX.TMMY.1926.SM.4DXUU","GTEX.TSE9.2526.SM.4DXUS","GTEX.U3ZN.0926.SM.4DXTU","GTEX.UJHI.1326.SM.4IHJO","GTEX.W5WG.1026.SM.4LMIF","GTEX.W5X1.2226.SM.GRR1G","GTEX.WEY5.0826.SM.4LMIH","GTEX.WI4N.2626.SM.GPI8F","GTEX.WRHU.2926.SM.4MVNQ","GTEX.WYBS.2826.SM.GOQYI","GTEX.WYVS.1426.SM.4ONCV","GTEX.X15G.1926.SM.4PQZQ","GTEX.X8HC.2826.SM.46MWJ","GTEX.XUW1.0326.SM.4BOOR","GTEX.XUZC.1226.SM.4BRVJ","GTEX.XV7Q.1626.SM.4BRWC","GTEX.XYKS.2826.SM.H7OG8","GTEX.Y3IK.2226.SM.4YCD4","GTEX.YFC4.2926.SM.5IFJ8","GTEX.YJ8O.1226.SM.5P9JE","GTEX.ZAJG.2926.SM.5HL8P","GTEX.ZAK1.2426.SM.EXOHM","GTEX.ZC5H.2226.SM.4WAWS","GTEX.ZE7O.2426.SM.57WD7","GTEX.ZGAY.2226.SM.4YCCX","GTEX.ZLWG.1126.SM.4WWFQ","GTEX.ZP4G.0826.SM.4WWF3","GTEX.ZQG8.1126.SM.51MRL","GTEX.ZTPG.2226.SM.57WF9","GTEX.ZV6S.1326.SM.59HJA","GTEX.ZVT2.0626.SM.5GICR","GTEX.ZVT3.2726.SM.5GU5X","GTEX.ZVZQ.2726.SM.GPRY1","GTEX.ZXES.0626.SM.5E45P","GTEX.ZYVF.0326.SM.5GIES","GTEX.ZYY3.2626.SM.5N9DH","GTEX.ZZPU.2226.SM.5EGIV"
"733",0.578384,3.75338,0.540483,0.39518,0.821505,3.77967,0.107653,0.35797,0.879945,0.140002,0.256029,3.25461,1.36793,2.33655,0.662071,5.10839,0.150761,0.193945,0.387465,1.47469,0.736159,2.48048,2.34259,1.2101,0.658589,1.05907,0.460471,6.5064,1.58483,1.13297,5.44088,1.09063,0.766642,0.841111,1.46715,0.919544,0.236992,0.162776,4.2503,0.13558,0.171009,0.186144,4.79527,0.177862,0.100917,4.36883,0.780938,0.514259,0.41243,2.07771,4.39176,1.83578,0.150966,2.57926,0.736315,7.34556,4.3025,1.76704,0.307621,0.643605,0.303916,0.214563,0.142013,5.4748,2.48879,0.167809,0.884934,1.69575,2.89954,0.340163,1.18807,0.509598,2.51659,0.494404,2.64461,0.580461,0.850953,1.10105,0.136257,2.58333,0.207185,0.956333,0.295075,1.257,0.096732,0.203741,1.42696,0.914303,0.394651,3.58863,0.185739,0.259292,0.457092,0.236328,0.056397,0.350263,0.948048,0.927389,0.300793,1.90732,0.587072,3.64469,1.65288,1.66021,1.82298,0.13291,1.04064,1.99841,2.52159,1.18283,1.02188,5.06354,0.057981,0.399697,1.41015,0.564724,1.21966,1.11091,0.675954,2.00555,3.10844,3.28215,1.64206,1.52424,0.089536,0.552836,0.294766,0.210525,0.204041,1.48627,1.25159,0.275063,0.381775,1.18911,1.39681,0.775182,1.33699,1.4108,1.0302,0.472774,1.44412,3.31391,12.2534,0.985197,1.1552,1.25156,0.831605,0.966212,1.63059,0.624557,0.337989,3.18126,1.49197,0.463909,5.61224,0.958769,2.82445,0.483217,0.355688,0.218868,0.609688,0.316969,2.3271,0.212066,6.37988,4.34948,0.12062,3.31637,2.4364,0.047164
"734",0.261557,0.604997,0.415509,0.829206,0,0,0,0.95721,0,0.601461,1.56,0.774631,0.154652,0.119902,0.299402,0.056517,0,0,0.215654,2.332,0.795275,0.260649,0.203398,0,1.01758,0.348316,1.45764,1.45238,0.412213,0,0.257305,2.66032,1.44336,0.190184,0.542842,0,0.857381,0.719747,0,1.36638,0.154667,2.39243,0.096378,0.321732,0.319456,0.144122,0.508544,0.3245,0.119366,0.059342,1.23215,0.199741,0,1.46818,0.341514,0.284219,0.101337,0,0.659495,0.105837,0.656643,0.905609,0,0.103159,0.253233,0.050591,0.430968,0.141262,0.434661,4.11787,0.58611,0.128623,0.158534,0.397474,1.1523,0.339701,0.061571,0,0.105631,0,0.208207,0.05864,0.050834,0.267501,0.4613,0.666888,0.051624,0.537505,0,0.355436,0.571164,0.469028,0.115371,0,0.442066,4.51957,0,0,2.03688,0.37098,0,0.237341,0.060401,0,0.067991,0.04007,0.369441,1.51393,3.92531,0.134929,0.342306,2.06441,0.069921,3.20636,0.806882,0.045401,6.92585,0.625913,0.478455,1.42068,0.270978,0.067085,0.193715,3.52662,0.121469,0.583341,0.101561,0.089603,0.448176,0.611019,2.19431,0.497555,1.43642,0.436424,0.153131,0.175276,0.065364,0.325783,0.18951,0.522616,0,0.903275,0.362088,0.486028,0.256619,0.498831,0.066857,0,2.34542,0.236067,0.948695,5.89603,3.61404,0,0.223118,0.28905,0.087584,0.255829,0.125541,2.5074,0.084835,0.114672,0.074284,2.13721,0.161971,0.03285,0.043637,0.868264,0.064811,0.255939
"735",16.8866,134.482,57.7818,140.621,41.6646,98.4365,7.97777,46.1645,17.3039,49.3758,31.3031,128.099,96.1311,133.468,46.8864,126.468,4.76284,34.2738,47.857,87.9899,52.6423,107.295,120.542,115.089,36.5719,77.8846,49.4329,180.1,92.002,91.079,80.1369,67.0397,71.1617,71.3261,131.774,101.353,24.9983,39.2531,144.855,46.1855,22.5454,56.9725,144.922,15.3833,25.0372,171.442,93.3441,37.7656,17.8325,68.5953,125.841,46.4849,21.2581,103.686,36.1419,184.152,70.9414,49.0711,36.3365,35.773,19.0004,58.2175,29.2789,172.897,87.9572,15.4991,17.1083,77.9945,172.567,76.8752,58.2387,27.3298,140.966,79.1047,87.5545,90.5788,89.6723,103.935,13.9907,67.3428,30.6424,31.0672,14.799,148.308,10.9803,43.3891,80.1732,35.0911,6.87387,101.883,19.6715,24.9096,18.122,73.6389,10.2,52.4892,70.3,102.418,52.2822,117.01,43.7237,126.132,35.8982,77.8018,100.806,25.9686,107.737,85.8877,274.176,80.1097,67.5265,183.529,44.0799,95.3521,50.6973,18.9358,114.287,74.2943,25.4241,94.6824,126.083,93.4607,109.16,182.899,8.66984,64.4358,25.6239,8.88921,18.9103,65.2609,209.756,39.697,38.8321,65.1949,89.7573,27.2131,93.8635,103.375,22.2621,74.7842,30.1823,96.8043,141.462,59.8785,82.4297,77.818,73.6442,78.301,159.55,30.4258,34.701,249.967,80.3638,14.0783,131.157,42.5901,40.427,89.1504,22.5573,56.0404,43.9368,24.3545,78.5112,67.9068,217.146,70.4816,23.5267,101.142,50.4779,6.344
"736",0.422915,0.107713,0.149536,0.755972,0.514611,0.250421,0.249978,0.282971,0.582352,1.92289,0.13315,0.121866,1.80786,1.0676,0.104672,1.67329,0.081933,0.188155,3.23957,0.007332,0.893094,0.30917,5.99981,0.898598,0.401301,0.19027,1.5718,0.087544,0.491289,3.55443,1.05416,1.09726,0.946136,1.93926,2.56993,1.23999,0.064848,0.107227,1.23944,0.815294,0.135181,0.10455,2.24628,0.046866,0.199434,0.251928,0.117291,0.250527,0.117368,0.903322,0.694327,0.207309,0.126796,0.171094,0.231327,1.7544,0.230281,0.603836,0.207146,0.87299,0.513852,0.303883,0.350812,0.788916,0.381176,0.28004,0.228693,0.806928,0.063316,0.465395,0.398429,0.154575,0.900643,1.59947,1.40386,0.951434,0.961917,0.230392,0.088476,3.93587,0.036395,0.012813,0.477614,2.2016,0.253726,0.463992,7.66475,0.39751,0.629933,0.269779,0.088095,0.568784,0.121843,2.71919,0.070587,0.341484,1.14116,0.89777,0.195096,0.389088,0.332377,1.01414,0.105583,1.10696,0.401115,0.153218,0.76111,0.884376,2.48682,0.47593,0.598357,0.684394,0.076389,0.206058,0.403797,0.158723,0.036612,2.95841,0.034848,0.182927,0.518081,0.97477,1.34741,0.532397,0.008847,0.44308,0.133148,0.141945,0.092167,0.035602,0.350083,0.147544,0.150894,0.149851,0.276041,0.038298,1.1997,2.2601,0.079366,2.32019,4.37039,12.5358,0.135629,0.064899,1.17751,0.167686,0.47477,1.13272,0.372712,0.287381,0.248751,0.11337,0.287155,0.161355,4.6883,1.07943,0.175426,0.381978,0.130297,0.362503,3.88342,0.150336,6.86044,0.149675,0.911319,0.520398,0.157325,0.1466,0.545213,0.111847
"737",1460.51,280.216,402.081,212.338,291.248,400.255,87.655,191.625,488.263,35.2319,250.47,102.817,169.02,122.826,544.028,81.4661,61.6617,107.754,45.9774,293.424,81.249,38.7206,120.944,328.828,379.658,134.672,53.0406,263.699,385.576,273.643,139.915,57.75,142.563,79.0334,120.891,171.753,4493.58,133.639,92.2104,84.9031,344.016,74.2346,381.263,190.838,211.797,67.4738,834.266,738.418,85.1531,276.156,171.76,1052.72,55.4274,235.056,528.442,207.61,63.2916,331.553,63.0819,261.208,173.816,68.7049,218.51,53.5409,177.656,136.123,104.226,124.067,452.111,264.146,460.437,183.531,305.353,60.257,26.491,117.022,35.0458,286.999,135.046,134.925,529.201,402.047,1148.55,146.451,225.348,29.2913,70.9894,701.132,163.284,197.445,137.656,95.665,40.9836,31.5451,28.3376,127.895,188.043,113.797,71.1527,192.563,293.237,203.21,1174.39,534.232,910.676,75.2182,23.5489,353.244,63.15,43.8863,337.067,359.628,123.7,180.549,91.1866,345.754,114.232,548.838,1118.75,175.981,157.36,122.28,28.4694,129.637,361.475,310.485,310.319,377.459,55.1435,1367.04,127.003,161.295,404.894,181.844,1175.28,211.043,30.8177,48.5258,613.346,40.5735,685.604,31.4209,141.111,235.459,174.301,612.946,40.3913,223.703,136.523,1184.3,156.006,71.307,349.836,241.401,386.132,856.996,429.342,19.1039,107.684,88.1978,49.4163,621.823,40.2266,75.6618,152.894,233.226,88.554,279.759,702.714,41.1159
"738",2.02906,7.20872,2.67684,3.32724,3.51849,7.4842,0.749775,4.23958,3.08276,3.1419,1.30696,4.2772,5.33704,9.8145,2.18602,10.703,0.855561,3.52929,2.55251,2.89009,2.48972,5.37364,6.84525,13.1922,2.15187,3.41737,3.34742,14.0838,5.96381,6.64877,13.7964,3.47828,3.4547,1.25358,3.06204,2.41849,0.451442,3.13514,10.4824,3.93699,3.02483,1.94087,11.5082,1.24386,1.48381,10.879,3.09419,3.10967,0.51066,4.89689,15.0555,4.89922,1.51874,10.3102,2.94155,14.0236,7.56078,3.83642,1.64581,3.26002,3.31005,3.91119,2.19796,9.53261,8.21747,1.46213,2.31783,7.78152,12.9258,2.0789,9.39826,3.37495,7.20858,2.07831,9.16218,3.48786,3.33648,7.30653,0.863635,4.1695,3.32539,4.4822,3.68253,17.1405,1.21585,2.22235,5.59495,4.85844,1.15897,4.6098,1.9548,1.12367,10.2443,3.88347,0.581909,2.6744,3.79425,10.29,1.92583,8.16822,2.61945,4.51275,3.10084,6.79251,10.6265,1.07424,2.4686,15.2622,1.80125,5.65147,5.23286,9.33932,2.55256,4.30342,2.88032,1.39845,3.28155,7.36609,4.73057,9.69554,8.53996,11.1354,1.62063,9.3998,0.970029,4.94365,2.92556,3.01555,2.79707,9.38717,5.1656,3.81119,1.32357,4.72991,8.47276,1.73299,4.32498,6.44214,4.55817,4.90522,7.8301,3.43494,21.5982,4.65142,4.4332,3.67713,3.50851,3.34569,4.09466,0.865644,1.56332,5.4887,5.35454,0.497813,11.5391,2.57809,6.02844,2.8456,1.23528,2.36584,2.05661,2.56409,4.20904,1.25035,13.3504,7.27048,2.63848,5.31289,5.80416,1.00572
"739",18.0758,37.4444,22.9752,22.9592,20.1293,37.3036,10.5044,31.3459,15.5395,16.5383,15.6455,30.8333,22.2644,35.2024,17.3418,37.8803,8.79974,17.019,14.4527,30.5132,17.473,19.6356,31.2305,29.2865,14.6948,23.945,16.5451,38.9322,33.2185,22.954,25.5917,16.6781,36.1095,14.8578,21.3731,16.7564,11.5838,21.3834,45.4961,12.2533,13.3912,18.7946,38.8692,10.8378,16.8671,43.0488,16.5381,29.0358,15.2565,23.9048,41.4436,27.3731,13.4038,25.3581,28.0764,48.7473,25.3547,26.7162,21.0558,16.776,6.44481,26.3682,19.03,44.46,29.3683,18.9316,18.519,24.0604,47.3296,24.2184,24.4518,18.0646,37.0165,19.5002,17.5102,18.63,16.7465,29.1511,14.4957,21.6773,20.3168,18.9918,9.12741,51.3726,15.1082,21.513,25.7072,27.7357,11.1731,16.7267,15.8098,13.4916,15.2246,19.0941,14.6129,20.2835,12.6155,17.0942,14.9246,26.0114,30.7519,21.8166,21.0318,28.126,27.2208,18.2556,32.5523,46.204,28.4393,22.5128,27.1889,34.6755,22.518,17.8999,22.8216,20.6527,21.9633,37.0195,18.7339,19.888,34.5114,26.2202,17.3911,31.3202,12.9039,18.5678,12.15,13.7205,11.7751,25.9979,25.8242,19.9191,22.8603,21.8834,42.26,19.9434,19.8347,19.8857,20.6619,17.48,11.9258,13.083,29.6572,29.8672,32.0816,19.9074,17.5578,14.6726,38.354,20.2643,16.7276,41.4359,30.671,15.518,33.2496,30.9107,29.0068,20.2486,11.1171,18.1802,9.68041,20.609,14.7508,22.4457,41.2456,23.6948,16.0122,41.1054,24.3436,13.6481
"740",0,0.342601,0,0.174874,0,0.4834,0.29774,0,0,0,0,0,0,0.091663,0.183111,0,0.104241,0.487636,0,0,0.113112,0,0,0,0,0,0.057888,0,0.114593,0.195844,0,0,0,0,0,0,0.403358,0,0,0.053568,0,0,0,0.327946,0.209332,0,0.604761,0,0,0,0,0,0,0,0.104433,0,0,0,0.252088,0,0.186789,0.197807,0.196385,0,0,0,0,0.123421,0,0,0,0,0.138511,0,0,0,0.18828,0,0,0,0,0,0,0,0,0.107332,0,0,0,0.686467,0,0,0,0,0,0.129164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427628,0.480631,0,0.277666,0,0,0,0,0,0,0,0.196077,0.990525,0.084944,0,0.274002,0,0,0,0.543392,0.422355,0,0,0.267993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051563,0,0,0.43058,0,0,0.160709,0.089276,0,0,0.115301,0,0,0.302877,0.083788,0,0,0.533763,0,0,0
"741",26.4103,26.5507,20.9445,39.6161,24.2636,34.4144,16.7513,25.68,27.6564,22.2568,13.3799,30.5729,32.9869,34.5636,21.0607,40.6936,12.2204,19.7327,25.502,34.1421,20.6237,27.7191,42.1783,34.9943,23.9673,27.7116,25.7855,41.2618,34.4167,36.4243,34.0237,25.3105,27.2055,31.1036,30.85,22.7541,13.1624,21.9157,48.4639,18.9644,13.5659,18.4466,35.5521,16.0796,15.9582,40.4426,25.2535,21.9099,17.4422,31.2533,37.3003,23.5441,16.1464,28.135,24.6652,49.9817,34.8312,24.9213,19.895,24.9864,17.929,19.4962,24.0345,41.9449,33.2922,14.3993,26.7127,34.5926,38.2828,17.2566,30.352,18.0431,27.9483,23.2097,29.0583,33.8403,28.6546,32.7898,18.2061,32.5694,24.6918,39.9675,18.4129,60.0485,17.0373,23.0664,26.7105,33.9246,12.0758,27.0028,19.9394,23.4095,21.8133,23.031,14.9558,26.1697,39.108,45.9342,25.7584,35.6364,31.2076,30.9348,25.0609,36.659,35.8122,20.1008,22.6934,33.5632,32.1811,37.9729,31.2311,34.7739,18.8705,24.3915,33.4167,20.7523,27.1956,38.9116,20.544,28.1864,42.6147,41.5747,39.0107,35.0337,17.1356,21.987,21.1638,18.6188,20.2151,36.0104,36.8098,21.3869,26.8159,31.0013,37.929,20.9449,36.3442,31.5431,27.0176,28.5665,40.8111,39.6398,49.6715,29.3504,26.4334,25.2233,30.6615,36.0944,33.968,13.7694,18.4943,45.3099,31.0834,17.2877,37.9641,31.6615,29.5433,31.098,12.9687,17.7713,27.775,19.6296,25.0445,17.5471,50.1345,38.296,20.2272,35.4912,26.4513,11.852
"742",276.159,136.903,337.89,0.483035,415.076,2.89303,384.891,313.738,277.648,218.543,302.929,1.39585,5.00744,4.55746,289.142,81.6312,828.865,869.948,351.712,699.193,258.386,14.4677,12.2171,0.249012,416.898,506.434,534.699,62.0438,229.906,1.98352,9.05567,48.1397,130.841,304.623,4.75502,308.358,249.942,324.79,53.0609,492.53,375.502,84.8236,85.0256,278.901,191.582,269.034,263.298,863.09,309.362,675.449,3.65178,861.569,332.728,389.491,376.831,59.4172,35.7221,408.915,361.852,265.508,616.041,280.294,739.184,3.67902,78.2705,90.4976,402.333,574.436,198.42,378.872,400.82,518.834,133.653,322.863,9.63474,69.9073,0,330.301,656.583,7.4972,540.491,259.875,408.05,4.26792,687.475,400.632,4.79656,702.089,1598.84,95.2291,711.744,864.313,518.108,0.178313,557.32,257.355,44.3335,46.6842,313.457,19.6368,339.723,30.4423,770.725,111.759,8.80583,142.489,46.4614,49.0627,38.0334,319.659,316.762,190.007,270.099,180.376,168.114,439.218,223.15,174.003,216.586,41.9998,244.907,14.7327,5.63593,220.071,179.551,466.762,440.935,754.452,507.862,457.843,125.525,402.256,346.099,411.464,199.406,279.321,8.46558,10.3956,173.767,5.21697,5.91275,0.616537,0.436919,428.928,339.999,183.663,466.265,16.1806,77.2425,227.028,342.375,3.1873,223.068,647.943,248.767,659.797,626.031,198.082,574.559,149.369,2.38856,327.771,3.62529,323.707,97.592,582.423,483.712,50.4485,283.572,477.044
"743",0.598118,0.295616,0.58042,0.201188,0.221939,0.347588,0.214089,0.371422,0.423241,0.194894,0.150069,0.49054,0.510075,0.500919,0.131665,1.14328,0.389762,0.280507,0.213382,0.560719,0.162666,0.261997,0.298156,0.11668,0.436577,0.490164,0.233096,0.330363,0.296633,0.478791,0.31117,0.236611,0.398266,0.167271,0.026525,0.401594,0.058007,0.143872,0.206159,0.308146,0.077733,0.062347,0.282557,0.110044,0.160554,0.908438,0.248487,0.342486,0.236217,0.765492,0.598892,0.175677,0.150113,0.401739,0.69085,0.687438,0.427817,0.234273,0.199389,0.535244,0.040293,0.08534,0.112968,0.544384,0.272219,0.133488,0.297822,0.337232,0.356809,0.333036,0.486859,0.301673,0.318708,0.49525,0.214979,0.488904,0.189536,0.206085,0.061937,0.642897,0.256372,0.46418,0.089419,0.470547,0.111924,0.169789,0.29513,0.672758,0.241489,0.148081,0.073875,0.206261,0.219855,0.208881,0.089725,0.148601,1.5083,1.19745,0.392654,0.097886,0.201947,0.324717,0.398433,0.597167,0.478395,0.387664,0.355879,0.244568,0.520754,0.237347,0.441564,0.751322,0.061497,0.387069,0.412068,0.439242,0.417559,0.521532,0.140271,0.290067,0.714994,0.354017,0.454338,0.394767,0.035612,0.171021,0.200982,0.295531,0.092749,0.250789,1.28663,0.562644,0.5345,0.274175,0.60607,0.282626,0.201211,0.095511,0.277797,0.229827,0.585644,0.264817,0.36396,0.569964,0.709351,0.202492,0.147005,0.599246,0.187532,0.400422,0.33376,0.497827,0.495371,1.59421,0.163531,0.624009,0.603422,0.056252,0.27604,0.165814,0.149228,0.282398,0.043557,0.168694,0.391758,0.491177,0.15352,0.728947,0.598531,0.375175
"744",19.518,13.1829,12.535,0.139992,21.586,0.177364,21.5707,13.7033,43.9185,24.8364,35.1056,0,0.126195,0.171218,21.7436,0.864696,43.9076,22.6153,13.8578,12.889,22.7506,1.01027,0.207464,0.027063,18.8547,6.55135,35.3428,2.3294,7.47644,0.130649,2.41453,16.2079,12.4937,1.24151,0.073826,14.3312,11.7051,27.3766,1.14761,21.756,13.7386,29.1963,1.5991,24.0507,31.6998,1.44063,17.4863,10.6269,30.7911,11.339,0.185211,6.09166,27.7146,9.0917,31.8941,1.52198,0.975748,11.1936,22.9552,18.9565,14.6103,20.2821,46.9278,0.140295,0.505111,26.0488,14.6947,1.9184,4.96553,10.795,15.1848,14.755,13.3521,35.0553,0.099725,1.73876,0.075362,6.07056,26.8424,0.159766,27.3021,19.6903,19.4127,0.07276,44.1772,19.3469,0.073719,1.3158,5.18665,16.0816,17.7311,22.0162,29.8979,1.06586,15.74,12.9681,0.318034,0.178547,16.4899,1.1806,22.1318,2.3025,26.2084,5.3805,0.05548,28.2171,2.23943,1.13451,0.062629,6.32297,30.9951,5.85717,23.5066,23.7012,12.6797,25.0251,6.01606,6.59931,26.711,1.76995,14.1791,0.34213,0.237105,2.26291,16.9244,13.2374,24.7169,48.3843,20.3076,19.2455,8.31323,19.3431,14.3245,15.5929,3.70176,28.9743,0.373353,0.332295,16.4883,0.058152,0.45975,0.089341,0.168835,8.36155,4.75636,11.8355,7.84221,0.084603,2.71128,14.3027,17.2459,0.038489,20.04,24.1578,0.728251,14.988,1.88795,6.02779,29.458,29.4289,0.276898,9.3197,0.060616,9.61408,0.280855,3.83992,18.062,1.417,10.7754,27.4631
"745",57.4753,93.9265,21.8944,138.37,78.6686,669.083,0.802581,3.3516,4.41757,65.8207,10.4551,337.845,410.402,280.226,39.6444,486.707,5.58995,16.4156,128.437,15.7187,149.354,1370.01,746.408,403.695,30.2779,122.306,52.1096,620.127,218.167,1110.64,1055.64,57.66,115.305,42.2485,219.199,365.631,1.79931,28.972,734.073,7.99426,51.235,33.8282,352.357,6.3836,3.37563,236.238,17.3858,11.8418,2.35968,141.868,819.574,333.101,13.2967,410.735,36.0978,164.017,254.255,91.1569,25.9541,23.0917,19.0084,65.2492,36.297,342.18,764.897,15.731,5.60486,204.913,140.804,77.1812,11.7242,14.0301,123.33,104.882,223.313,736.431,1709.95,89.5411,1.48458,551.17,29.3734,52.9823,11.9031,264.456,4.25152,16.7499,1133.11,41.6038,9.2132,45.3709,9.15145,12.4059,3.77593,505.338,0.878113,37.7814,453.143,227.849,16.8774,954.679,39.9048,186.397,98.4401,149.003,769.433,16.4035,417.649,156.512,80.9806,415.802,48.3551,443.817,12.1493,36.7532,172.689,51.5783,145.298,325.528,50.5064,261.007,42.8149,1519.31,467.238,186.28,2.41012,42.7552,27.5448,2.20271,3.10005,114.626,76.3138,9.5922,17.708,134.528,748.658,15.556,383.874,500.95,125.246,238.83,421.122,89.124,218.518,44.6168,219.006,118.636,172.214,179.942,98.5682,7.37516,28.1552,73.8659,28.4105,7.81572,851.172,12.122,236.643,206.113,18.9382,38.787,370.721,23.3949,704.563,21.2666,119.641,261.367,1.92264,137.141,315.841,0.879556
