"","GTEX.1117F.2126.SM.GIN9G","GTEX.11GS4.2326.SM.5A5KS","GTEX.11OF3.1326.SM.5N9FJ","GTEX.11TTK.1926.SM.5PNW8","GTEX.12696.0926.SM.5FQTV","GTEX.12WSG.0826.SM.5EQ5A","GTEX.13112.2126.SM.5GCO4","GTEX.1399S.0526.SM.5IJG8","GTEX.13FHP.2126.SM.GIN8J","GTEX.13NYB.1726.SM.5N9G2","GTEX.13O1R.2526.SM.5N9FW","GTEX.13O3O.1726.SM.GJ3RL","GTEX.13OVI.1126.SM.5KLZF","GTEX.13OVL.1826.SM.5KLZR","GTEX.13OW6.1826.SM.5N9F9","GTEX.13RTJ.2226.SM.5S2Q1","GTEX.145MN.0326.SM.5QGQI","GTEX.147F4.2626.SM.5Q5CS","GTEX.1497J.0826.SM.5NQAJ","GTEX.14C39.2126.SM.664OH","GTEX.14C5O.2026.SM.5YYB1","GTEX.14E6D.2526.SM.5YYA9","GTEX.14JG1.2326.SM.HAUZ5","GTEX.14PJ2.1826.SM.HL9UB","GTEX.15CHQ.2126.SM.6871M","GTEX.15DCD.1926.SM.HAV33","GTEX.15DYW.2026.SM.6AJBD","GTEX.16MT8.1926.SM.7EPGL","GTEX.16XZY.1026.SM.HAV39","GTEX.16XZZ.2226.SM.HAV34","GTEX.16Z82.2826.SM.HAUZZ","GTEX.17F96.1926.SM.7MGWY","GTEX.17F97.1926.SM.7IGM4","GTEX.17HHY.2326.SM.7KFSR","GTEX.1A3MW.2226.SM.73KUX","GTEX.1A8FM.2026.SM.7P8RN","GTEX.1AX8Z.2326.SM.731CR","GTEX.1BAJH.1826.SM.731DA","GTEX.1C6VQ.2326.SM.7IGN1","GTEX.1CB4J.1926.SM.7MGX8","GTEX.1E2YA.1626.SM.7MGXS","GTEX.1EKGG.2226.SM.7IGOA","GTEX.1F48J.2226.SM.7MXTN","GTEX.1GF9V.1926.SM.9JGHE","GTEX.1GF9W.1326.SM.7P8PX","GTEX.1GMR3.2426.SM.7MXV2","GTEX.1GN1U.2126.SM.AHZ4J","GTEX.1GTWX.1826.SM.9QEHG","GTEX.1H3NZ.2126.SM.9WPQ6","GTEX.1H3VY.1926.SM.9JGHJ","GTEX.1HB9E.1826.SM.D4P33","GTEX.1HBPI.2026.SM.CE6RZ","GTEX.1HCU7.1826.SM.A9G2A","GTEX.1HCVE.2126.SM.HL9UO","GTEX.1I1GP.1926.SM.CNNQU","GTEX.1ICLY.2026.SM.GA913","GTEX.1IKK5.0926.SM.A9G2U","GTEX.1IL2V.1826.SM.ARU7R","GTEX.1J1OQ.1426.SM.AHZ3P","GTEX.1JJ6O.2526.SM.AHZ3J","GTEX.1JMLX.1526.SM.AHZ3N","GTEX.1JMPZ.1226.SM.ARU8Y","GTEX.1JMQJ.1726.SM.E9U4V","GTEX.1JMQK.1926.SM.CJI3B","GTEX.1K9T9.1826.SM.CXZK2","GTEX.1KWVE.0826.SM.CXZKO","GTEX.1LG7Y.2726.SM.D5OVW","GTEX.1LH75.1326.SM.F2I1R","GTEX.1MUQO.2526.SM.E9TJN","GTEX.1N2DW.1826.SM.EAZ54","GTEX.1N2EF.1426.SM.EXUSH","GTEX.1NV8Z.2226.SM.EXOJ2","GTEX.1O9I2.1926.SM.F2TBQ","GTEX.1OJC4.2326.SM.DTXA5","GTEX.1PWST.2226.SM.EVR3G","GTEX.1QAET.2126.SM.F2TBS","GTEX.1QP6S.1526.SM.EXUSG","GTEX.1R9PO.1626.SM.E6CPT","GTEX.1RQEC.2426.SM.F2I1J","GTEX.NFK9.1826.SM.HL9T3","GTEX.O5YV.1226.SM.EV795","GTEX.P4QS.1126.SM.3NMD5","GTEX.QDT8.1726.SM.EYYV6","GTEX.QDVN.1726.SM.HL9TO","GTEX.QLQW.1626.SM.CMKFE","GTEX.REY6.1826.SM.EAZAT","GTEX.RN64.1626.SM.48FD7","GTEX.S33H.1426.SM.EZ6L7","GTEX.T5JC.1526.SM.4DM68","GTEX.T6MN.1826.SM.EXOHN","GTEX.W5X1.1626.SM.H7OGO","GTEX.WL46.1926.SM.GNIN6","GTEX.XPVG.0526.SM.4B65N","GTEX.Y5V5.1226.SM.EYYVP","GTEX.Y5V6.2026.SM.5IFHO","GTEX.ZC5H.1726.SM.5HL7X","GTEX.ZDXO.0226.SM.4WKH7","GTEX.ZE9C.1426.SM.4WKGM","GTEX.ZLFU.0926.SM.5P9F8","GTEX.ZVZP.0926.SM.5GIDB","GTEX.ZXG5.2026.SM.HAUZV","GTEX.ZYFG.1626.SM.5GZYY","GTEX.ZYT6.2226.SM.5GIC9"
"628",25.6932,136.061,61.0996,736.596,98.6859,197.058,14.9028,781.556,7.79268,71.9537,188.637,263.039,635.158,36.2484,15.8328,273.136,580.046,589.147,76.5693,23.421,20.2965,10.1572,30.2922,24.8517,44.3841,389.907,45.1461,61.2075,928.353,60.0652,23.9645,66.9382,470.269,23.6144,832.949,122.232,179.204,29.8818,15.5925,204.13,62.0528,91.0198,139.288,39.3809,104.934,22.5889,39.4308,81.0428,67.245,80.6943,214.692,95.4415,13.5649,21.0906,121.935,25.405,164.749,217.186,191.279,22.8445,81.0511,192.1,62.9988,454.93,177.17,8.93773,33.5859,368.066,748.476,630.415,113.426,21.943,132.598,56.822,244.739,287.85,45.8354,454.889,120.353,49.462,66.9277,191.659,86.7346,147.197,408.245,12.2705,323.771,16.5031,12.8738,14.394,356.988,3.82422,211.155,59.0749,48.496,105.112,35.5558,436.1,1204.45,537.794,103.249,369.746,15.7059
"629",1.56945,0.131438,0.084858,0.167621,0.6783,0.791483,0.363781,1.55897,0,0.219552,0.124877,0.104832,1.63135,0.164956,0.13674,0.770674,1.44261,0.448803,1.60566,0.35074,0.717306,0.22721,0.178387,0.485921,0.410359,1.713,0.235375,0.692538,1.4218,0.856374,0.095516,0.614159,1.46797,0.207957,0.098693,0.238141,1.0588,0,0.165377,1.06928,0.263167,0.084025,0.227004,0.078041,0.854801,0.232188,0.0871,0.856798,0.678291,0.570574,2.30594,0.059744,0.36395,0.323757,0.276941,0.69129,0.218108,1.15173,0.565896,0.645229,0.229425,3.68044,0.693524,2.25956,1.00224,0.027719,0,0.449749,1.10818,0.475883,0.076479,0.181189,1.42806,0.677031,3.36524,2.26873,0.447681,0.627441,1.04993,0.603382,1.82626,2.07466,0.284657,3.66459,0.590844,0.200197,0.653992,0.278147,0.063025,0.497253,0.441062,0.063303,1.40322,0.159437,0.368559,0.122263,0.093238,0.517193,2.4942,0.90923,0.537699,1.12312,0.313943
"630",0.059648,0.093768,0.080123,0.379845,0.33019,0.140672,0.171742,0.39253,0.038878,0.126355,0.760911,0.11878,0.543971,0.041534,0.143456,0.064682,0.696196,0.308191,0.192036,0.044156,0.122177,0.011442,0.011229,0.08342,0.023844,0.07842,0.088897,0.230172,0.615011,0.748344,0.799657,0.068728,0.18051,0.052361,0.969138,0.385463,2.59485,0.178346,0.118971,0.310651,0.521816,0.17983,0.08256,0.044212,0.29249,0.233848,0.14255,0,0.065061,0.169318,0.759913,0.082736,0.130912,0.032607,0.108954,0.058019,0.203977,0.57324,0.043842,0.074268,0.038511,0.497924,0.020544,0.491348,0.03605,0.125626,0.045176,2.44884,0.411196,0.213967,2.2145,0.011405,1.89853,0.146116,0.558677,0.550082,0.037574,0.607623,0.158615,0.00844,0.028153,0.060274,0.372701,0.224159,0.297535,0.050407,0.625735,0.02001,0.119017,0.083468,0.564525,0,0.433614,0.896558,0.046399,0.592597,0.176071,1.15573,0.560116,0.267089,0.116045,0.585076,0.158094
"631",0.651201,1.60179,0.688123,0.921536,0.68367,1.12623,0.924986,1.10468,0.275888,0.293137,0.49431,1.82988,1.3453,0.643888,0.444791,1.36995,1.15662,1.18884,0.639993,1.09498,0.719118,0.624569,0.753929,0.570721,0.477239,0.428072,0.323506,0.434042,0.611302,0.927774,0.393841,0.684675,0.891506,0.314405,1.39716,0.374066,1.06719,1.02545,0.74684,0.847874,0.316492,1.00473,0.873602,0.630161,0.921817,1.37224,0.873908,0.331475,0.497208,0.7338,0.307614,0.739031,0.30728,0.17206,1.47497,0.427559,0.805109,0.530112,0.825649,0.516891,1.3454,1.208,0.796203,0.875216,0.800268,0.320019,0.980926,3.07529,1.17039,1.00913,2.1864,0.709742,1.24047,1.1831,1.57565,0.704485,0.912704,1.28693,0.721526,0.414654,0.696673,0.674484,1.08765,0.443915,0.939685,0.339361,4.65613,0.273067,1.16076,0.893028,1.78832,0.452431,1.24485,0.394444,0.455903,1.02505,0.358818,1.65272,1.75111,1.40241,1.68921,1.25621,1.20818
"632",0.054044,4.6777,0.096794,0,0.165058,0.042485,0,0.158067,0.164384,0,0.045582,0.119578,0.040234,0.060211,0.041593,0.281304,0,0.186157,0.073261,0,0.077007,0.082934,0.040696,0.080621,0,0.094737,0.107393,0,0.266139,0.137905,0.174322,0.249083,1.15264,0.047442,0.36024,0,0,0.301634,0.150911,0.075057,0.030018,0,0,0.053411,0.320012,0,0,0,0.530536,0,0.185668,0.081778,0.189779,0.334829,0.078974,0.118279,0.113731,0,0.119168,0.168225,0,0,0,0,0.087102,0.101176,0.036384,0.359107,0.745125,0.18611,0,0,0,0.176517,0.776155,0,0,0.220214,58.124,1.37651,0.374115,0,0.259758,0.188929,0.038511,0,0.358071,0,0.517609,0,0,0,1.10587,0.169739,0,0,0.042541,0.176982,0.153785,0,0.070095,0.353405,0.107431
"633",1014.46,70.1264,342.184,19.9171,22.3558,454.63,23.5436,63.8117,310.334,910.671,42.734,35.7458,45.9651,66.2431,251.121,583.606,264.147,8.29719,85.1041,69.453,708.895,216.742,427.531,269.321,339.043,184.795,125.923,812.312,44.9089,63.1731,102.34,382.584,74.2926,385.08,149.893,205.761,120.777,417.342,76.54,139.535,91.0805,88.776,44.5129,100.946,94.3197,162.685,75.1014,468.792,737.481,282.841,494.026,284.191,71.4002,40.6642,84.0133,61.4707,576.065,253.626,1509.89,2.6286,207.227,590.973,1611.14,205.865,167.003,261.986,168.2,2.75961,28.6983,29.3188,45.2285,284.875,1082,21.3644,1013.31,147.898,214.391,1648.16,553.215,37.4538,54.6675,22.4988,2196.33,427.256,167.432,153.841,8.78999,157.317,231.292,814.671,466.645,872.765,115.061,201.341,49.6798,361.949,117.988,7.10246,19.854,7.96991,2.37906,91.2505,47.9746
"634",0.265666,0.03685,0.071372,0,0.101422,0.026106,0.101989,0.058276,0.115438,0.10552,0.028008,0.146953,0.049445,0,0.038336,0.057617,0,0.160142,0.225081,0.084285,0.106466,0.165621,0.050012,0.061924,0.070799,0.029106,0.098984,0.031065,0.040883,0.056492,0,0.038263,0,0.029151,0.055339,0.114454,0.237476,0.158866,0.105977,0.1153,0.110672,0,0.028285,0.054698,0.049159,0.086794,0.048839,0.195727,0.126776,0.034278,0.209158,0,0.08746,0.036307,0.058232,0.137281,0.069884,0.075092,0,0.020674,0.042881,0.184808,0,0.038393,0.053521,0.031085,0.234743,0.34675,0,0.114358,0.021442,0.076197,0.128118,0.108464,0,0,0.167348,0.108251,0.078495,0.075184,0,0.055928,0,0.023218,0.047328,0.149672,0.073341,0.02228,0.106018,0.074352,0,0.141981,0.08941,0.074499,0.034443,0.102832,0.11763,0.108749,0.188992,0.056647,0.043071,0.065147,0.022004
"635",25.3272,13.4003,2.13251,398.927,37.2956,15.3819,4.6646,357.362,0.741631,5.35872,43.0226,27.7205,195.464,2.8636,2.70528,208.172,57.4736,75.3215,63.8455,34.7155,20.1795,6.17369,1.15516,11.3513,9.76831,136.077,2.28124,80.1073,704.79,37.503,2.08906,20.0169,256.498,2.34548,226.874,10.2709,105.924,2.67309,20.6199,90.0041,34.309,2.79623,68.9842,8.25977,49.599,12.8648,16.0841,28.3605,14.1619,58.3478,173.987,8.55749,77.6558,5.81286,33.4503,86.6743,31.7912,24.6361,125.896,56.9537,7.85795,52.844,13.926,234.699,96.1296,1.40743,27.8366,343.662,224.713,134.215,14.8509,1.6706,67.7485,12.3105,298.1,49.5117,22.2448,272.553,6.47171,9.74083,53.2184,53.7728,85.1494,70.1355,111.51,9.26079,14.5616,5.69149,7.80572,1.50125,63.1881,4.20242,71.337,14.2583,16.3218,16.4217,8.65271,168.721,392.687,261.767,60.2697,92.7681,3.09657
"636",0.159243,0.903163,0.714918,2.14333,1.19966,0.667652,1.80955,1.3662,0.110712,0.877063,0.456647,0.761058,1.42261,0.626862,0.588266,2.43137,1.40071,2.44274,1.13689,1.49993,0.400866,0.798272,1.05522,0.585965,0.871382,2.53092,0.801641,0.893806,3.58114,0.866867,0.291067,0.525986,2.50899,0.559156,1.29145,0.524446,1.51835,0.778738,1.6262,0.457063,1.27369,0.602471,0.551591,0.587539,1.18652,0.235849,0.585489,0.887373,0.787414,1.22733,1.75065,0.738948,0.438034,0.425587,0.55848,0.376911,1.37397,2.14134,0.452573,0.330455,1.28859,0.807433,1.24316,1.42375,0.56463,0.705551,0.714706,1.16898,2.48828,1.46235,0.699166,1.17736,0.901068,1.69904,0.623118,0.421739,2.26033,2.43975,1.3927,0.733073,0.521109,0.53638,0.755181,0.645757,1.43736,0.143544,1.52399,0.491466,0.677847,0.582344,1.35723,1.02126,0.674565,0.58112,0.517512,0.778017,0.676885,1.50651,3.33508,2.40852,2.27191,1.19405,2.44798
"637",6.937,7.93649,5.13855,16.4435,16.7583,5.83193,23.4527,59.8007,5.34292,6.22963,3.93653,3.40077,51.8798,12.3748,5.92631,6.4802,18.6986,21.4877,7.51455,6.74448,3.27415,6.23071,6.92497,6.40087,18.3666,26.6825,8.67401,6.56127,54.0297,4.76305,8.30827,8.73088,16.4614,4.47945,16.8362,3.63163,18.2699,12.214,6.00863,6.44654,12.4529,5.06632,5.0359,3.6135,4.33818,2.73837,5.55691,5.64402,4.10738,12.5653,12.5262,8.0884,2.00599,5.21682,5.38741,2.26249,4.49595,23.8284,6.4318,2.69834,6.78763,16.1473,12.2813,14.0144,4.84699,6.09536,5.76352,19.3754,23.27,34.0041,4.5981,9.02439,8.99353,48.8205,7.63302,3.96156,9.9917,7.79098,7.19342,8.94885,5.50689,5.3186,6.78168,3.36356,9.13081,2.17635,46.5271,7.576,4.33988,8.37949,23.6688,9.96115,11.3885,8.23868,2.70473,3.63834,4.3434,17.4042,45.6549,24.2694,17.9015,11.2367,13.5044
"638",0.121174,0.239043,0.260429,0.228636,4.2251,0.25402,3.00821,0.070881,0.105306,0.299469,0.238466,0.071496,0.120279,0.652503,0,0.490561,0.327955,0.556518,0,0.102517,0.345321,0.371898,0.212905,0.090381,0.107641,0.212412,0.080263,0,0.348086,0.515337,0.032571,0.04654,0.093131,0.425482,0.403852,0.092807,0.288842,0.06441,0.032225,0.280481,0.13461,2.2349,0.137615,0.452402,0,0,0.118805,0.129853,0,5.12821,0.138764,0.081492,0.070918,0.147202,0.306921,0,10.1788,1.18736,0,0.176019,0.104312,0.187319,0.556452,0.186791,0.195294,0,0.135961,1.87872,0.238667,0.324553,0.156477,1.37473,0.155831,0.659623,0,0,0.152659,0.263333,0.572842,0.091446,0,0.02721,0,0.112961,0.172696,0,1.29347,0,0.085966,0.949557,1.9051,0.086346,0.10875,0.036245,0.272304,0.041692,0.953827,1.14636,1.05741,0.551197,1.10013,0.924442,1.28466
"639",0,0.064671,0.01927,0.025377,0.020538,0,0.020653,0.08654,0.005844,0,0.005672,0,0.090112,0.029968,0,0.035002,0.04095,0,0.027347,0.14792,0.019164,0.025799,0.04051,0,0.100357,0.188608,0.026726,0.018872,0.024837,0.057198,0.016268,0.193707,0.015505,0.118062,0.033618,0.030902,0.048089,0.171575,0.026825,0.102732,0.059763,0.038162,0.011456,0.026583,0.009955,0.008788,0.029669,0,0.088019,0.027765,0,0.122106,0,0.019606,0.015723,2.18143,0,0,0.069197,0.071169,0.07815,0.012474,0.055585,0.062197,0.032514,0.025179,0,0.165967,0.317881,0.216136,0.017368,0,0,0.065891,0,0,0.008472,0.043842,0.063581,0.030449,0.101565,0.00906,0.006464,0.018807,0,0,0.178218,0.02707,0.071562,0,0.05008,0,0.079664,0.018103,0.083696,0.159646,0.04764,0.161492,0.068887,0.160593,0.026166,0.123126,0.196056
"640",0.550898,2.29509,0.083088,0.109417,1.81535,0.13676,1.38025,1.22116,0.100791,0.061421,0.244545,0.615875,0.302196,0.129213,0.200832,4.22576,0.765118,0.759037,2.79061,0.417016,0.041314,0.133483,0.131,0,0.8036,2.38883,0.288082,0.108495,2.17745,0.912498,0.350715,1.03566,0.935948,0.10181,0.966344,0.199863,1.58964,0.878489,1.64241,0.845634,0.901874,0.246818,0.444538,0.191032,0.815511,0.151563,1.00208,0.372856,0.917151,0,0.630868,0,1.2218,0.422673,0.966026,0.690973,0.39661,0.209806,0.852451,0.433214,0.3744,0.645435,0.159779,0.838041,1.26172,0.94992,0.370877,0.550461,0.228434,7.88798,0.262094,0.221763,0.727105,0.378806,2.20877,0.329098,0.219172,1.13419,0.239873,0,0.547399,0.039065,0.585312,0.040544,0.082646,0,4.7386,0.038907,0.617105,0.162294,0.25192,0,0.437168,0,0.57138,0.538707,0.228233,0.94951,1.84813,0,0.075212,2.84403,0.153697
"641",0.56009,0.767088,0.287383,4.76989,0.751273,0.987699,1.5923,7.26095,0.157863,0.665382,1.3661,0.576087,7.40396,1.80454,0.541728,1.0637,3.22636,8.38443,0.738722,0.665955,0.124024,1.63768,0.421753,0.739551,1.28284,2.57394,0.80465,2.30113,8.4981,1.55795,0.585926,2.94767,9.50231,0.172747,5.57484,0.608677,2.88668,1.03798,0.893702,1.20884,1.75728,0.515435,1.45053,0.428857,1.44535,0.464879,0.667875,0.632649,0.462316,13.7242,2.32288,0.771157,0.691036,0.364104,0.716699,0.533754,0.493764,6.94184,1.1015,0.273292,0.781869,1.92353,0.448368,2.80016,0.463543,0.311731,0.886611,2.98881,12.91,5.23025,0.439824,2.18242,1.24102,0.964115,2.52371,0.579878,0.686552,0.764848,3.15767,1.00244,0.971675,0.616955,3.89251,0.550351,1.1596,0.759016,3.72761,0.888667,0.096654,0.338922,1.691,0.639112,3.02414,1.01879,0.518112,0.796871,1.07241,1.90026,14.7057,4.68664,2.43454,5.21664,0.802425
"642",24.5705,42.5109,14.2769,92.8959,121.972,51.3545,71.8181,86.1039,12.91,19.7155,69.0426,43.0874,87.946,37.8948,15.1515,75.6126,94.267,59.09,73.0877,42.5609,26.0109,16.4531,22.7203,19.1196,20.8274,31.5674,14.4281,32.304,62.7049,37.8935,10.6665,28.9201,67.6635,11.7288,84.448,18.7242,64.7011,26.8169,19.8528,52.1451,23.8097,21.5277,39.0748,18.5244,44.886,23.8756,24.2148,36.791,24.0502,48.9223,43.1026,22.2635,17.6394,17.2802,44.4692,23.0356,25.9452,36.8777,34.4961,21.9392,28.0738,59.5246,29.9448,56.5048,31.6552,17.8179,22.833,152.36,89.8716,98.4289,81.5735,21.5181,46.3172,119.43,69.8975,52.4835,26.9052,62.5606,28.1832,24.1577,37.026,47.5016,29.8288,36.257,79.4794,14.7771,126.776,22.5416,33.0378,20.6712,72.0207,13.6225,54.0791,20.0027,28.7274,30.6883,18.5769,64.7403,89.476,71.9038,91.5078,73.0728,63.5577
"643",54.0205,43.6375,18.8615,64.2539,64.8191,86.6313,44.6652,54.5744,15.7569,36.7133,29.9302,31.0511,68.1257,33.2257,20.5343,50.0912,124.34,68.5873,73.721,33.9761,29.9194,20.3065,28.1116,27.4355,27.4686,36.0335,17.7902,39.3864,57.0792,40.4126,13.2988,48.5462,69.9283,13.9514,77.8664,34.3746,102.514,30.3999,18.4127,33.9472,23.6531,39.7484,29.6578,30.5823,45.804,36.6638,27.0261,38.26,32.3792,58.98,75.8804,34.808,21.2,16.378,19.9106,37.7357,37.6391,85.9409,37.4038,24.5124,34.3389,83.4751,49.3349,82.2025,60.2155,21.8051,36.6718,80.8084,89.482,89.1774,31.9955,37.0224,46.5264,59.6523,66.9107,111.88,31.2397,86.4953,41.9753,26.1585,35.4474,70.8587,41.1807,72.155,95.6107,23.6484,64.9099,32.6477,30.5873,41.386,73.8986,17.2079,70.3468,42.4505,67.5136,39.5881,17.7261,80.4533,66.169,49.4818,52.1122,84.8109,58.2418
"644",0.168388,0.373706,0.144761,0.597316,0.318853,0.116489,0.84813,0.401877,0.099509,0.249692,0.022723,0.190758,0.471347,0.285155,0.362861,0.175295,0.38282,0.528976,0.210001,0.131064,0.03839,0.113697,0.243451,0.060287,0.143598,0.23614,0.535374,0.315044,0.356566,0.091665,0.086903,0.310432,0.729917,0.337021,1.49281,0.348214,0.594051,0.665926,0.123596,0.093544,0.089789,0.391797,0.1549,0.257387,0.114664,0.114427,0.133728,0.122705,0.286523,0.259561,1.09528,0.339731,0.136,0.063822,0.023622,0.442233,0.439404,0.560491,0.148519,0.129989,0.339197,0.262387,0.352609,0.27255,0.260533,0.214363,0.122431,0.805599,1.15418,0.332459,0,0.396672,0.220879,0.956968,0.16823,0.22935,0.042428,0.428146,0.222892,0.083871,0.194981,0.031762,0.226615,0.075348,0.259183,0.091072,1.42804,0.316332,0.136187,0.075402,0.41801,0.158386,0.253887,0.380783,0.216563,0.278094,0.16966,2.02927,0.084332,0.356173,0.532891,0.33474,0.589118
"645",111.949,12.8673,52.134,0.588858,1.68391,16.8575,4.10017,3.05884,39.3447,233.856,16.4482,3.09354,13.5272,12.1849,44.9201,6.06458,38.7979,16.101,52.9665,19.9434,77.8012,141.243,51.1734,17.2516,46.3235,29.3353,30.3464,32.8864,5.13142,20.6581,24.2268,24.9877,7.0519,55.2486,1.51397,19.4249,28.7319,59.0566,25.5628,2.86065,29.076,21.6762,14.4608,37.1028,51.4093,35.5728,5.57405,11.1851,58.1568,1.30766,73.3045,32.0283,8.31067,37.6494,16.7218,27.3242,51.6724,29.715,8.43119,24.3164,18.824,88.9112,190.056,13.9514,7.82422,73.4804,7.35362,3.09413,10.1902,2.12556,8.95577,84.3977,43.8404,1.90274,10.4105,23.8415,28.3613,106.876,89.1779,21.566,59.7141,57.3863,60.8672,34.5484,3.76088,25.5766,1.62356,7.32855,46.7984,202.489,20.1861,95.2479,24.2221,26.2317,33.9514,17.3881,15.7878,0.469369,7.21499,9.53513,0.57568,23.5009,1.77382
"646",1.64414,1.43837,0.744443,13.2891,0.860416,1.35059,9.16286,1.23731,1.04755,1.51642,0.249294,0.326997,5.58365,8.19143,0.494057,2.69238,1.33121,18.6571,1.23333,0.914305,0.737041,2.79236,1.22415,1.7465,1.88555,1.48153,1.19764,1.23131,3.44559,3.19369,0.897536,2.29885,6.05377,0.83516,3.15542,1.34768,1.13391,4.2126,1.74652,0.384845,2.24716,1.39565,1.247,1.0726,0.987907,1.37004,2.09538,1.30163,0.846299,3.01922,2.12081,1.03894,0.652765,1.21185,0.620888,0.864764,2.34714,4.03532,1.14057,1.21332,1.22254,6.4426,2.50684,0.811598,0.41683,1.21045,2.04585,7.67196,1.99213,9.59021,0.333979,2.17238,2.82413,9.74452,1.81102,0.255547,2.24591,1.79153,1.94315,1.50044,1.28463,0.628468,2.62822,0.255092,0.674662,0.275804,18.635,0.787043,2.3984,2.90046,9.05145,4.4033,3.10368,1.33862,0.675402,2.44074,1.27966,9.3669,1.29842,1.89861,8.55974,1.4919,4.61477
"647",881.892,23.9084,14.0532,48.472,52.9392,73.2311,16.2298,147.061,11.6428,61.0578,15.6011,65.7303,620.727,34.8528,32.8838,338.842,62.7672,31.4221,162.166,251.403,148.622,109.741,14.6771,9.80613,20.4735,32.1695,10.9015,335.373,82.0143,208.383,5.24477,29.8242,201.474,14.8043,125.464,50.7802,67.1162,21.541,237.648,213.335,32.5058,37.7483,104.234,106.775,55.5775,62.2395,14.0363,133.723,52.6611,66.9733,153.109,21.7301,38.9073,29.2593,12.912,45.7416,172.347,17.1145,68.9801,40.0884,53.1454,191.883,33.5628,217.913,33.8999,13.2169,222.918,425.722,236.515,99.7525,17.0401,34.3966,352.383,16.2501,472.852,28.7186,25.9039,361.073,9.92883,19.5155,162.086,296.936,240.89,184.028,53.4826,42.7419,86.661,8.68548,93.3351,12.2518,39.5795,34.6854,64.2389,19.4174,49.7721,25.0032,15.9115,107.088,260.806,82.5218,48.1447,194.825,7.25639
"648",11.559,13.2279,8.64582,30.5633,24.0763,20.2103,19.7903,27.4088,6.23504,18.2707,12.4291,12.19,29.426,11.1264,9.40723,18.019,31.6439,23.9656,23.4136,9.98535,8.32198,10.6955,12.7226,8.13443,10.2563,17.7587,9.18553,14.7697,26.7709,10.4063,5.80335,11.9535,41.3435,7.40607,23.764,8.20433,24.8085,11.5821,8.60368,14.3465,9.70437,10.1161,10.6,8.85215,11.1944,10.49,8.84175,11.8886,10.9052,17.3486,16.0137,10.8898,5.8611,7.23884,7.53302,7.5333,11.5334,22.7731,11.9139,6.66531,10.4081,25.2421,17.5412,15.463,12.5089,9.56584,8.59425,24.9295,28.7422,34.0735,11.8955,10.9748,20.055,18.8226,23.0908,18.222,13.0839,21.6731,17.9139,11.8942,13.6705,15.4022,20.5732,18.3386,23.8665,7.33555,29.2695,10.3552,10.2506,12.5682,26.7979,10.4497,20.9267,10.9489,13.2749,10.7998,8.81114,38.6267,27.5989,24.1935,19.9032,25.3114,22.9481
"649",0.024713,3.25426,0.141639,0.233152,5.49105,0.194278,0.512326,2.92017,0,0.31411,0.083375,0.218724,2.46537,1.18394,0.02853,0.257272,0.80264,0.068101,1.35679,4.64165,0.413766,0.758489,0.390799,0.064517,0.237096,8.25276,0.478813,0.450817,3.14902,3.81525,0.259073,6.27883,0.170947,3.17822,3.91238,0.184548,0.559641,1.06405,0.12816,4.47909,3.50037,0.438279,0.0421,0.773421,0.457301,0.113036,2.78953,0.066209,3.71995,0.73128,1.16034,0.074791,0,0.162118,1.34342,7.12747,0.078011,0.111767,2.32506,3.24631,2.53699,0.320911,1.25972,0.728587,1.53347,1.44582,0.041594,3.04969,16.7933,8.76581,0,1.54995,0.095345,0.060539,0.154314,0.052595,0.108972,0.785463,2.26361,0.111903,2.67502,0.049946,0.356349,0.017279,0.158496,0,6.60419,0.273585,1.77521,2.01963,1.1503,0.079246,0.944854,0.199592,2.39662,4.09421,6.71141,13.5694,1.46273,2.36075,0.993652,4.94515,6.69755
"650",0.090825,1.07504,0.715746,7.54042,1.52566,1.1424,0.418415,2.7627,0.236795,0.625299,2.02999,0.160768,2.77226,1.11308,0.209701,1.81223,1.47491,2.12739,0.430921,0,0.485313,0.278755,0.683924,0.948432,0.387272,3.02504,0.180482,0.552271,8.16265,0.772537,0.476065,1.09884,2.09417,0.478378,6.35683,0.88693,2.59801,0.434503,0.072462,2.58587,2.01794,0.515435,1.0057,0.807847,3.59658,0.178039,0.467513,0.194661,2.03089,0.562511,4.83645,0.641358,0.15947,0.132402,0.318533,0.574245,0.52562,4.55943,2.26975,0.339259,0.234561,0.505454,0,1.99512,0.292764,0.510105,0.183437,0.172431,3.93562,4.06604,0.879649,0.1042,0.876018,2.07656,1.47453,0.773171,0.800978,1.18428,0.107343,0.257037,0.800203,0.183557,0.480198,1.07954,0.647217,0.307018,1.60471,2.19374,0.773229,0.101677,2.08557,0.194161,0.929252,0.407515,0.282606,1.78124,0.607697,5.25465,3.30815,3.71833,3.2984,3.20719,0.722183
