"","GTEX.1117F.0011.R4b.SM.GI4VM","GTEX.111FC.0011.R4a.SM.GIN8K","GTEX.117XS.0011.R4b.SM.GJ3PR","GTEX.11DXY.0011.R4b.SM.GI4VR","GTEX.11DYG.0011.R4b.SM.GJ3RG","GTEX.11GS4.0011.R4a.SM.GJ3RJ","GTEX.11GSO.0011.R4b.SM.GJ3R8","GTEX.11NUK.0011.R4a.SM.DO12B","GTEX.11NV4.0011.R4a.SM.GI4XC","GTEX.11OF3.0011.R4a.SM.GJ3RB","GTEX.11ONC.0011.R4b.SM.DO93H","GTEX.11PRG.0011.R4a.SM.DNZZR","GTEX.11TTK.0011.R4a.SM.DNZZU","GTEX.11ZTS.0011.R4b.SM.GINAQ","GTEX.11ZU8.0011.R4a.SM.5BC6Y","GTEX.11ZVC.0011.R4a.SM.5BC6Z","GTEX.12WSA.0011.R4a.SM.57WB7","GTEX.12WSC.0011.R4a.SM.H6Q8M","GTEX.12WSD.0011.R4b.SM.5LZUA","GTEX.12WSF.0011.R4b.SM.5HL88","GTEX.12WSH.0011.R4a.SM.5GU6K","GTEX.12ZZW.0011.R4a.SM.5DUX9","GTEX.12ZZY.0011.R4a.SM.GIN9F","GTEX.12ZZZ.0011.R4b.SM.5DUV7","GTEX.13112.0011.R4b.SM.5DUXL","GTEX.1313W.0011.R4b.SM.5KLZV","GTEX.131XH.0011.R4b.SM.5DUWB","GTEX.131YS.0011.R4a.SM.5DUVL","GTEX.1399T.0011.R4b.SM.5DUVX","GTEX.139T8.0011.R4a.SM.5HL54","GTEX.13CZV.0011.R4b.SM.5J2NY","GTEX.13FHO.0011.R4b.SM.H6611","GTEX.13FLV.0011.R4a.SM.5LZYU","GTEX.13JVG.0011.R4a.SM.5MR4C","GTEX.13N1W.0011.R4a.SM.5MR52","GTEX.13N2G.0011.R4b.SM.5MR54","GTEX.13NYB.0011.R4b.SM.9QEGJ","GTEX.13NYS.0011.R4b.SM.5MR3O","GTEX.13O3O.0011.R4b.SM.5KM3F","GTEX.13O3Q.0011.R4a.SM.5P9H2","GTEX.13OVH.0011.R4a.SM.5KM3W","GTEX.13OVJ.0011.R4b.SM.5P9H5","GTEX.13OVL.0011.R4b.SM.5L3HV","GTEX.13OW5.0011.R4b.SM.5L3HS","GTEX.13OW6.0011.R4a.SM.5O9DX","GTEX.13OW7.0011.R4b.SM.5O9CX","GTEX.13OW8.0011.R4a.SM.9WG6V","GTEX.13PLJ.0011.R4b.SM.GJ3R6","GTEX.13PVQ.0011.R4a.SM.5O9CT","GTEX.13QIC.0011.R4a.SM.5PNX8","GTEX.13QJC.0011.R4a.SM.H65ZP","GTEX.13RTJ.0011.R4b.SM.5PNX1","GTEX.13SLW.0011.R4b.SM.5S2W2","GTEX.13SLX.0011.R4a.SM.5O9BJ","GTEX.13VXU.0011.R4b.SM.5O9CI","GTEX.13X6I.0011.R4b.SM.5PNU9","GTEX.13X6J.0011.R4b.SM.5P9K4","GTEX.13X6K.0011.R4b.SM.5P9HO","GTEX.1445S.0011.R4a.SM.5PNWN","GTEX.144GL.0011.R4a.SM.5PNUI","GTEX.145LS.0011.R4b.SM.5S2UT","GTEX.145LU.0011.R4b.SM.5P9K1","GTEX.147F4.0011.R4b.SM.GJ3R4","GTEX.147GR.0011.R4a.SM.5S2V2","GTEX.14ABY.0011.R4b.SM.5S2VN","GTEX.14ASI.0011.R4a.SM.69LQ4","GTEX.14BIM.0011.R4b.SM.5S2RK","GTEX.14BMV.0011.R4a.SM.H6Q7P","GTEX.14C5O.0011.R4b.SM.G9ERF","GTEX.14DAQ.0011.R4a.SM.5YYAI","GTEX.14E7W.0011.R4b.SM.62LEA","GTEX.14JFF.0011.R4a.SM.5ZZV5","GTEX.14JG1.0011.R4b.SM.62LEB","GTEX.14JIY.0011.R4b.SM.5ZZV7","GTEX.14PJM.0011.R4a.SM.5YYAS","GTEX.14PN4.0011.R4a.SM.686ZT","GTEX.14PQA.0011.R4b.SM.6AJBU","GTEX.15CHQ.0011.R4a.SM.686ZX","GTEX.15DCD.0011.R4a.SM.69LPB","GTEX.15DYW.0011.R4a.SM.6M46V","GTEX.15EO6.0011.R4a.SM.7KUKZ","GTEX.15ER7.0011.R4a.SM.6M46S","GTEX.15RJE.0011.R4a.SM.H7OH4","GTEX.15SHU.0011.R4b.SM.7IGLC","GTEX.16YQH.0011.R4a.SM.7EPGI","GTEX.17EVP.0011.R4a.SM.79OML","GTEX.17EVQ.0011.R4b.SM.7LT94","GTEX.17F97.0011.R4b.SM.7KFS2","GTEX.17HG3.0011.R4a.SM.7IGLL","GTEX.1A3MX.0011.R4b.SM.7EWFK","GTEX.1AX9I.0011.R4b.SM.7EPIB","GTEX.1B8L1.0011.R4a.SM.7EWFJ","GTEX.1B996.0011.R4b.SM.9OSVO","GTEX.1C6VR.0011.R4b.SM.9QEGZ","GTEX.1C6WA.0011.R4a.SM.9QEH2","GTEX.1CB4G.0011.R4b.SM.CJI28","GTEX.1E1VI.0011.R4b.SM.9QEHV","GTEX.1EMGI.0011.R4b.SM.CJI2D","GTEX.1EX96.0011.R4a.SM.ARU82","GTEX.1F48J.0011.R4b.SM.9OSVX","GTEX.1F6IF.0011.R4b.SM.CKZNJ","GTEX.1F75A.0011.R4a.SM.ARL8J","GTEX.1F7RK.0011.R4b.SM.9QEI7","GTEX.1GF9W.0011.R4a.SM.CE6RH","GTEX.1GMR8.0011.R4a.SM.9OSX1","GTEX.1GN73.0011.R4b.SM.9QEIK","GTEX.1GTWX.0011.R4a.SM.C1YQI","GTEX.1GZ4I.0011.R4a.SM.9QEI9","GTEX.1H1DG.0011.R4a.SM.CE6RQ","GTEX.1H1ZS.0011.R4b.SM.CKZO7","GTEX.1H23P.0011.R4b.SM.CL54R","GTEX.1H3NZ.0011.R4a.SM.CL54T","GTEX.1H3O1.0011.R4b.SM.A9SKE","GTEX.1HB9E.0011.R4b.SM.ARZLS","GTEX.1HBPH.0011.R4a.SM.A96RX","GTEX.1HBPI.0011.R4a.SM.CJI3K","GTEX.1HCU6.0011.R4b.SM.ARU74","GTEX.1HFI6.0011.R4b.SM.A96RT","GTEX.1I1GR.0011.R4a.SM.CMKHC","GTEX.1ICLZ.0011.R4a.SM.CMKHL","GTEX.1IY9M.0011.R4a.SM.C1YQ2","GTEX.1J1OQ.0011.R4a.SM.D4P2A","GTEX.1J8EW.0011.R4b.SM.ARU89","GTEX.1J8Q2.0011.R4a.SM.ADEHA","GTEX.1JJ6O.0011.R4a.SM.EY5YM","GTEX.1JMLX.0011.R4a.SM.EY5YJ","GTEX.1JMOU.0011.R4b.SM.EY5ZL","GTEX.1JMQJ.0011.R4b.SM.EXUT8","GTEX.1JMQK.0011.R4a.SM.G8LLQ","GTEX.1JN1M.0011.R4b.SM.F6494","GTEX.1KWVE.0011.R4a.SM.F3K5X","GTEX.1LB8K.0011.R4b.SM.F6487","GTEX.1LH75.0011.R4a.SM.F2TAM","GTEX.1LKK1.0011.R4b.SM.EY5YA","GTEX.1LSVX.0011.R4b.SM.EXURP","GTEX.1LVA9.0011.R4a.SM.F2TA2","GTEX.1LVAO.0011.R4a.SM.EXURO","GTEX.1MJK2.0011.R4a.SM.F3426","GTEX.1N2DW.0011.R4b.SM.EZ6MD","GTEX.1N2EE.0011.R4a.SM.EXOII","GTEX.1N2EF.0011.R4a.SM.F341F","GTEX.1NV8Z.0011.R4b.SM.G8LMZ","GTEX.1O9I2.0011.R4b.SM.F3K4K","GTEX.1OJC4.0011.R4a.SM.F3K54","GTEX.1P4AB.0011.R4b.SM.F2T9S","GTEX.1PIIG.0011.R4a.SM.F2TAQ","GTEX.1POEN.0011.R4b.SM.F3K4O","GTEX.1PPGY.0011.R4a.SM.F3K4F","GTEX.1PWST.0011.R4a.SM.F2T9X","GTEX.1QMI2.0011.R4b.SM.F3K4R","GTEX.1QP6S.0011.R4b.SM.F33ZY","GTEX.1R46S.0011.R4b.SM.F2TBF","GTEX.1RDX4.0011.R4b.SM.F3K43","GTEX.1RLM8.0011.R4a.SM.F2TBL","GTEX.1RQEC.0011.R4b.SM.F342C","GTEX.1RQED.0011.R4b.SM.F2I2X","GTEX.N7MT.0011.R4a.SM.2I3G9","GTEX.NL4W.0011.R4a.SM.2I5GZ","GTEX.NPJ7.0011.R4a.SM.2I3GJ","GTEX.NPJ8.0011.R4a.SM.2HML3","GTEX.OHPN.0011.R4A.SM.2I5FD","GTEX.PVOW.0011.R4A.SM.H6Q8O","GTEX.Q2AG.0011.R4A.SM.2HMKA","GTEX.QVJO.0011.R4A.SM.2S1QL","GTEX.QVUS.0011.R4A.SM.3GAE7","GTEX.RNOR.0011.R4A.SM.3GAD3","GTEX.S7SE.0011.R4A.SM.2XCDB","GTEX.TSE9.0011.R4A.SM.3DB7H","GTEX.WHSE.0011.R4A.SM.3P5ZN","GTEX.WVLH.0011.R4A.SM.3MJFS","GTEX.WZTO.0011.R4A.SM.3NMC7","GTEX.X4XX.0011.R4B.SM.46MWL","GTEX.X585.0011.R4B.SM.46MVH","GTEX.XLM4.0011.R4B.SM.4AT5C","GTEX.YFC4.0011.R4a.SM.4RGLQ","GTEX.ZAB4.0011.R4a.SM.4SOKB","GTEX.ZAK1.0011.R4a.SM.6AJBK","GTEX.ZVZQ.0011.R4b.SM.57WCZ","GTEX.ZYY3.0011.R4a.SM.GQ1CY","GTEX.ZZPT.0011.R4a.SM.GPRX4"
"597",5.37291,6.84117,5.71801,8.19769,5.00985,7.19002,7.02323,7.12696,6.71251,7.2899,4.61835,7.50651,5.24253,2.59903,1.66827,4.68712,3.18574,4.05415,6.27385,6.70532,3.8862,3.38488,9.43375,2.5748,5.84257,6.81618,8.76433,8.74822,4.38197,3.62304,3.59857,6.75442,5.43753,2.50044,7.46304,10.5763,4.73242,4.94043,5.88569,8.69694,3.09508,12.657,3.04769,5.69206,3.52864,4.07118,4.66706,2.1579,5.67806,9.97516,3.8912,8.74668,6.68138,5.46326,7.27583,7.08481,4.7329,8.14443,8.08389,2.43912,7.60014,2.70653,8.81349,3.0261,7.3916,6.06752,6.15407,18.1507,7.39623,4.77323,4.82688,2.84237,4.45709,4.31795,6.61531,5.78137,6.00773,7.51484,7.15882,7.55139,8.33847,4.054,6.18766,8.01405,4.5366,10.2549,1.93815,4.32928,4.56301,7.02704,10.3435,6.10586,9.7348,3.85726,4.06836,3.36632,2.20212,7.29586,2.92122,8.27786,5.37648,5.38087,4.78897,3.33539,3.82085,6.03196,6.68662,3.33567,3.76269,9.20315,3.67614,7.90813,5.28469,5.92156,5.39392,7.11486,8.93988,11.4606,5.414,5.4716,7.58614,3.38613,3.17885,3.89244,4.76831,5.82964,9.54587,5.91166,3.81958,3.85978,4.52803,3.16303,12.0106,3.14943,7.93247,4.93895,4.03307,6.38702,5.76582,4.49175,9.75119,2.09157,12.009,10.1134,5.96299,5.30135,6.92456,8.94485,8.35591,10.3223,5.61855,2.63965,6.76624,3.15627,7.65774,1.59179,4.38161,4.0275,5.32227,4.68884,2.46552,5.14985,9.96235,10.0019,5.97582,7.37191,9.63427,6.07568,21.2688,8.63459,9.4632,6.29832,8.7937,9.81681,9.54299,6.12004,9.88496,5.23983,6.74121,5.55087
"598",0.139559,0.096204,0.249196,0.211523,0.062167,0,0.123535,0.218617,0.236816,0.092682,0.094544,0.343985,0.029225,0.022584,0.032853,0.063848,0.086144,0.068538,0.133527,0.161736,0.189776,0,0.153285,0.030096,0.195718,0.242435,0.148861,0.23104,0.144672,0.062663,0.037686,0.08064,0.124964,0.059803,0.175142,0.110017,0.168776,0.023585,0.291644,0.144422,0,0.02565,0.245403,0.123186,0.040849,0.036741,0.076175,0.025304,0.043087,0.080084,0,0.060207,0,0.076654,0.151514,0,0.100142,0.139957,0,0.116289,0.19812,0.019933,0,0.104677,0.296491,0.090104,0,0.148595,0.032019,0.055792,0.880236,0.058352,0.218665,0.258496,0.071624,0,0.045861,0.368917,0.062656,0.330459,0.136468,0.073264,0.031893,0.254166,0.208959,0.137792,0,0.115984,0.306994,0.122218,0.236996,0.340776,0.087527,0.097738,0.13377,0.182444,0.052152,0.095094,0.025629,0.144204,0.216139,0.29225,0.43465,0.056343,0.095645,0.062536,0.203175,0.133112,0.017845,0,0.054258,0.187285,0,0.095574,0.031473,0.117316,0.069888,0.392875,0.053894,0.157542,0.100199,0.064803,0.027295,0.054142,0.021843,0,0.115077,0.113336,0.084562,0.060283,0.093434,0.028022,0.145388,0,0.10915,0.113746,0.065827,0.33455,0.109192,0.159356,0.048007,0.021409,0.047608,0.574293,0.13476,0.076328,0.47701,0.404577,0,0.377257,0.04886,0,0.080914,0,0.113564,0,0.039592,0.103133,0,0.062348,0.011251,0.320287,0.212133,0.074265,0.289189,0.284167,0,0.231006,0.03249,0.152111,0.152805,0.356587,0.340086,0.228017,0.23259,0.044529,0.134484,0.124093,0.137227,0
"599",0,0,0,0,0,0.014938,0,0,0.013562,0,0,0,0,0,0,0.062161,0,0,0.40625,0.034992,0.036953,0,0,0,0,0,0,0.044987,0,0,0.045863,0.54957,0,0,0.034103,0.071407,0,0.022962,0,0.19685,0,0.087403,0,0,0,0.017885,0.018541,0,0,0,0.428973,0,0,0,0,0,0.024374,0,0,0,0,0,0,0,0,0,0.170944,0,0,0,0,0.014203,0,0.052983,0,0,0,0.102621,0,0,0,0,0,0.123726,0.169533,0,0,0.02823,0.021349,0,0,0.051042,0.05681,0,0,0,0,0.092582,0,0.175493,0.098201,0.081295,0,0,0.116399,0,0.074178,0,0,0,0,0,0.027216,0,0,0,0,0,0,0,0.065035,0.084122,0,0,0,0,0,0,0,0.046953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046441,0,0.050475,0,0.031713,0,0,0,0,0,0,0.012551,0,0,0.032863,0.027115,0,0,0,0,0.018491,1.37192,0.126527,0.132505,0,0.109632,0.050939,0,0.045289,0,0,0,0,0
"600",0.033282,0.458861,0,0,0.044478,0,0,0,0,0,0,0,0.062726,0,0,0.06852,0,0,0,0.462856,0,0,0,0,0,0.086725,0.071002,0,0,0.044832,0,1.67312,0,0.085572,0.025061,0.209897,0,0,0.208657,0.247984,0.041466,0,0,0.050362,0,0,0.013625,0,0,0,1.16754,0,0.028348,0.01371,0.072267,0.172727,0.017912,0.200264,0,0,0.259865,0,0.043645,0,0,0,0.06281,0,0,0,0,0,0.044698,0,0.068325,0.051771,0,0.326785,0,0,0,0.052417,0,0.454608,0.199333,0.525779,0,0,0.094131,0.582939,0.096891,0.450107,1.25243,0,0.114847,0,0,0,0,0.361097,0,0.05974,0.143525,0.040311,0.102644,0,0.145361,0,0,0,0,0.160792,0,0,0.045034,0,0.650019,0.112433,0,0.034681,0,0.030909,0,0.038736,0.06251,0.162066,0.047047,0.918979,0,0,0.106956,0,0,0,0.052061,0,0,0,0,0.152015,0,0,0,0,0,0.036406,0.273021,0.128647,0,0,0,0,0.086835,0,0.054166,0,0,0.018447,0.122281,0,0.032199,0.079704,0,0,0,0,0,0.033055,0.27894,0.114556,0.481026,0.107419,0.524063,0.326269,0.133126,0.41416,0.064144,0,0,0
"601",0.172506,0.059458,0.148513,0.028014,0.028817,0.099568,0.014316,0.025334,0.077486,0.057282,0.116864,0.045557,0.081279,0.041873,0,0.029595,0.053241,0.042359,0.185681,0.04998,0.140748,0,0.035526,0,0,0.056188,0.046001,0.085675,0,0,0.008734,0,0,0,0.178604,0.237982,0,0,0.101389,0.174055,0.026865,0.130784,0.037917,0,0.018935,0,0.088273,0,0.019972,0,0.030257,0.044653,0.018366,0.017766,0.046821,0.093256,0.02321,0.074142,0,0.026952,0.091835,0,0.028277,0.024261,0.122163,0.083532,0,0.110205,0.059367,0.051723,0,0,0,0.100902,0.1328,0.067083,0,0.081431,0,0.040847,0.189771,0.06792,0.073916,0.029453,0.064573,0.085161,0.016823,0.026881,0.091479,0.037768,0.031387,0.048603,0.121715,0.120812,0.198421,0.012081,0.024174,0.044079,0,0.100264,0.187016,0.07741,0.030996,0.065292,0.022167,0.028988,0,0.024681,0,0.036629,0,0.052088,0.090704,0.044302,0,0.02719,0.27536,0.109266,0.07994,0.022469,0.123854,0.040051,0,0.025097,0.02025,0.039375,0,0.070046,0.104526,0.044709,0,0,0.044928,0.049669,0.03373,0.03515,0.015256,0,0.067485,0.039396,0.08901,0,0.022068,0.050705,0.041644,0.094347,0.265331,0.166697,0.048063,0.324759,0.030198,0,0.075013,0.03546,0.105281,0,0.055057,0.047806,0,0.01445,0.052154,0.142008,0.163884,0,0.100536,0.017563,0.140862,0.14991,0.090361,0.059375,0.014166,0.069596,0.266776,0.052846,0.115,0.454096,0.020779,0.057521,0,0.040535
"602",0.039858,0.054952,0,0.025891,0,0.052585,0.052923,0,0,0.02647,0.094507,0,0,0.01935,0.014074,0.109411,0.024603,0,0,0,0.113822,0.116763,0.049251,0,0.083847,0.025965,0.085031,0.079183,0,0.026845,0.048434,0.069093,0.017845,0,0.090038,0.062842,0,0.070729,0,0.024748,0.124147,0.065931,0,0.090469,0,0.047221,0.065267,0,0.027688,0.388827,0.041947,0.144441,0.101848,0,0.043273,0,0,0.051393,0.05823,0.037364,0.042438,0.017079,0.013067,0.078477,0.084679,0.051468,0.03761,0.025464,0,0.023902,0.032791,0,0,0.046628,0.030684,0,0,0.090312,0.026842,0,0.046771,0.062773,0.081978,0,0,0.039354,0.015548,0.024844,0.056365,0.034906,0.014504,0.06738,0.074994,0.083743,0.022923,0,0.022342,0.040739,0.021959,0.092666,0,0,0.028647,0.024138,0,0.026791,0.108801,0.045621,0,0.135413,0,0,0,0.040945,0.053932,0.025129,0.119762,0.067324,0.036941,0.020767,0,0.027762,0,0.069584,0.074861,0.097044,0,0,0,0.072312,0.032022,0.036014,0.166094,0.022952,0.062347,0,0.056401,0.134892,0.02079,0,0.205663,0,0.244747,0,0.038488,0.021799,0.081741,0.115549,0.088842,0.184707,0.111637,0.058746,0,0.098317,0.11352,0,0.050885,0,0,0.013355,0.038561,0.035795,0,0.095447,0,0,0,0.019793,0.055676,0.027438,0.05237,0,0.134487,0.146525,0.186,0.038153,0.153636,0,0.058789,0.018732
"603",0.015995,0.022053,0.024481,0.166242,0,0.189922,0.169907,0.30068,0.153275,0.148718,0.130033,0.118277,0.100487,0,0.135554,0.131722,0,0.204241,0.29843,0.346029,0.208811,0.053552,0.158118,0.082785,0.852422,0.208399,0.443602,0.158883,0.074617,0.086185,0.038874,0.33273,0.200517,0.411258,1.4694,0.25219,0.092852,0.113536,0.250699,0.238361,0,0.088195,0.225014,0.314649,0.168549,0.1137,0.130961,0.017401,0.281489,0.091787,0.24689,0.165615,0.204361,0.07907,0.156292,0.138353,0.292683,0.219992,0.140209,0.039985,0.181659,0.082245,0.083902,0,0.022655,0.185889,0.422608,0.367872,0.374322,0.057551,0,0.040128,0.107409,0.243257,0.295529,0.223927,0.063076,0.217456,0.236982,0.0303,0.412927,0,0.263187,0.087393,0.143698,0.252688,0,0.239282,0.150797,0.028016,0.325957,0.144213,0.461467,0.179235,0.036797,0.107541,0.107593,0.065395,0.158624,0.024792,0.158545,0.258399,0.022993,0,0.164435,0.258032,0.227046,0.109848,0.049088,0.353223,0.130593,0.386381,0.269134,0.361488,0.151503,0.060508,0.480611,0.054035,0.118598,0.266681,0.183748,0.02971,0.056311,0.167548,0.2854,0.097361,0.090442,0.05196,0.116305,0.099494,0.051403,0.038541,0.199963,0.110531,0.200163,0,0,0.108266,0.066747,0.08767,0.495202,0.014722,0,0.300902,0.216236,0.087482,0.262427,0.216395,0.249569,0.333558,0.224004,0,0,0.078911,0.26032,0.233319,0.054454,0.390079,0.195893,0.085751,0.108325,0.057458,0.267449,0.127678,0.124295,0.286613,0.10449,0.238289,0.804345,0.297298,0.126098,0.283939,0.359804,0.313608,0.554491,0.091867,0.12331,0.113783,0.141554,0.24055
"604",0.514332,4.02293,3.64758,4.62437,0.71456,4.72969,1.08185,2.87776,0.823459,1.45422,2.33899,3.67408,1.33085,0.909767,0.16543,0.684949,0.653816,1.22544,3.67615,2.5259,1.23816,0.724584,3.69995,0.520531,2.8995,2.2956,6.40956,4.90653,1.78958,0.953479,0.837447,1.97736,0.875487,1.24384,3.91883,10.6944,1.42631,1.86926,1.68407,6.36176,1.07857,1.95424,1.12828,1.07879,1.21183,0.985391,1.0882,0.387801,0.952764,1.18057,2.47237,1.32342,0.637603,0.943999,4.57772,3.20661,1.65532,3.06853,1.37633,1.96041,3.86765,0.824796,2.40404,1.26619,2.03392,6.50988,3.3636,18.7779,2.52362,4.605,2.64774,0.600442,1.62086,3.09182,2.70759,0.934699,1.61988,3.83076,1.2826,4.50494,3.72873,2.19749,1.0334,4.14562,1.92144,4.94749,1.73221,2.14572,1.93474,4.16531,6.53032,2.24972,9.71555,1.15551,1.4995,2.92728,2.36922,1.0722,1.24567,7.21404,1.74771,1.97436,1.64701,2.2944,1.01036,2.45761,1.86269,1.59704,1.03145,3.16601,1.25917,4.14955,2.69289,1.50657,2.57704,2.23457,10.7719,11.0959,1.60942,4.92432,5.61591,0.681012,0.705144,0.414878,1.66898,3.84354,3.24649,1.4309,1.51195,0.549041,1.51375,0.435588,2.12205,0.926652,4.66784,1.43607,0.756623,0.034468,1.08374,1.50254,9.50136,0.970235,4.03375,7.90324,1.0523,1.87718,3.36279,4.22214,3.24627,3.12681,1.21236,0.758056,2.13466,0.368462,8.60264,1.4559,0.407403,1.75556,4.27828,2.59352,1.06909,1.54878,6.63368,4.38187,2.35844,2.2646,5.56374,4.43041,2.40427,2.99022,13.4821,3.44328,5.29217,8.33681,5.51998,2.67124,1.904,3.10625,1.50219,0.986002
"605",2.88772,3.87831,2.13365,3.55749,2.26222,1.05096,0.694132,1.72559,4.3833,1.3226,1.34917,9.49316,7.56931,1.52275,0.66806,1.91336,2.08981,0.733539,7.64565,4.61602,0.609335,1.37518,3.60924,3.4465,1.85033,2.33523,1.91185,5.1433,2.0516,0.536528,0.826839,9.23478,1.6941,1.63214,3.89893,1.53071,5.78034,0.807767,5.50141,5.65726,0.744364,9.03173,2.27627,1.61977,1.72693,1.06173,1.05986,1.35412,2.35185,2.5999,0.523968,0.850579,0.424071,4.65576,1.5135,1.50726,0.777049,2.18267,0.363686,1.15126,1.62565,2.24001,1.40373,2.4367,4.68935,3.11806,6.10738,21.947,0.719643,1.34353,2.00706,1.06169,11.2669,18.1722,0.919882,0.735731,1.24345,2.85789,1.97823,4.90435,1.31451,1.48983,1.63842,4.79445,1.67731,4.32592,0.194218,3.91022,4.55298,0.305214,4.89179,9.7633,2.56052,0.836847,0.515411,1.95264,2.79083,4.68169,1.53609,2.39221,1.75809,2.36824,5.72543,0.934683,0.435055,2.24217,1.30471,0.769316,0.687576,0.676593,0.348422,2.96659,8.64649,11.6611,3.30105,3.32734,4.60013,1.17735,2.95325,6.43318,8.57918,0.43926,2.16174,0.434599,1.9871,2.72746,3.343,8.16753,0.241344,3.14853,1.83999,1.7095,0.155604,1.14682,0.739857,2.15071,6.51685,2.02197,1.45432,1.5691,3.54521,0.939433,2.03814,7.66846,3.50958,3.18595,1.48053,2.64615,1.22072,20.9958,4.11376,0.256835,2.0784,0.368433,2.18778,0.145248,0.635614,1.90406,1.34145,1.16775,1.30054,1.4904,5.29758,2.22554,1.27673,1.54095,2.07342,1.06312,2.1907,8.53414,0.785,0.883806,4.03181,4.08765,1.52679,1.1438,2.59081,5.79948,1.13824,0.561562
"606",15.9418,1.30732,1.33341,3.2329,1.06135,14.4848,6.13542,8.72008,2.15052,1.1316,2.07388,4.23545,13.3231,1.8834,1.45488,25.2889,2.42442,3.08248,2.6803,5.16174,22.0553,2.30442,4.30609,3.96721,4.25944,2.50846,1.71482,3.02167,3.50279,6.47073,6.50405,12.1402,1.74985,5.56903,5.90047,29.4981,2.3261,13.2415,2.11988,1.97251,3.80801,126.531,1.91284,15.47,4.30696,1.83238,3.39704,3.07903,20.7663,46.9939,7.76039,24.5497,30.6867,3.36288,4.7554,8.59312,0.999904,4.91949,54.1321,3.15851,24.8384,1.51795,37.8087,42.5058,2.22925,17.1481,3.9514,3.18571,4.42614,3.34821,4.72812,11.8882,1.09247,1.45839,4.45642,7.03043,4.49846,16.5847,7.44895,3.77484,10.3869,4.37401,4.8245,1.33465,3.38007,3.3077,2.18556,5.94642,3.76183,3.86119,2.48721,2.734,10.5356,1.74616,6.90396,1.87695,1.78613,17.5927,2.32832,8.22129,1.88453,0.855332,2.95438,3.52702,2.54831,7.2406,2.41232,2.3855,11.5662,38.7721,10.4252,6.30183,2.92714,6.59598,4.50044,13.5953,4.04952,3.48782,3.14953,3.81688,3.53879,7.9121,4.02728,1.57978,4.40262,1.11332,4.64032,2.38446,6.11306,15.2444,3.06269,2.33695,17.029,2.53339,9.54694,0.714,2.93558,2.21541,15.8775,5.50937,5.0467,2.04237,20.8074,3.12389,4.7687,6.1917,9.427,7.15366,12.0804,44.1314,18.773,2.31982,2.26049,1.44058,4.57481,1.41357,9.72531,5.04747,5.31125,9.90887,4.15846,4.58772,1.10478,5.55566,5.02694,3.55968,10.3448,9.76161,398.593,3.4725,2.61824,6.0354,22.0335,5.44994,26.1453,13.9144,31.9025,3.1586,3.71299,4.18936
"607",0.267409,0.354494,0.299085,0.387485,0.233657,0.244238,0.109249,0.338337,0.19711,0.519108,0.111481,0.282477,0.142147,0.039944,0.479381,0.183509,0.050788,0.313162,0.162367,0.158925,0.184613,0.516503,0.372787,0.119769,0.086542,0.267998,0.394939,0.081729,0.031985,0.651141,0.241624,0.356573,0.386793,0.066109,0.108421,1.31347,0.119407,0.427588,0.274037,0.574742,0.230649,0.442329,0.072341,0.217881,0.054188,0.227448,0.227359,0.067134,0.257205,0.200664,0.144317,0.394011,0.236525,0.237262,0.413145,0.213505,0.343177,0.521609,0.210358,0.02571,0.335816,0.158649,0.229281,0.092572,0.291338,0.079684,0.038819,0.854172,0.424741,0.17269,0.389222,0.077406,0.580134,0.445175,0.16891,0.287968,0.878744,0.170895,0.249346,0.292244,0.458607,0.064792,0.211534,0.477643,0.554383,0.203096,0.072217,0.166679,0.232707,0.18014,0.314383,0.185457,0.645044,0.115247,0.212941,0.36879,0.149893,0.420485,0.192656,0.3507,0.509718,0.553829,0.192193,0.149482,0.190315,0.483913,0.190909,0.047088,0.09469,0.891011,0.131954,0.215315,0.210134,0.147913,0.180915,0.233437,0.247224,0.347442,0.190645,0.332232,0.32491,0.24834,0.060346,0.131673,0.231803,0.175287,0.392539,0.551263,0.024928,0.18126,0.066103,0.210643,0.064288,0.438271,0.289583,0.234714,0.043661,0,0.107294,0.122137,0.76419,0.037866,1.49464,0.459511,0.436979,0.427505,0.590586,0.417423,0.435565,0.309799,0.144033,0.090952,0.393565,0.219869,0.2176,0.080012,0.157562,0.718254,0.201533,0.248119,0.099503,0.172412,0.171968,0.870218,0.65535,0.301566,0.554289,0.398369,0.603388,0.502683,0.243241,0.282156,0.485839,0.478915,0.438812,0.236279,0.416261,0.146323,0.030339,0.135338
