"","GTEX.1117F.2426.SM.5EGGH","GTEX.113JC.2226.SM.5EGJG","GTEX.11DXX.1526.SM.5H115","GTEX.11EM3.1926.SM.5987U","GTEX.11EMC.1826.SM.5A5JT","GTEX.11GSP.2426.SM.5N9BD","GTEX.11I78.2126.SM.5A5K8","GTEX.11P81.1626.SM.5BC52","GTEX.11ZTS.2326.SM.5EQMY","GTEX.11ZTT.1726.SM.5EQL4","GTEX.12WSD.2826.SM.59HKT","GTEX.12WSG.2126.SM.5EGJ7","GTEX.12WSK.2026.SM.5CVNB","GTEX.12ZZX.2126.SM.5LZVL","GTEX.1313W.2826.SM.5P9G1","GTEX.131XG.2026.SM.5GCN5","GTEX.131YS.2326.SM.5IJFJ","GTEX.132AR.1526.SM.5KM1L","GTEX.1399S.2226.SM.5IFEW","GTEX.1399U.1326.SM.5IJET","GTEX.139D8.2526.SM.5N9G3","GTEX.13D11.1226.SM.5IFGA","GTEX.13FTX.1026.SM.5J2O5","GTEX.13N11.1126.SM.5KM41","GTEX.13OVI.1026.SM.5L3EM","GTEX.13OVJ.2326.SM.5IJGA","GTEX.13PL7.2026.SM.5IFGK","GTEX.13QBU.1626.SM.5LU4S","GTEX.13S7M.1726.SM.5RQK3","GTEX.13U4I.1926.SM.5LU39","GTEX.13VXT.1626.SM.5IJES","GTEX.145LS.2426.SM.5TDCZ","GTEX.145ME.1326.SM.5O98Q","GTEX.14AS3.1826.SM.5TDD8","GTEX.14BIM.2226.SM.5MR5Z","GTEX.14BIN.1526.SM.5P9FL","GTEX.14BMU.1826.SM.5RQII","GTEX.14JG6.0826.SM.6AJB9","GTEX.14PHW.2426.SM.69LPU","GTEX.14PJ6.1526.SM.6AJ9M","GTEX.14PJM.2826.SM.69LPV","GTEX.14PKU.1426.SM.HAV11","GTEX.14PKV.1426.SM.5YYB9","GTEX.14PN3.1726.SM.GRR3A","GTEX.15DCD.2226.SM.HL9TD","GTEX.15DZA.1326.SM.68722","GTEX.15ER7.2426.SM.793B9","GTEX.15ETS.1526.SM.6LPKM","GTEX.15FZZ.1026.SM.6AJBI","GTEX.15SHU.2826.SM.H7OGU","GTEX.16A39.0726.SM.7KUEB","GTEX.16MT8.2326.SM.HL9UH","GTEX.16NGA.0626.SM.72D72","GTEX.16NPV.2226.SM.H7OF9","GTEX.1A32A.2826.SM.72D5S","GTEX.1A8FM.2326.SM.7MKGC","GTEX.1AMEY.0626.SM.72D6B","GTEX.1B932.2726.SM.731ER","GTEX.1B97J.0226.SM.79392","GTEX.1C475.0626.SM.73KV9","GTEX.1CAMS.2026.SM.79395","GTEX.1CB4H.2726.SM.7EWFF","GTEX.1GF9U.1826.SM.7P8T7","GTEX.1GMR8.2426.SM.7MKH3","GTEX.1GN1U.2526.SM.7MKH4","GTEX.1GN1W.1326.SM.9JGHZ","GTEX.1GZ4H.0826.SM.9OSXK","GTEX.1GZHY.2526.SM.9OSW6","GTEX.1HBPH.2826.SM.9WYUU","GTEX.1HCU6.2426.SM.GA8Z1","GTEX.1HCUA.1226.SM.9WPP5","GTEX.1HSGN.2326.SM.A9G1D","GTEX.1I4MK.1426.SM.B2LWU","GTEX.1ICG6.1426.SM.A96T1","GTEX.1IDJI.1726.SM.C1YQE","GTEX.1IKOE.2426.SM.ARU7W","GTEX.1J1OQ.1726.SM.CL55N","GTEX.1J8QM.1526.SM.GA912","GTEX.1JN76.1626.SM.CNNQ3","GTEX.1K9T9.2526.SM.D3L9B","GTEX.1KANC.1126.SM.CY8I7","GTEX.1LGOU.1226.SM.D3L8L","GTEX.1LGRB.2226.SM.CNNQI","GTEX.1LH75.1626.SM.EWROL","GTEX.1LVAM.2026.SM.HAUZI","GTEX.1MA7W.1526.SM.DHXKS","GTEX.1MCC2.1226.SM.HL9S3","GTEX.1MCYP.1226.SM.DTX8H","GTEX.1NV5F.1726.SM.EXOIZ","GTEX.1PBJI.2326.SM.E6CP6","GTEX.1QP28.1526.SM.E76P6","GTEX.1R9JW.1326.SM.E6CQ7","GTEX.1R9PN.0526.SM.DTX86","GTEX.1RDX4.0726.SM.E8VO8","GTEX.1S5ZU.2726.SM.G8LM5","GTEX.1S82U.1226.SM.E9TKB","GTEX.N7MT.0726.SM.3TW8S","GTEX.OHPK.2026.SM.3MJH7","GTEX.OHPL.2026.SM.3TW8R","GTEX.OHPN.1926.SM.E9TI9","GTEX.P4PP.2026.SM.3P61N","GTEX.P4QT.2026.SM.3NMCJ","GTEX.P78B.2526.SM.3P5ZY","GTEX.POMQ.1226.SM.3P61F","GTEX.PWCY.1426.SM.48TCT","GTEX.PWN1.2026.SM.48TD9","GTEX.PX3G.2026.SM.48U1H","GTEX.Q734.1626.SM.48U1B","GTEX.QCQG.1326.SM.48U24","GTEX.QDT8.2426.SM.HL9U1","GTEX.R55G.1626.SM.48FF4","GTEX.RTLS.2426.SM.46MUO","GTEX.RU1J.1026.SM.46MUR","GTEX.RU72.2626.SM.CY8HD","GTEX.RWS6.1326.SM.47JXB","GTEX.S32W.1426.SM.4AD66","GTEX.S341.1026.SM.4AD71","GTEX.S4UY.1226.SM.4AD51","GTEX.S7SF.0826.SM.4AD4W","GTEX.T2IS.2226.SM.4DM65","GTEX.T5JW.1526.SM.4DM5E","GTEX.T6MO.1526.SM.4DM57","GTEX.TMMY.2226.SM.4DXTN","GTEX.TSE9.2626.SM.4DXV2","GTEX.U3ZN.0726.SM.4DXT5","GTEX.W5WG.1326.SM.4LMI9","GTEX.W5X1.2126.SM.GOQYC","GTEX.WEY5.0726.SM.4LMID","GTEX.WI4N.2426.SM.4M9QO","GTEX.WWYW.2826.SM.4MVOQ","GTEX.WXYG.1326.SM.4ONCN","GTEX.WYBS.2726.SM.GPI8I","GTEX.WYVS.1226.SM.4ONCL","GTEX.XUW1.0226.SM.4BOOS","GTEX.XUZC.0926.SM.4BOQF","GTEX.XV7Q.1526.SM.4BRWB","GTEX.XYKS.1626.SM.4BRUQ","GTEX.Y114.1826.SM.4TT87","GTEX.Y3IK.2126.SM.4YCDS","GTEX.YFC4.2826.SM.5P9FR","GTEX.YJ8O.1126.SM.5P9IS","GTEX.ZAJG.2826.SM.5HL8D","GTEX.ZAK1.2526.SM.5S2N7","GTEX.ZC5H.2126.SM.EY5XK","GTEX.ZLWG.1026.SM.4WWC4","GTEX.ZP4G.0726.SM.4WWF2","GTEX.ZPIC.1226.SM.DO91X","GTEX.ZTPG.2026.SM.5O999","GTEX.ZV6S.1526.SM.5NQ7O","GTEX.ZVT2.0426.SM.5E44S","GTEX.ZXES.0726.SM.5E451","GTEX.ZYVF.0526.SM.5E43E"
"789",6.52121,12.8853,6.07784,6.61595,10.4548,13.5636,4.62462,29.9075,13.126,6.53638,11.3848,17.2598,11.15,10.8561,9.72649,7.75536,10.0426,3.35685,9.22404,7.55643,6.57088,11.5527,5.91617,10.0286,6.41045,8.90163,6.64645,8.68089,7.37531,9.78331,6.55708,8.72015,6.89018,5.56325,8.45274,8.44425,5.75674,7.52763,3.34524,9.7909,6.9093,8.08259,6.27581,6.0607,5.48607,2.62914,7.23214,8.15422,10.2755,5.68245,3.78647,9.85884,9.55715,4.16192,13.5033,3.05779,4.1504,5.14669,11.3414,14.3222,7.74728,6.10058,9.6856,8.96648,10.3275,6.06227,10.5729,6.87957,11.5527,5.25601,9.3955,10.9302,3.27123,8.14195,9.55024,11.246,6.97949,5.69587,6.77459,6.06102,6.68785,8.34266,7.41332,5.21942,3.17211,6.74815,5.69522,5.60569,4.35965,5.03727,6.50099,11.8014,4.85245,10.283,5.01166,8.39315,4.67274,8.29833,6.77166,3.70779,4.45621,12.7661,7.32543,8.36284,2.85558,11.9544,8.27793,9.08289,3.7337,6.3503,4.87501,8.1445,9.50721,7.5656,3.76156,4.5493,10.4079,14.9046,17.2114,7.26361,4.42295,6.67193,11.7027,3.03106,10.6984,5.35141,7.89179,7.06032,8.83889,7.16211,7.11268,2.20552,8.85381,4.90924,7.6081,3.02338,4.4476,10.1589,6.68805,6.62368,6.86581,3.6726,6.00048,14.0675,8.6673,5.52891,5.65246,9.76222,4.9783,9.96828,6.04877,10.3003
"790",150.192,267.796,117.529,139.94,183.103,178.258,90.4219,124.096,183.178,124.051,197.835,272.524,246.704,174.773,169.581,71.6968,208.092,199.661,257.41,147.964,126.713,161.583,160.409,79.5453,303.592,162.735,181.988,122.079,184.353,140.503,137.733,156.429,108.305,80.9448,343.627,212.931,107.789,179.778,289.133,89.0293,233.008,115.942,115.538,169.228,88.4917,35.5237,73.3124,110.617,152.385,311.46,195.849,159.632,130.904,293.129,180.365,164.484,113.38,44.6303,82.4962,147.903,90.3082,214.554,170.386,279.662,115.497,105.34,87.111,114.908,205.412,82.7494,194.43,119.586,33.3259,117.921,224.131,127.274,89.3755,64.3479,105.578,173.809,167.076,154.549,304.497,224.234,51.843,107.297,98.1135,99.7075,187.911,68.7491,128.376,180.648,167.694,306.488,300.025,113.628,189.883,89.5201,58.5629,95.6351,206.578,225.268,159.805,113.687,179.344,115.606,87.6783,153.316,48.6,145.409,48.6169,263.7,150.415,207.011,84.5258,93.3784,106.427,175.277,140.184,84.2643,148.605,245.141,152.803,152.813,115.696,132.809,350.85,142.357,166.729,222.411,100.159,173.993,182.051,118.506,55.8497,50.6665,85.7816,117.733,144.794,92.3509,111.262,134.655,143.085,111.098,143.605,128.541,69.925,156.604,224.969,144.494,207.771,186.75
"791",0.059373,0,0.103474,0.101431,0.110338,0.076327,0.062474,0.180421,0.146836,0.516552,0.117797,0.107401,0.032773,0,0.028688,0.038514,0.017349,0.1159,0.175433,0,0.082478,0.14561,0.372596,0.292897,0.063714,0.058379,0.113309,0.021746,0.051732,0.037087,0.053409,0.055635,0.039726,0.050729,0.098467,0.027922,0,0.047923,0.098253,0.1125,0,0.06764,0.088354,0.067019,0.016389,0.755237,0.045577,0.186245,0.865102,0,0.632185,0,0.053769,0.167159,0,0.96175,0.230211,0.739507,0.33822,0.765988,0.427282,0.146509,0.911813,0.118981,0.118719,0.300972,0.263461,0.153356,0,0.055235,0.090933,0.239704,0.10304,0.043126,0.3724,0.085786,0.085707,0.016935,0.181895,0.016616,0.146001,0.053442,0.170395,0.221989,0.098629,1.07265,3.35943,0.3277,0.018121,0.513655,0.033375,0.117856,0.93889,0.07444,0.388293,0.040494,0.095766,0.138202,0.204965,0.188368,0.109797,0.095316,0,0.292862,0.722699,0.109007,0.289272,0.243427,0.080036,0,0.125161,0.090781,0.074047,0.181435,0.04363,0.319879,0.113107,0.049657,1.73317,0.161444,0.549158,0.175074,0.599742,0.129246,0.82662,0.062725,0.087795,0.039238,0.173664,0,0.347393,0.050865,0.163225,0,1.19552,0.519152,0,0.074355,0.014579,0.115637,0.16616,0.035251,0.024923,0,0,0.221244,0.174643,0.959025,0.928635,0.1453,0.09707,0.081482
"792",0.276307,0,0.103188,0.023602,0.256745,0.333011,0.327082,0,0.085418,0.020723,0.114209,0.062478,0,0.115083,0.550727,0.560111,0.302763,0.11237,0.074221,0.130549,0.11515,0.148234,0.024083,0.042596,0.049419,0,0.131829,0.075902,0,0.151022,0.372833,0.485461,0.138658,0.265591,0.389506,0.146184,0.142115,0.083634,0.457246,0.021815,0.193679,0.039348,0.051398,0.012995,0.400427,0.336826,0.106053,0.081257,0.089467,0.118743,0.096778,0.150464,0.093836,0.166698,0,0.372981,0.038262,0.477987,0,0.079216,0.033141,0.340911,0,0.18457,0.248621,0.242421,0.240839,0.019825,0.090606,0.578368,0.084637,0.092961,0.079921,0.025087,0,0.049904,0.083096,0.13792,0.158719,0.328642,0.042466,0.10881,0.013216,0.09224,0.057375,0.265195,1.97305,0.571892,0.063247,0.348605,0.03883,0.045706,0,0.173214,0.31623,0,0.713079,0,0.010839,0.091315,0.766454,0.092413,0.085909,0.051109,0.488219,0.126823,0.205671,0,0.302631,0.15383,0.104013,0.105619,0.114866,0.390516,0.329947,0.175135,0.157912,0.057773,0.539613,0.187831,0.033627,0.152767,0.026837,0.322223,0.496375,0.364887,0.238337,0.182603,0.168373,0.388667,0.023775,0.197261,0.284856,0.241043,0.043466,0.166622,0.249348,0,0.169619,0.134538,0.333912,0.041013,0.492941,0.100214,0.199818,0.075707,0.050797,0.103312,0,0,0.150582,0.2607
"793",44.5592,44.59,42.2099,40.488,39.4991,51.1984,27.0274,47.4266,39.527,29.9432,42.5574,40.2338,53.1741,54.9279,36.0139,27.9077,35.0437,32.2337,33.2758,29.6351,27.5745,33.1784,40.6193,50.4848,37.0271,32.9506,28.9018,41.6239,33.4679,39.2253,36.9673,35.2561,30.0249,33.5201,37.8796,35.0513,32.2828,41.9586,32.7908,34.4653,61.3592,31.3916,33.8437,32.914,34.2051,26.4776,49.8805,46.3275,36.3782,40.1872,78.7709,45.1752,42.0938,37.4455,41.8643,32.5451,39.6691,31.8004,36.0205,40.5735,41.7678,31.2237,44.8149,43.405,33.977,31.4473,27.6378,37.9084,45.3875,24.4402,37.721,35.6834,34.9827,45.0281,60.3856,37.7183,38.3181,38.1938,35.1716,46.0686,50.76,39.4087,47.336,60.9425,49.0599,46.0659,30.0589,34.9751,33.4043,29.6944,54.6326,44.7977,39.6292,47.0855,31.3918,44.7699,35.6686,42.1407,25.4085,39.2172,22.4822,38.2773,45.7394,53.1175,33.6073,37.6754,40.7929,45.2722,28.3381,45.0881,34.9602,37.3374,48.0712,34.1406,35.0163,29.0074,48.3165,55.5583,47.5138,53.9721,40.3054,51.7255,54.5482,24.1073,37.4984,37.5963,45.6141,43.5426,46.6637,22.9137,42.2999,31.3454,49.3653,32.8058,44.9104,43.229,37.9049,37.8265,34.2702,36.8951,41.898,47.2602,19.8119,30.3331,38.5471,36.098,40.162,33.4184,48.5773,36.0678,29.0911,32.3861
"794",7.7834,10.1011,7.75133,3.41289,8.66276,10.1451,7.76907,4.97679,9.67812,6.08415,11.5819,9.82968,4.73789,9.79749,9.68428,4.10929,12.9383,15.4471,5.54049,5.18349,14.5366,5.18311,9.82933,2.5998,5.7076,6.60089,10.9756,7.03204,12.9043,8.11674,13.7699,11.5884,4.41222,8.77462,7.77373,11.2251,5.58976,3.92655,13.2524,5.54418,8.79861,3.07888,4.27916,8.57426,11.3872,12.1834,12.1821,6.30736,4.22836,8.22103,6.3005,6.4676,4.50341,8.22629,9.66448,10.3199,5.6646,11.026,3.3254,2.96291,3.52681,8.49354,5.35325,19.4249,6.3118,7.54547,10.0188,6.51519,7.71366,14.9949,6.76839,5.03944,5.85346,9.04566,6.79178,5.68548,3.64118,8.61509,2.89788,9.43917,6.03437,4.17438,4.34345,3.93794,5.95307,4.40411,8.06933,2.59879,10.7425,6.17257,5.3962,4.17729,8.86142,8.48462,14.0124,2.8312,9.54132,4.73068,6.83279,6.61935,6.93029,5.0213,10.7825,4.66043,8.48939,3.03268,3.19527,8.18251,10.4776,9.41558,5.88602,11.2067,7.67581,8.66834,7.086,7.05757,3.83871,6.45551,5.54688,8.66172,4.54682,6.72597,5.7791,11.9411,4.91332,9.07566,5.40656,3.51494,4.25814,22.2967,4.98572,6.82861,6.16676,7.79596,5.12896,30.0914,5.17693,4.91707,4.62942,13.6434,9.30709,10.8856,11.1631,10.3352,6.29588,4.67283,5.02412,3.2336,2.91256,6.87843,3.93544,7.47727
"795",0,0,0.036287,0.547779,0.054171,0.070263,0,0.055362,0,0.153038,0.144584,0.043941,0,0.030352,0.070424,0.425446,0.085174,0.047418,0.11745,0,0.080986,0,0,0,0.026068,0.017914,0.046358,0.080074,0.190488,0,0.021851,0.068286,0,0.062264,0,0.017135,0,0.02941,0,0.023014,0.058379,0.04151,0.036148,0.027419,0.221276,2.28653,0.111882,0.114298,0,0.175377,0.040839,0.052911,0,0.08793,0.283259,0.052464,0.040366,0.100852,0,0.125356,0,0.07193,0,0.243394,0.174858,0.142081,0.046196,0,0.023897,0,0,0.019614,0,0.052932,0.057135,0.052646,0.035065,0.031179,0,0.040789,0,0,0.027886,0.019462,0.196718,0.065829,0.15859,0.357527,0.044482,0.945685,0,0.048219,0,0.045684,0,0.149105,0,0,0.02287,0.154134,0,0,0.090631,0.143783,3.94874,0.053518,0.03945,0,0.049118,0.090159,0.043892,0.111424,0,0.044538,0.133878,0.04619,0.055531,0.030474,0.239694,0.066052,0.354754,0.107442,0.084937,0.181298,0.981859,0,0.071839,0.04816,0.142102,0,0,0.083241,0,0,0.068783,0.17578,0,0.091263,0.017894,0,0.092701,0.043267,0,0,0,0.079869,0,0.043596,0.036768,0.200632,0.019857,0.050005
"796",0.122187,3.42937,2.20551,0.459231,1.95283,0.824668,0.56249,0.278475,1.76274,1.24633,1.79798,0.626246,0.48898,1.57763,2.71584,0.832236,2.07077,0.278272,0.738483,0.362878,1.27302,0.318391,0.340796,0.414407,0.437075,0.240286,0.272051,0.268521,0.798477,0.839573,0.476297,1.66018,1.24677,3.70614,1.09426,2.31284,0.418968,0.665718,0.384182,0.848911,2.42261,0.696004,0.6061,1.03442,3.4909,6.24293,2.32146,0.550974,0.81105,2.89854,7.84035,0.133075,0.276638,0.737161,0,1.53942,0.930613,0.972315,0.232016,0.402853,0.234489,1.3568,0.306365,0.469313,0.342048,0.845707,0.348554,1.12214,3.14528,0.312599,0.187138,1.31547,1.02493,1.61972,0.542858,0.662042,0.67613,0.784159,0.584898,1.5046,3.04221,0.137478,0.140267,0.08158,0.888022,0.717436,0.299147,1.96699,0.037291,2.51058,1.57976,0.606361,2.68143,5.78314,0.958914,0.416675,0.96571,0.063204,0.623133,1.06605,0.640215,0.343277,0.740812,1.41635,7.43647,0.807597,1.02526,0.789983,0.288244,1.31517,0.735939,0.653887,0.507954,0.63476,1.18971,0.813197,0.325878,0.510965,0.47725,14.2589,1.39782,0.360297,0.094942,0.075996,0.274381,0.623919,0.712677,1.06993,0.178697,0.834817,0.967252,3.59395,1.49062,0.331622,0.230658,0.884193,0.257286,1.57611,1.21513,1.82946,2.89105,1.16074,2.35938,0.177264,1.39417,1.4329,0.584043,0.511686,1.31003,0.299023,0.699189,0.524024
"797",23.0633,20.8535,26.485,21.1272,18.5168,22.1146,37.0186,23.4653,25.8255,27.2897,20.6407,28.8558,30.3302,25.6565,18.1391,43.3234,26.1,43.3243,25.5521,16.5362,27.5196,34.9652,26.1352,25.1008,31.3435,22.5766,17.7849,25.7823,22.1637,32.8587,40.6676,35.6162,35.1966,47.2984,22.7066,22.657,26.8295,31.7439,15.5963,22.2852,20.7296,18.6293,25.977,23.6517,42.6475,45.9006,29.1324,15.0071,26.3791,18.3972,70.126,23.8949,38.615,18.2694,38.4786,52.9347,21.9464,30.904,33.6662,22.1302,24.9704,22.5621,17.7083,29.892,36.4477,18.3408,31.3396,36.5685,35.21,31.6389,24.4703,12.8252,31.2613,18.0506,19.1316,22.3568,24.9026,44.2764,28.8419,40.8594,26.105,26.4045,25.7694,31.8849,31.4606,40.4098,45.408,70.0006,27.5832,73.4607,30.5747,28.097,28.9023,50.9066,16.0223,33.4383,20.2498,32.5306,18.1549,34.4473,36.37,23.6173,26.1685,21.8707,64.3002,26.536,39.9148,19.7418,28.127,16.3298,19.9277,17.6768,39.8863,42.6632,51.4472,26.395,22.0854,23.3579,31.9293,31.6619,25.0512,24.6927,22.0651,25.6633,42.143,21.0322,21.3684,26.5328,21.4294,21.9302,18.3974,17.0051,22.0547,18.8614,40.9743,46.6012,27.4686,32.1054,19.5298,29.6513,23.2024,37.6176,29.2777,27.0607,26.5241,27.9429,19.6969,18.0227,17.6394,23.7923,18.7657,19.7471
"798",1.56202,0.505853,0.048612,0.266852,0.870861,0.439268,0.308177,0.296665,0.563364,0.468616,0.387389,0.588665,0.107777,1.3825,0.424551,0.506628,0.684632,0.889348,0.314689,0.527157,1.41042,0.538711,0.476513,0.060201,0.488906,0.191986,0.931571,0.572122,0.680507,0.426879,0.64402,0.548882,0.653217,0.667306,0.777161,1.6069,0.535602,0.157601,3.48962,0.431628,0.625663,0.16683,0,0.514262,1.07795,0.993468,0.674482,0.459363,0.316108,0.738404,0.218843,1.48856,0.176825,1.57063,0.910735,1.47598,0.270382,0.135108,0,0.67174,0.187354,0.192724,0.244783,1.17384,0.390419,0.22841,0.866418,0.896578,0.256107,1.27152,1.49522,0.788289,0.169429,0.070912,0.561309,0.282115,0.093952,0.612613,0.074772,0.546436,0.840241,0.483312,0.224144,1.35577,0.20272,0.220471,0.212458,0.299354,0.774684,0.633452,0.93294,0.258388,0.252052,0.856814,0.702316,0.066584,1.63767,0.656487,0.337024,0.516222,0.762273,0.261214,0.910618,0.144466,1.30333,0.143392,0,0.307897,0.52641,0.338191,0.529207,2.46298,0,0.716001,0.502185,0.866315,0.669532,0.734861,0.160555,0.088487,0.665354,0.143937,0.151716,0.607198,0.350764,0.275038,0.417042,0.38711,0.095185,0.784719,0.403213,1.33819,0.603881,0.151407,0.122862,0.412103,0.176202,0.244523,0.62328,0.85564,1.29157,0.289819,0.655694,0.212448,0.313782,0.470789,0.095722,0.292023,0.098513,0.119458,0.319226,0.200971
"799",82.8172,76.9719,47.3954,57.2002,58.957,46.724,29.5067,55.7714,70.8014,47.4385,68.3539,48.8585,60.333,50.5763,50.742,34.1833,41.2133,53.3261,60.4577,48.9468,62.6434,57.0951,56.0706,54.9915,68.9092,40.2734,47.4548,46.446,42.1278,38.2665,34.3444,48.0139,40.9574,28.5287,61.0839,53.9812,52.1483,67.1243,55.5492,41.1908,50.6502,43.801,33.4781,42.0396,40.4381,29.7717,50.1357,67.0927,49.1289,67.4592,41.1743,50.955,42.9497,67.7336,42.4855,41.5622,40.7561,40.513,41.2263,37.5712,56.5204,82.4813,65.1435,68.5184,33.2901,41.2954,29.0728,41.8795,68.2815,21.5315,55.3005,57.2691,24.9893,51.5946,45.052,46.2503,46.1421,36.0648,40.4512,31.7694,64.7482,52.657,57.4754,61.3169,41.9692,37.8763,44.3745,40.605,46.9729,36.2921,43.7977,47.4311,35.4655,41.5071,60.6765,38.3721,61.044,40.3942,35.0202,28.0837,36.3021,56.5195,54.4599,48.4049,25.4679,36.4208,37.2284,47.0833,30.4087,42.948,50.2879,49.1698,54.8633,53.8444,36.2521,29.8201,59.7863,69.5428,66.9314,37.3821,37.4446,61.331,58.2676,30.6609,48.6104,39.4673,54.7157,47.3342,73.3322,65.3307,39.4214,42.6728,60.0132,32.5601,33.8076,42.5131,27.1498,46.2211,44.5052,42.1704,52.7477,90.712,48.3978,44.9867,43.6661,49.792,46.2161,50.2254,56.8266,43.2264,47.8384,41.9631
"800",4.91498,1.26105,4.4691,1.11955,2.75345,1.48806,2.30478,1.81283,1.99653,2.30796,2.77942,0.343609,1.2582,1.09773,1.27349,3.83516,6.03602,0.579375,6.54383,3.23091,0.969726,6.2235,5.53806,0.922426,0.738927,3.92225,6.36659,4.59185,1.58267,5.40617,6.92034,1.2682,1.83495,0.882489,2.48082,2.02667,1.46548,1.35115,1.29665,1.52967,0.713291,0.91294,0.053001,0.348422,1.23876,2.95989,1.12095,2.23445,1.40693,2.74281,2.6546,1.06025,0.387053,2.54982,0.387628,5.76925,0.473473,1.94695,14.7432,0.633079,4.10102,1.61711,2.67903,5.59089,6.8937,13.4852,0.63217,0.449746,0.583953,0.695812,2.18193,0.115033,3.87347,0.388048,1.00526,0.257301,0.754055,0.365715,2.15499,1.63467,0.087581,0.881604,1.22658,0.247306,1.02059,1.56038,1.29827,1.65999,0.152179,2.05417,0.560582,2.30948,3.01146,0.40189,0.139755,0.364365,3.65364,4.27413,1.86664,0.188327,0.980637,0.952956,0.885893,0.755421,2.88085,3.9757,2.96921,3.1676,3.43278,0.793146,5.16983,3.70307,1.89519,0.217675,1.17775,4.37951,6.21499,14.9237,3.89513,3.35731,2.67006,2.62554,5.42418,5.16134,5.66245,0.551863,0.397916,0.776735,1.80571,0.515303,0.661947,0.162732,1.07705,1.21519,2.30835,2.83503,2.84982,1.99823,1.88903,2.04634,5.32804,2.57984,2.24258,0.129175,2.60999,7.02623,0.069842,1.93894,0.970363,3.29033,4.54191,3.98361
"801",0.706602,0.203404,0.381165,0.241428,1.00675,0.264945,0.867428,0.223668,0.291252,0.176654,1.12933,0.603592,0.45504,0.490504,0.256069,0.45836,0.412937,0.229891,1.1072,0.57232,0.261754,1.08308,0.164234,1.3798,0.758275,0.636884,1.5358,0.215673,0.66698,0.147128,0.847509,0.606942,0.551584,0.352176,0.546871,0.941515,0.36343,0.047529,0.623637,0.185955,0.660397,0.067083,0.321296,0.221556,0.065017,1.32326,0.452017,0.646486,0.228793,0.607322,0.692975,0.59855,0.159978,1.13679,0.22888,0.890239,0.065233,0.325962,0.111811,0.270108,0.339009,0.406846,0.258372,0.196668,0.706445,0.160727,0.223964,4.08959,0.077236,3.36898,0.036074,0.031697,0.476893,0.256623,1.108,0.297777,0.056667,1.78031,0.135297,2.43892,0.072399,0.503518,0.585836,0.345966,0.220088,0.186168,0.352398,0.036111,0.467252,0.764135,0.496504,1.24678,0.076013,0.147654,0.61615,0,1.06374,0.548254,0.535912,0.498177,0.82274,0.315104,0.366161,0.261405,0.878591,0.216217,1.17943,0.817118,1.46846,0.233121,0.390124,0.585216,0.195832,0.197934,0.346165,0.186614,0.762789,0.443233,0.726293,0.960685,0.802619,0.607711,0.366032,1.46493,1.48095,0.248834,0.23219,0.077829,0.114822,0.189322,0.040533,0.235414,0.687993,0.228304,0.407575,0.816699,0.495957,0.235976,0.491604,0.258041,0.838935,0.594336,0.296612,0.085426,0.378516,1.11001,0.144337,0.598856,0.35651,0.288206,0.320903,0.242432
"802",2.04678,1.93863,2.26848,1.08284,0.78529,0.254639,0.729475,0.802546,1.14302,6.4574,2.92559,1.3536,0.656009,0.494995,0,0.642441,0.038585,0.687395,0.39018,0.071304,0.110063,0.485778,0.230191,1.14,1.18089,0,0.546023,0.822224,0.460231,1.07232,0,1.1755,0.088355,0.846192,1.2264,0,0.633903,0.213172,0,0,0,0.300875,0.065503,0,0.145805,0.027995,0.25342,0,0.042757,0.136196,0.629018,0.191756,0.059794,0,0.102656,0.380271,0.219433,0,0.626862,0.227151,0.316772,0.521361,2.56599,0.573354,0.369659,0,0.041855,0,0.649525,0,0.647183,0.604207,0.267367,0,0,0.095398,1.04841,0,0,0.51738,0.08118,0.267436,0,1.93963,0.05484,0.089463,0.071843,0.607364,0.080604,0,0.779412,0,0.255696,0.620858,0.77724,0.540372,0.042599,1.16119,0,0.453861,0.569796,0.600646,0.533742,1.36784,0.3111,0.436394,0.071485,0,0.089003,0.032674,0.039767,0.555241,0,0.706176,0.485187,0.125549,0.150936,0,0.542921,0.239378,0.128566,0.194691,0.051303,0,0,0.651033,0.976318,1.26539,2.05997,1.2737,0.54539,0.565641,0.952951,0.563186,0.498554,0.437968,0.754719,0.992234,0.745779,0.128594,0.067192,1.76405,4.04647,0,1.4006,1.18675,0.194212,0.157997,0.033312,1.89857,1.33135,0.951425
