"","GTEX.N7MS.2126.SM.GRR2X","GTEX.N7MT.1826.SM.GQ1C9","GTEX.NPJ8.1126.SM.GNTAI","GTEX.O5YT.1926.SM.H6Q82","GTEX.OHPK.1926.SM.H7OF2","GTEX.OHPL.1926.SM.HAV18","GTEX.OHPM.1926.SM.H7OG1","GTEX.OIZF.1926.SM.7PBZS","GTEX.OIZH.1926.SM.GPRXO","GTEX.OIZI.1926.SM.H7OGY","GTEX.OOBJ.1926.SM.GRR1P","GTEX.OOBK.1926.SM.HAUZL","GTEX.OXRK.1926.SM.GRR1N","GTEX.P44H.2226.SM.E9U4P","GTEX.P4PP.1926.SM.HAUZM","GTEX.P4PQ.1926.SM.GRR14","GTEX.P4QS.1926.SM.GQ1BY","GTEX.P4QT.1926.SM.HAUYQ","GTEX.P78B.2126.SM.GQ1C3","GTEX.PLZ5.1326.SM.GQ1C2","GTEX.PLZ6.1026.SM.GQ1C8","GTEX.POMQ.0926.SM.H6Q6H","GTEX.PW2O.1026.SM.GPRWA","GTEX.PWCY.1126.SM.H7OGX","GTEX.PWN1.1926.SM.HAUZN","GTEX.PX3G.1926.SM.GQ1ED","GTEX.Q2AH.1326.SM.GPRWF","GTEX.Q2AI.1026.SM.GRR3I","GTEX.Q734.1226.SM.GRR21","GTEX.QCQG.0826.SM.GPI8H","GTEX.QDT8.2826.SM.GOQYY","GTEX.QDVJ.1526.SM.GPI84","GTEX.QDVN.1426.SM.GPRWL","GTEX.QEG4.2126.SM.GQ1CE","GTEX.QEG5.2326.SM.GRR2Z","GTEX.QEL4.1826.SM.EZ6KU","GTEX.QLQ7.1226.SM.GOQYE","GTEX.QLQW.0826.SM.H7OG2","GTEX.QMRM.1326.SM.HAUYS","GTEX.QV31.0926.SM.GQ1C6","GTEX.QV44.1426.SM.GPI8D","GTEX.QXCU.2226.SM.GPI87","GTEX.R45C.2426.SM.HL11G","GTEX.R53T.1426.SM.H7OG3","GTEX.R55C.1226.SM.GOQY7","GTEX.R55G.1326.SM.HAUYU","GTEX.REY6.2026.SM.GPRYL","GTEX.RM2N.1026.SM.GOQY8","GTEX.RN64.2426.SM.EZ6L2","GTEX.RNOR.2126.SM.EXURR","GTEX.RUSQ.1326.SM.GQ1EA","GTEX.RWS6.1426.SM.GPRWQ","GTEX.RWSA.2126.SM.H7OG7","GTEX.S32W.1126.SM.4AD5V","GTEX.S33H.1926.SM.EYYVH","GTEX.S3XE.1226.SM.4AD4L","GTEX.S4P3.0826.SM.H7OF3","GTEX.S4Q7.0926.SM.4AD5D","GTEX.S4UY.0926.SM.4AD6O","GTEX.S7SF.1126.SM.GQ1CH","GTEX.S95S.0626.SM.EZ6L8","GTEX.SE5C.1026.SM.4BRUG","GTEX.SNMC.0826.SM.4DM66","GTEX.SNOS.0526.SM.4DM54","GTEX.SUCS.1226.SM.GPI9A","GTEX.T2IS.2526.SM.GRR23","GTEX.T5JC.1126.SM.GPIA1","GTEX.T5JW.1026.SM.EZ6LR","GTEX.T6MN.2226.SM.EVYAM","GTEX.T6MO.0926.SM.GPRWN","GTEX.T8EM.1726.SM.GPRWO","GTEX.TKQ2.0526.SM.GRR15","GTEX.TMMY.1526.SM.4DXST","GTEX.U3ZH.0826.SM.H6Q7I","GTEX.U3ZM.0826.SM.4DXU6","GTEX.U3ZN.1226.SM.4DXUD","GTEX.U4B1.1226.SM.4DXT7"
"370",17.1598,26.2395,20.6448,23.8804,15.6699,28.089,19.8547,25.2394,13.5871,16.563,14.9753,24.3276,15.1315,20.8803,20.9949,13.9647,10.2859,15.7829,12.7253,13.4925,8.76365,27.4278,16.0032,23.8137,36.3532,21.4091,15.9927,21.2597,19.1254,9.32349,14.8273,11.1301,13.4731,12.3771,13.5737,17.5191,17.4865,18.9074,15.3649,9.91486,15.2581,14.4651,30.1072,27.2766,14.7759,15.1807,14.2649,15.9548,16.7322,19.3733,20.4749,11.6669,24.6598,21.6924,22.7749,18.9429,20.1712,21.0732,22.4033,12.9594,18.4833,15.2305,25.3087,27.5724,14.6756,16.1199,11.0721,19.651,19.4966,16.5298,15.6037,16.8148,26.5271,30.4202,20.053,21.8769,22.3371
"371",41.9496,44.1869,60.2638,40.9026,41.3006,38.7098,38.1515,42.4838,41.6773,38.6144,58.1916,41.3188,33.943,48.4881,44.7935,32.2379,44.3683,52.6826,60.7304,60.3192,42.5788,37.9303,46.8987,31.788,29.977,41.5553,56.1415,36.435,66.8278,36.1475,49.6532,68.3239,47.381,45.5015,67.3278,59.0497,46.8437,40.446,50.9675,48.2256,40.3883,46.8876,31.7739,36.3694,44.996,37.1814,54.5812,50.0827,40.5383,36.7792,43.9267,58.3764,44.3475,43.2593,32.5441,37.3291,45.1411,39.4489,37.2656,41.8742,42.0706,48.8584,37.5381,40.9618,52.4954,39.6184,49.1676,40.9658,33.4623,39.6309,40.1113,48.3547,55.3551,44.2169,42.6555,35.4679,43.7941
"372",0,0.063793,0.057347,0.015087,0,0,0.00739,0.008136,0,0.037589,0,0,0,0,0.009986,0.008293,0.059271,0.022904,0.039453,0,0.043574,0.075279,0.009191,0,0,0.040596,0,0,0,0,0,0.042672,0,0.039645,0,0.032038,0,0.040827,0.014121,0,0.020319,0.026254,0,0.014955,0,0.00839,0,0,0.009293,0,0.119287,0,0.144006,0.225562,0.023317,0.107814,0.034949,0.063043,0.105828,0.0706,0.019753,0.025653,0.038332,0.074565,0,0.020488,0.009409,0.095828,0,0.032394,0.082699,0,0.276649,0.07322,0.027357,0.050788,0.137492
"373",0,0,0,0,0,0,0.060613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028952,0,0,0,0,0.030664,0.074247,0,0,0,0,0,0,0,0,0,0,0.044212,0,0,0.379728,0,0,0,0,0,0,0,0,0,0,0,0,0.035062,0.126052,0.037532,0,0,0
"374",17.8292,18.8357,7.74512,23.0999,43.3985,22.671,25.3626,35.4191,19.2866,27.7893,43.8365,18.3428,18.3176,11.9354,20.0775,29.4816,23.1619,21.8464,18.6996,16.9183,28.3619,21.3964,18.697,15.3907,29.4331,23.1555,20.3776,24.7186,30.5033,14.3746,19.3997,22.8893,12.2231,11.5887,20.3181,25.6763,16.4304,36.9265,22.2838,24.3286,28.6601,17.6375,13.6342,35.393,20.783,22.597,26.8091,22.7933,24.6385,13.6492,13.4847,26.1694,16.0181,23.9253,17.0475,20.8404,38.7999,30.2263,21.6349,15.0843,30.0778,37.3239,26.8829,26.5035,32.3008,31.5492,24.6729,17.0224,16.5652,13.4225,17.8077,37.4784,41.3435,23.8636,45.2424,22.7558,43.4808
"375",7.40181,5.98861,2.5532,6.2494,11.4492,7.08031,8.5432,9.41975,8.72991,7.78193,12.2128,7.05675,8.37862,2.78476,6.4701,10.0723,2.04509,8.06215,6.40178,3.0391,9.90667,17.8346,9.08887,7.01059,11.3152,8.59204,6.43079,14.9593,7.6908,9.66129,4.025,16.1483,3.39607,3.66009,7.30074,5.93653,4.56801,11.3853,8.18784,6.05705,8.61762,7.16379,2.5449,7.6119,6.84825,7.58292,8.87428,6.58824,7.4185,3.86596,7.58659,14.0347,9.29897,4.8071,5.34461,12.632,4.34442,13.7335,6.6319,8.27443,5.23135,11.4685,9.30823,14.8666,10.618,7.42463,4.00464,7.64404,4.74391,7.6609,3.24675,25.0426,8.8518,7.43239,4.76051,9.0304,19.5403
"376",3.31443,2.90964,0.676551,3.92015,0.41159,5.26432,5.54656,0.399182,3.5793,1.06506,0.567717,5.41868,0.503411,0.876972,5.71395,0.57884,0.375472,3.92535,1.32236,1.01699,0.41154,6.6655,2.16596,3.87032,7.13326,3.37215,0.801823,5.53635,0.899654,2.31238,0.763949,0.464463,1.02372,2.41783,0.360465,0.481558,3.01547,5.07859,3.91307,0.719199,3.76319,0.961611,0.451873,8.49545,0.79453,2.88161,0.898704,2.3915,1.22026,1.49263,4.89121,0.730233,2.15624,0.696261,1.24074,4.43318,0.464929,2.88635,6.71011,4.1959,0.757606,0.647077,10.6092,9.82929,0.46983,0.318573,0.900581,3.61686,0.731231,6.33537,0.714385,0.443154,0.966542,3.28904,0.595536,7.32386,1.33974
"377",87.6363,80.9666,105.204,109.084,95.3691,125.149,85.4066,136.201,115.034,100.092,135.51,124.45,85.1213,72.0845,94.3115,113.014,116.087,121.426,119.803,115.976,103.604,115.618,82.6034,97.494,139.852,99.3146,156.983,111.811,124.963,86.1052,92.0123,140.784,111.032,83.8614,123.397,105.925,113.122,104.685,108.711,106.956,108.177,87.9191,64.5277,118.486,92.2397,91.7836,100.363,108.205,77.9663,71.9839,105.661,106.732,73.5743,123.034,78.3,95.128,98.7065,109.937,106.189,90.5244,103.699,112.452,98.1795,103.581,116.402,78.2833,81.6616,131.761,89.5636,108.845,95.163,103.051,102.265,83.5418,83.3505,103.212,118.997
"378",73.1838,98.1832,86.2366,92.3259,109.496,86.8515,81.752,98.8578,89.4639,98.5707,112.226,103.065,70.0772,101.675,109.754,96.0837,114.809,96.8946,109.744,117.71,118.738,101.601,93.451,86.0848,107.686,101.673,104.697,98.2135,136.732,81.9429,117.257,118.632,91.8591,79.9898,109.183,105.206,108.24,105.864,110.83,120.189,96.2407,82.2669,52.3974,98.9617,92.3476,84.9909,117.519,100.591,75.6498,69.1654,74.9417,106.867,73.2636,101.281,52.2512,95.6775,94.3053,98.1849,103.59,90.7252,99.1048,93.5757,94.946,92.9492,111.091,72.7885,76.1654,88.9857,58.1366,99.0101,80.4881,118.615,97.006,87.4871,89.3085,101.721,102.118
"379",0.075994,2.02363,0,0.326302,4.06405,0.88324,6.01017,0,0.208736,5.85364,0,1.64688,0,7.82524,1.81422,0,0,3.17038,0,0.071126,0,0.610569,0,6.18621,1.93262,0,0,0.068217,0,0.843977,0.380858,2.67653,0,0,0,0.138588,0,6.4991,0.885679,0.066203,1.75787,2.1578,6.51081,5.85461,0,1.88719,0.094544,0.037897,0,0,0,0,8.16731,26.0841,1.10947,22.6657,5.25346,33.9522,31.7586,0.061079,0.085445,29.573,14.9231,12.7406,1.98189,0.088626,0.529116,0,0,0,0.178866,1.03559,22.0725,0.356322,11.9523,18.2348,13.7388
"380",136.884,63.0265,98.0824,46.4368,215.999,2.47515,43.911,108.356,61.5874,125.932,246.883,3.11138,193.109,146.347,12.2946,17.5386,218.349,96.1174,142.645,158.139,203.713,7.21133,133.242,22.0952,3.03753,73.6372,82.1561,14.7637,221.832,162.964,191.714,196.021,134.255,97.5009,267.257,144.572,25.6835,67.6584,90.3657,192.828,116.332,178.474,12.3044,8.76521,108.82,100.948,174.802,95.3197,174.754,65.8308,7.76109,256.078,15.82,136.925,18.2044,19.4263,137.858,123.642,11.5084,31.6042,111.933,238.451,9.17128,6.22404,201.003,257.706,218.225,17.3876,77.9042,2.47086,37.9293,273.693,199.558,47.0768,196.927,20.4538,153.313
"381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086237,0,0.024732,0,0.090386,0.030345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035256,0,0,0,0.03154
"382",9.55389,0,0.178208,0,11.3134,0,0,4.95524,0,3.13443,9.9787,0,4.02954,0,4.3444,0,10.7443,3.98576,10.7278,3.69598,0,9.82525,0,4.28164,3.57467,0,5.48673,0,4.78103,3.39531,0,0,6.74264,0,0.116373,0,11.9189,4.38132,0,0,0,0,7.51436,5.96416,0,0,4.43741,6.86073,0,0,0,0.182425,3.01653,0,3.55043,0,0,0.228563,0,0,0,0,0,5.677,0,4.60533,4.91222,0,0,0,0,0,0,5.30918,0,0,0
"383",91.6751,96.3296,84.92,32.6166,133.836,84.7424,20.587,65.518,100.296,48.7172,18.4219,35.5025,429.028,69.8152,38.15,116.87,56.6851,142.224,42.7479,96.2238,110.337,24.2126,134.829,67.9535,85.8305,143.65,134.014,53.5855,92.3739,178.548,602.52,44.2925,235.627,236.043,36.8906,44.2379,48.64,48.8382,43.6215,60.0763,77.9349,125.245,43.575,39.2567,75.8133,53.9804,89.3895,116.105,223.538,308.901,57.6199,71.8332,864.476,62.4334,131.348,39.5255,46.157,62.4861,209.55,50.6576,34.9082,51.5016,86.1687,59.5207,220.434,221.032,111.411,192.62,340.25,19.3423,183.786,76.9464,153.638,257.178,37.6537,70.2459,31.3428
"384",22.2716,30.9722,14.4382,36.6305,12.1922,29.5573,30.3272,8.11583,22.2577,19.9362,11.1163,28.1612,20.4948,9.63005,29.4801,32.3059,13.8492,36.2349,15.5209,20.6925,10.7598,41.7733,17.4417,31.8626,37.7709,23.3338,23.1789,25.6766,14.1148,20.555,14.2456,22.1926,32.5005,19.1891,14.341,12.1858,25.2077,25.9279,21.7207,15.8872,23.4501,20.9542,13.2051,28.5234,15.3642,23.5129,12.7998,28.7994,12.5568,19.812,48.0467,11.3829,22.7069,19.3577,19.1299,28.4313,15.2725,25.3639,27.4371,30.8372,14.0428,19.5409,31.3567,38.1006,31.476,12.6597,10.1162,29.5557,13.0273,29.1681,29.354,10.9361,14.6673,27.9628,16.0496,38.0539,17.7655
"385",66.536,105.097,23.6384,37.4055,26.6414,51.752,22.9026,34.875,38.3793,60.1954,73.5344,44.0614,23.5703,47.2228,26.7743,22.2743,29.1837,31.4444,38.9438,33.4008,12.6254,44.3779,50.1025,33.006,34.0811,53.9022,31.4012,38.4931,40.9125,35.8313,90.9032,15.9573,30.0765,94.0396,16.0668,33.2131,102.12,74.6738,51.7821,30.7315,23.8022,74.4988,37.4262,56.7449,41.7643,27.8205,77.2433,41.2764,45.1079,75.9539,28.0217,50.5484,140.429,43.6525,78.4869,23.0706,44.8754,31.4089,44.6986,27.3646,60.7285,11.8827,45.4398,15.7905,28.7635,37.244,109.124,36.6735,168.947,21.9407,47.015,42.338,40.2406,53.7363,31.2813,23.9799,22.1703
"386",35.1116,46.532,71.1163,33.7018,27.8805,13.4211,11.418,67.0412,21.1073,31.2241,28.901,30.5277,20.2098,69.6987,17.209,76.8066,21.9156,31.2448,41.3673,27.4935,14.414,22.5931,31.2928,17.9246,12.3352,23.2479,96.5294,25.3182,18.8493,32.2635,88.4176,87.2649,68.5947,41.2126,117.972,51.805,44.4964,19.5549,26.8316,26.0688,19.9349,29.4053,23.9047,12.1045,29.1511,20.8321,41.9568,31.0854,44.7125,24.2369,36.6367,17.0359,80.6901,58.0113,49.4215,12.6225,30.3653,51.4629,16.8979,27.1925,30.9323,24.8923,23.0085,12.5176,106.82,31.0548,68.4153,25.0366,62.0194,9.90483,194.331,26.1035,15.8195,52.3671,31.384,22.1288,40.0878
"387",5.81586,5.48157,1.67003,5.68009,1.3828,4.1847,2.86522,1.1921,2.75246,3.39147,0.814497,2.70569,2.211,2.27579,4.69448,4.29249,0.70029,1.62623,1.84673,1.51978,0.534533,5.61744,3.13001,5.292,4.83362,12.8497,2.30995,3.44747,3.24004,2.66697,4.39662,0.749028,3.10642,6.22601,1.12413,2.1924,7.01497,7.76321,3.58255,1.03303,2.14683,5.60579,6.44434,5.41502,5.93855,2.41888,2.83933,5.10522,5.24528,8.8026,1.72296,1.67258,10.5234,0.790581,12.6975,3.29489,6.73617,2.18647,3.59404,3.81709,2.14732,2.07089,6.03927,3.33216,0.661721,1.79641,5.1606,5.28311,9.38659,4.96365,5.34361,2.27077,3.02882,7.86354,1.18775,4.46174,3.48369
"388",0,0.093959,0.021719,0.073328,0.385483,0.104101,0.084905,0.323534,0.063966,0.132875,0.018615,0.064086,0.238918,0.36984,0.132371,0.124589,0.02619,0.060722,0.069732,0.247024,0.025672,0.099789,0.03249,0.097844,0.054459,0.086101,0.590692,0.216016,0.037352,0.068968,0.060517,0.075421,0.601997,0.052553,0.085099,0.070782,0.052824,0.173184,0.049915,0.128487,0.053869,0.127609,0.021805,0.224677,0.048001,0.0519,0.057945,0.038711,0.065703,0.739821,0.096633,0.155634,0.169683,0.186046,0.041211,0.076222,0.100377,1.05855,0.374092,0.049913,0.061096,0.147357,0.457309,0.510686,0.13061,0.226324,0.058206,0.071657,0.017982,0.014314,0.100489,0.219122,0.108659,0.09706,0.084617,0.164571,0.109355
"389",12.6283,10.7468,3.55434,10.6628,1.65014,18.5137,10.7398,1.71425,7.32878,4.43517,1.9326,14.3217,2.9896,3.48488,12.0889,3.49485,1.78963,8.53012,4.57839,3.19616,1.08415,13.6379,8.04685,8.37185,15.4284,13.036,1.88271,14.1868,2.16244,5.58259,3.50654,1.18615,3.63191,9.33999,2.12763,2.27308,10.3176,11.6691,9.63414,2.08838,8.87082,4.82778,6.94499,17.2793,3.44901,8.70867,2.85497,6.58708,6.94405,8.38378,8.34741,2.11265,6.2827,2.6307,9.83516,12.2473,2.77171,7.10761,17.2591,10.0016,1.9889,1.72533,16.72,19.8134,2.35575,2.73998,4.47365,10.2536,7.57052,13.4373,6.08444,1.82818,2.52147,12.2544,2.65888,16.138,4.39375
"390",0.899244,0.551642,0.115318,1.13026,0.16004,2.04643,1.94992,0.418325,1.00484,0.408864,0.120889,1.37299,0.316256,0.182177,1.5218,0.227682,0.101129,0.456507,0.257024,0.397867,0.087864,1.53255,1.10987,1.11413,1.50188,0.855734,0.331572,1.47134,0.336325,1.09628,0.516678,0.104248,0.792462,0.624927,0.106423,0.156537,0.804882,0.332466,0.716207,0.058753,0.678394,0.232122,0.312878,2.4931,0.299091,1.05019,0.091534,0.845923,0.317851,0.218152,0.557393,0.251704,0.301548,0.209921,0.507236,1.65057,0.113839,0.887416,0.794075,1.22375,0.160852,0.116387,0.494974,1.63078,0.18225,0.090571,0.02627,0.833524,0.243819,1.33592,0.394444,0.02984,0.114429,1.00086,0.184588,1.33923,0.364683
"391",19.5348,17.5543,28.6833,21.8152,19.2988,18.6492,17.736,13.2817,17.6622,18.5615,24.2444,16.3815,21.4799,10.7875,15.0075,23.5775,17.643,17.0694,21.7654,18.9252,17.8416,22.8688,21.9116,15.0748,21.9102,25.7039,20.3218,24.7648,25.2525,16.7907,15.3107,17.0491,20.6133,19.2225,22.8358,18.4588,21.0843,20.5248,15.0475,19.7309,20.1474,12.2609,17.9865,37.4137,17.9169,18.6471,17.4358,21.4539,21.2946,22.7044,16.0311,19.6376,15.4952,16.4125,25.5414,13.8926,21.4073,19.8919,16.8533,18.8203,16.6462,17.8684,22.8202,17.7811,18.8684,18.8381,18.7155,22.6151,19.692,16.6924,21.5943,21.3108,17.8118,21.9769,16.2144,16.4394,22.2643
"392",10.5574,5.95849,1.65989,21.0201,1.77918,36.2245,17.2425,3.78778,11.6354,6.66008,2.73629,26.2444,2.1367,3.74794,18.7862,1.83044,2.26555,21.9721,5.83376,6.02508,2.21656,27.617,16.6098,27.19,52.1751,30.3109,5.0453,35.5285,2.17195,7.80534,1.90622,2.33627,2.59168,8.20353,3.69462,2.1822,17.9216,30.1035,15.0112,1.86053,27.4867,3.91605,5.55251,68.9192,3.82455,15.7404,1.451,9.04918,11.7145,6.5394,21.0324,0.824279,3.91795,5.34161,5.68924,32.3114,1.12997,25.1665,27.8749,21.3411,3.2869,2.63201,79.0534,12.4399,1.78398,2.06676,2.10112,25.4094,3.78951,31.4347,2.83425,2.22627,2.96828,24.8415,1.32088,32.3747,9.79175
"393",120.593,185.759,154.175,177.626,114.47,138.551,147.096,157.832,152.382,139.514,162.269,147.843,120.381,142.367,159.991,144.023,199.878,166.986,182.573,159.429,145.949,169.027,148.222,132.351,153.192,147.524,176.491,149.495,145.991,141.922,169.028,158.057,172.522,173.922,175.988,153.048,159.769,153.873,156.628,139.534,172.365,204.322,112.047,171.201,138.773,149.944,182.657,168.27,157.541,126.915,179.68,160.719,169.93,188.158,135.103,179.705,137.471,183.534,201.797,193.408,131.235,135.574,217.705,210.47,157.258,124.53,143.828,172.569,135.601,163.861,173.157,136.265,182.1,175.773,166.337,197.824,215.554
"394",36.3321,59.2547,62.8386,82.9837,79.9133,53.2892,58.2112,65.3274,64.2843,81.4774,81.0768,39.8348,38.773,43.6078,44.7304,101.418,88.9615,84.8279,64.6934,99.8135,63.0652,44.9946,27.8045,51.5135,68.8877,34.8731,196.456,55.7638,62.5628,41.6904,83.2564,129.834,67.3338,27.9216,89.5841,82.9945,63.5556,53.6684,42.7976,69.8211,74.1288,49.9319,93.6946,24.0357,74.5945,50.9841,72.0236,106.585,53.1244,35.4034,84.4636,60.521,46.9649,58.6264,42.407,53.5697,101.695,90.6959,57.6755,75.7666,113.859,104.019,45.2771,35.7078,72.042,55.9641,50.3634,63.8906,50.2083,50.1748,91.3754,38.0469,70.4491,43.9418,75.1999,34.1343,191.76
"395",6.51216,5.67525,21.5113,4.00615,1.65084,3.78965,3.48665,0.460583,2.99203,3.74944,2.08216,4.64309,3.92761,2.5476,2.39592,3.30883,1.59787,1.54363,3.16424,4.76519,1.95782,6.26587,5.25299,2.48733,3.821,5.73468,1.73395,6.37715,7.4293,3.70818,2.61094,1.20791,7.11254,6.97377,4.95406,4.14578,3.96812,3.50004,2.68373,2.41364,4.32737,2.79574,4.65634,9.11168,3.41673,4.77239,2.7104,4.91262,5.91269,4.94255,10.1299,1.83127,4.18418,4.74306,6.16015,5.49333,0.96573,3.18669,5.70596,5.29112,2.50279,1.97099,11.0054,6.53306,4.26327,2.65121,3.08194,5.62387,3.42852,5.30527,4.26383,1.89009,1.69879,7.00744,2.17568,6.20698,2.81703
"396",12.1148,12.3833,4.1592,9.91795,4.89644,12.6098,10.9295,5.4083,7.89792,6.91407,6.34783,12.9765,5.03889,6.30932,14.7366,4.31646,3.76622,8.1843,8.17118,8.9409,6.90364,11.405,12.5658,10.9501,13.3963,13.0336,3.78101,13.9791,8.67853,8.21037,6.99276,5.6354,3.70722,7.73038,6.33673,6.92122,7.14906,11.876,10.3371,7.74026,11.7697,9.19494,2.74657,14.9561,7.40141,9.23807,9.74419,9.39521,8.05227,4.5067,8.80581,7.79156,8.1979,3.84344,4.9919,13.4729,8.69541,9.24868,13.8117,11.2348,5.59256,6.55173,14.9337,16.9687,5.96148,7.40991,5.7878,6.61567,4.99566,14.4547,2.82657,8.99996,6.3067,10.7949,6.65807,14.5766,7.51897
"397",1.05185,0.645802,0.263022,0.890186,0.713329,1.0903,0.705414,0.677706,0.75369,0.880664,0.207148,0.84949,0.873198,0.655999,0.953139,0.172705,0.411446,0.808208,0.30811,0.199747,0.239463,1.97597,0.462573,1.52114,2.08543,0.54952,0.087546,0.752627,0.645498,1.04965,1.79961,0.370277,1.08836,2.04685,0.139263,0.486502,0.972503,1.06279,0.808676,0.29216,0.846292,1.73139,0.535264,1.53128,1.00548,1.06289,0.227582,1.44439,1.33864,0.755479,1.75964,0.654924,1.33288,0.548029,0.566506,0.972946,0.333585,0.65645,2.02024,1.29873,0.771294,0.267117,3.42591,2.1675,0.666874,0.337783,0.432719,1.16413,0.776893,1.67248,0.556136,0.192896,0.453435,1.41365,1.09197,1.88032,0.668108
"398",17.8846,12.0967,5.60335,14.116,11.5471,9.15837,7.31831,11.8017,11.2304,4.23944,6.45123,7.65108,24.2071,3.94707,4.26711,19.754,5.56736,9.25685,5.75453,4.24729,9.93443,29.6099,8.09831,9.73451,16.0505,10.5694,10.7115,10.1761,6.95617,14.616,10.8521,5.3843,12.5811,27.811,4.43763,4.05839,13.3198,14.9993,7.45369,7.88629,11.5925,11.2884,11.9638,18.2716,7.48534,14.8289,5.00954,13.9143,29.0404,19.775,10.008,6.12428,31.5303,8.28585,22.2099,8.15154,6.75047,14.3977,7.86662,15.1637,6.6833,12.7692,10.4339,9.86467,9.29734,24.8283,14.2124,10.7663,30.8841,6.33732,11.5357,4.47368,7.56392,12.5686,5.73656,6.76391,8.07625
"399",4.72784,9.26783,10.2016,9.04695,8.08597,8.87769,4.04657,13.2207,3.81133,7.54029,6.15815,6.51023,6.20904,10.9495,2.79888,6.79316,4.77338,4.83718,5.29651,4.95048,3.94185,4.42433,4.36902,5.31524,5.52269,4.72266,7.50532,4.86707,6.97522,5.90041,11.6074,5.22554,7.96248,5.49446,8.25648,5.48234,7.03841,5.18873,4.52151,4.23264,3.18799,7.9914,8.26846,3.05795,7.64022,6.24596,8.02485,5.62879,5.08082,9.48621,4.86714,7.17395,8.2083,12.7066,8.58034,4.09013,7.18772,10.0088,6.28815,3.88607,8.19635,5.325,3.09629,3.41256,8.2055,6.16424,5.45551,6.84329,8.47505,1.98175,13.4842,5.42433,9.19426,8.07275,6.34935,3.13071,8.56635
"400",23.4276,33.2384,12.1023,28.2728,26.7183,14.9641,16.7822,16.2087,16.7456,34.6967,22.0134,21.6247,16.6185,21.3446,18.948,34.7086,21.5447,25.1399,34.5465,15.9938,20.3767,20.8514,17.2292,20.5647,14.4857,37.0764,16.6165,15.2925,30.1989,15.0052,30.4562,10.6697,27.2194,29.8272,17.5496,15.4298,36.6109,16.5859,20.8809,39.191,17.4521,32.8752,44.2212,27.7802,19.3101,17.6867,47.8096,34.7954,31.1589,24.425,11.5793,29.394,35.1845,17.4863,49.0375,18.6604,37.9629,16.9117,36.2452,31.8522,27.6126,11.2537,20.0105,11.9456,12.4066,26.4116,58.722,36.0385,43.0385,15.7629,24.0003,26.755,18.0564,27.946,30.5427,25.7528,26.3361
"401",63.271,104.779,13.6493,70.3817,83.279,47.982,94.2158,101.752,145.257,101.14,117.858,44.8335,29.8327,57.0893,70.7025,94.5067,79.7361,81.8627,76.1213,99.3719,50.2096,60.5246,39.9038,65.3353,111.968,79.714,136.286,68.8835,109.655,55.9162,64.8939,118.838,24.3724,60.7639,54.2879,118.38,157.759,115.912,78.4159,72.9319,86.4416,90.5089,74.8742,50.199,190.421,65.9212,80.8405,116.493,86.6272,68.3243,33.59,146.013,73.138,29.4707,94.8464,96.336,108.047,83.8155,90.3368,66.8157,133.472,138.776,39.932,57.1707,101.43,63.2745,85.5805,115.801,90.2708,74.6245,109.277,55.1221,76.3531,72.927,56.9716,50.1986,149.623
"402",2.29438,1.02371,1.70528,0.85146,1.91692,0.517256,0.594535,1.61984,0.81682,1.07964,0.432459,1.07788,1.20261,1.66298,0.710438,2.68735,0.784756,0.863678,0.657091,0.274885,0.675511,0.97936,1.73758,0.343284,0.329204,1.35529,1.89594,0.860306,1.33671,1.16981,1.38707,0.404968,2.31325,1.2508,1.21647,0.477212,1.71493,1.3897,0.594596,0.998414,0.684478,1.84145,0.918048,1.02451,0.448338,0.689698,1.23902,0.87878,0.616786,3.75877,0.079969,1.36615,4.44084,1.58396,2.01056,1.20883,1.61662,1.26394,0.452278,0.708163,0.824312,0.44176,0.45291,0.524867,0.932589,2.38474,2.80537,0.409542,4.6346,0.380715,2.18815,1.90441,2.24099,0.911158,1.36862,0.991642,1.66603
"403",197.167,231.092,9.36536,174.398,62.7575,120.506,123.476,38.6758,91.2904,145.422,24.6678,133.759,69.6417,12.894,75.5532,38.4117,11.6139,103.304,78.3365,125.588,76.9573,59.7438,101.959,85.3976,129.851,65.5549,42.4445,105.358,128.917,66.0866,77.2538,43.5931,75.3792,91.8919,48.3414,138.331,162.325,72.3607,105.585,64.2414,206.532,112.35,84.6949,38.0068,176.637,82.8918,58.4721,92.9589,184.754,90.4764,133.215,178.71,202.579,24.194,86.7153,92.9955,99.5208,121.731,69.2172,139.547,132.121,69.3369,55.8979,209.542,24.4194,190.016,36.1695,146.08,102.063,65.7231,118.439,188.515,49.2746,97.06,52.6897,64.578,110.255
