"","GTEX.1117F.0011.R2b.SM.GI4VL","GTEX.111FC.0011.R2a.SM.GIN8S","GTEX.117XS.0011.R2b.SM.GI4VT","GTEX.1192X.0011.R2b.SM.GI4VV","GTEX.11DZ1.0011.R2a.SM.DNZZM","GTEX.11EMC.0011.R2b.SM.DO114","GTEX.11GS4.0011.R2a.SM.DO942","GTEX.11GSO.0011.R2a.SM.57WDF","GTEX.11GSP.0011.R2b.SM.9QEGE","GTEX.11NUK.0011.R2a.SM.GINAO","GTEX.11PRG.0011.R2a.SM.69LQ5","GTEX.11TTK.0011.R2b.SM.GJ3PU","GTEX.11TUW.0011.R2b.SM.DO92T","GTEX.11UD1.0011.R2b.SM.5BC6O","GTEX.11WQC.0011.R2a.SM.DO927","GTEX.11ZTS.0011.R2b.SM.5BC75","GTEX.12696.0011.R2b.SM.GHWPY","GTEX.12WSA.0011.R2a.SM.57WDK","GTEX.12WSD.0011.R2a.SM.5LZWB","GTEX.12WSF.0011.R2a.SM.5DUVU","GTEX.12WSH.0011.R2a.SM.5GU68","GTEX.12ZZX.0011.R2a.SM.5EGLG","GTEX.1313W.0011.R2a.SM.5EGLF","GTEX.131XH.0011.R2b.SM.5DUVY","GTEX.132Q8.0011.R2b.SM.5EQ5Z","GTEX.1399T.0011.R2b.SM.5DUXM","GTEX.139TS.0011.R2b.SM.5J1MX","GTEX.13CF2.0011.R2a.SM.5L3DC","GTEX.13FXS.0011.R2b.SM.5K7XX","GTEX.13G51.0011.R2b.SM.5LZXS","GTEX.13N2G.0011.R2a.SM.5MR4Q","GTEX.13NYB.0011.R2a.SM.5MR3C","GTEX.13NYS.0011.R2b.SM.5MR4G","GTEX.13O3O.0011.R2b.SM.5P9H1","GTEX.13O3Q.0011.R2b.SM.5KM3K","GTEX.13OVJ.0011.R2b.SM.5L3GP","GTEX.13OVL.0011.R2b.SM.H65ZN","GTEX.13OW6.0011.R2a.SM.5L3HG","GTEX.13OW7.0011.R2b.SM.H6Q8E","GTEX.13OW8.0011.R2a.SM.5L3G2","GTEX.13PDP.0011.R2b.SM.5O9DH","GTEX.13QJC.0011.R2b.SM.5PNUN","GTEX.13RTJ.0011.R2a.SM.5PNW9","GTEX.13SLW.0011.R2b.SM.5O9C6","GTEX.13SLX.0011.R2b.SM.5S2VP","GTEX.13X6I.0011.R2b.SM.5PNWQ","GTEX.13X6K.0011.R2b.SM.5P9K3","GTEX.1445S.0011.R2b.SM.5PNUH","GTEX.145LS.0011.R2a.SM.5PNZI","GTEX.147GR.0011.R2b.SM.5S2RQ","GTEX.14ASI.0011.R2b.SM.5YY9H","GTEX.14BIM.0011.R2b.SM.69LQ6","GTEX.14BIN.0011.R2a.SM.5S2RJ","GTEX.14C5O.0011.R2a.SM.5ZZV2","GTEX.14JG1.0011.R2a.SM.5ZZVE","GTEX.14PJO.0011.R2a.SM.5ZZVF","GTEX.14PN4.0011.R2a.SM.6EU2Y","GTEX.15CHQ.0011.R2b.SM.6AJAD","GTEX.15DCD.0011.R2b.SM.6LPIE","GTEX.15DYW.0011.R2b.SM.7KUKY","GTEX.15EO6.0011.R2a.SM.6M46R","GTEX.15ER7.0011.R2a.SM.6M46O","GTEX.15G19.0011.R2b.SM.H6Q7S","GTEX.15RJE.0011.R2b.SM.79OMP","GTEX.15SHU.0011.R2a.SM.GPRXS","GTEX.16GPK.0011.R2a.SM.GRR1F","GTEX.16Z82.0011.R2b.SM.79OK9","GTEX.17EVP.0011.R2a.SM.7LG4W","GTEX.17HG3.0011.R2a.SM.7MGVX","GTEX.1A3MX.0011.R2b.SM.7EWFL","GTEX.1A8G7.0011.R2a.SM.7IGQI","GTEX.1B8L1.0011.R2a.SM.9OSVL","GTEX.1B8SG.0011.R2b.SM.79OOT","GTEX.1B933.0011.R2b.SM.7IGNM","GTEX.1B996.0011.R2a.SM.7IGON","GTEX.1C6VR.0011.R2a.SM.7RHGZ","GTEX.1CB4G.0011.R2a.SM.9QEGQ","GTEX.1CB4J.0011.R2a.SM.9WG5N","GTEX.1E1VI.0011.R2a.SM.9QEGS","GTEX.1EKGG.0011.R2a.SM.CE6R8","GTEX.1EMGI.0011.R2b.SM.9OSVS","GTEX.1EU9M.0011.R2b.SM.9QEH7","GTEX.1F48J.0011.R2a.SM.CL535","GTEX.1F6I4.0011.R2a.SM.CL536","GTEX.1F6IF.0011.R2b.SM.9QEHB","GTEX.1F75B.0011.R2a.SM.ARL8I","GTEX.1GMR8.0011.R2a.SM.CE6RD","GTEX.1GN1U.0011.R2a.SM.CL53A","GTEX.1GN2E.0011.R2a.SM.9WG7D","GTEX.1GN73.0011.R2a.SM.CJI2V","GTEX.1GTWX.0011.R2b.SM.ADEH5","GTEX.1GZ2Q.0011.R2b.SM.9OSWO","GTEX.1H1DG.0011.R2a.SM.ADEIQ","GTEX.1H1ZS.0011.R2b.SM.CL54Q","GTEX.1H23P.0011.R2a.SM.CKZP3","GTEX.1H3O1.0011.R2b.SM.CKZOT","GTEX.1H3VE.0011.R2a.SM.CE6SA","GTEX.1HB9E.0011.R2b.SM.A96RW","GTEX.1HBPH.0011.R2a.SM.GQ1DS","GTEX.1HFI6.0011.R2a.SM.CMKH5","GTEX.1HR98.0011.R2a.SM.ARL7A","GTEX.1HSMO.0011.R2a.SM.CL553","GTEX.1HT8W.0011.R2a.SM.CMKH9","GTEX.1I19N.0011.R2b.SM.GPRYG","GTEX.1I1CD.0011.R2a.SM.CM2T3","GTEX.1I1GS.0011.R2b.SM.CMKHG","GTEX.1I1GV.0011.R2a.SM.ARZLF","GTEX.1IDJH.0011.R2a.SM.GPI9D","GTEX.1IGQW.0011.R2b.SM.D4P26","GTEX.1IKJJ.0011.R2b.SM.ARZLJ","GTEX.1IL2U.0011.R2a.SM.ARU6V","GTEX.1IY9M.0011.R2a.SM.D4P29","GTEX.1J1OQ.0011.R2b.SM.ARU88","GTEX.1J8Q2.0011.R2b.SM.EAZ2X","GTEX.1JJ6O.0011.R2a.SM.EY5ZO","GTEX.1JMPZ.0011.R2a.SM.G8LLS","GTEX.1JMQJ.0011.R2a.SM.F6493","GTEX.1JMQK.0011.R2a.SM.EYYXQ","GTEX.1JN1M.0011.R2b.SM.G9EPE","GTEX.1KD4Q.0011.R2a.SM.F649I","GTEX.1KD5A.0011.R2b.SM.G9EPP","GTEX.1KWVE.0011.R2a.SM.G8OLX","GTEX.1LB8K.0011.R2a.SM.EZ6MQ","GTEX.1LG7Y.0011.R2b.SM.G8LMM","GTEX.1LH75.0011.R2b.SM.EYYWQ","GTEX.1LKK1.0011.R2b.SM.G8OLT","GTEX.1LSNL.0011.R2a.SM.EZ6MK","GTEX.1LSVX.0011.R2a.SM.G8OL9","GTEX.1LVA9.0011.R2a.SM.EZ6MJ","GTEX.1LVAO.0011.R2a.SM.EYYX1","GTEX.1MA7X.0011.R2b.SM.EZ6MT","GTEX.1MCQQ.0011.R2a.SM.F649V","GTEX.1MJK2.0011.R2b.SM.EXUS5","GTEX.1N2EE.0011.R2a.SM.F649F","GTEX.1N2EF.0011.R2b.SM.F6482","GTEX.1N5O9.0011.R2a.SM.G8LM1","GTEX.1NV5F.0011.R2a.SM.G8LME","GTEX.1NV8Z.0011.R2b.SM.F648N","GTEX.1O9I2.0011.R2b.SM.F3K53","GTEX.1P4AB.0011.R2a.SM.F649K","GTEX.1PIIG.0011.R2b.SM.F648W","GTEX.1POEN.0011.R2b.SM.G8LLP","GTEX.1PPGY.0011.R2b.SM.F33YW","GTEX.1PWST.0011.R2b.SM.F3K5I","GTEX.1QMI2.0011.R2b.SM.F648R","GTEX.1R9K4.0011.R2b.SM.G8LLF","GTEX.1R9PO.0011.R2a.SM.F2TBH","GTEX.1RDX4.0011.R2b.SM.F649Z","GTEX.1RLM8.0011.R2a.SM.EZ6N4","GTEX.1RQEC.0011.R2b.SM.EY5ZT","GTEX.1RQED.0011.R2a.SM.F3K5T","GTEX.NPJ7.0011.R2a.SM.2I3GF","GTEX.OHPN.0011.R2A.SM.2I5FB","GTEX.Q2AG.0011.R2A.SM.2HMIT","GTEX.QDT8.0011.R2A.SM.32PKQ","GTEX.QMR6.0011.R2A.SM.32PKV","GTEX.QVJO.0011.R2A.SM.2S1QK","GTEX.R55E.0011.R2A.SM.EYYV9","GTEX.RN5K.0011.R2A.SM.GQ1CA","GTEX.RU72.0011.R2A.SM.2TF6O","GTEX.S7SE.0011.R2A.SM.2XCDC","GTEX.T2IS.0011.R2A.SM.32QPF","GTEX.T6MN.0011.R2A.SM.32QOW","GTEX.UTHO.0011.R2A.SM.3GIKC","GTEX.WHSE.0011.R2A.SM.3P5ZL","GTEX.WL46.0011.R2A.SM.3LK6O","GTEX.WVLH.0011.R2A.SM.3MJFJ","GTEX.X4EP.0011.R2B.SM.3P625","GTEX.X4XX.0011.R2A.SM.3P623","GTEX.X585.0011.R2B.SM.46MVF","GTEX.XLM4.0011.R2B.SM.4AT5Z","GTEX.XMD1.0011.R2B.SM.4AT5N","GTEX.YFC4.0011.R2a.SM.4V6DZ","GTEX.YJ89.0011.R2b.SM.4RGLT","GTEX.Z93S.0011.R2a.SM.4RGNG","GTEX.ZAB4.0011.R2a.SM.4RGNP","GTEX.ZAJG.0011.R2a.SM.GNTAX","GTEX.ZAK1.0011.R2a.SM.GPRX1","GTEX.ZDXO.0011.R2b.SM.4WKFG","GTEX.ZE9C.0011.R2a.SM.4WKGH","GTEX.ZV68.0011.R2a.SM.4YCDK","GTEX.ZYY3.0011.R2a.SM.GNTB2","GTEX.ZZPT.0011.R2a.SM.GNTB1"
"571",0.025003,0,0,0,0,0,0.422174,0.065226,0,0,0,0,0,0,0,0.355493,0.188485,0,0,0,0.078196,0,0.070002,0.149563,0.719651,0,0,0,0.173846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045955,0.079038,0.092811,0.211115,0,0,0,0,0.131267,0,0,0,0,0.09408,0,0,0.028279,0,0,0.138362,0.05354,0,0,0,0.106482,0,0.110401,0.264847,0,0,0,0,0,0.061538,0,0.058623,0,0.049537,0.05431,0,0.303897,0,0.085549,0,0,0.022399,0,0,0.035782,0.092785,0,0,0,0,0,0,0,0,0,0.026392,0,0,0,0,0,0.047585,0,0,0,0.057604,0,0.070148,0,0.069127,0,0.079011,0.101417,0,0.037355,0,0.160722,0,0,0.026441,0,0,0.055423,0.045397,0,0.095093,0,0.052697,0,0,0.030234,0,0,0,0,0,0,0,0,0,0.067132,0,0,0,0.047108,0.059268,0.073716,0,0.279317,0,0.03125,0,0,0,0,0,0,0,0,0.059052,0.095531,0,0,0,0,0,0,0,0,0,0,0,0.07497,0.051955,0,0.070131
"572",0,0.008338,0,0.010257,0.13374,0,0.012015,0.011138,0.051394,0.038588,0.024736,0,0.023969,0,0.012147,0,0,0,0,0.010811,0.033383,0,0.011954,0.017027,0,0.062161,0,0,0.039583,0.014826,0.013169,0,0.10707,0.026792,0.025067,0,0.027028,0.034304,0.033151,0.01134,0.006764,0.040079,0.049454,0,0.040491,0,0,0.03786,0.035545,0.031721,0.021214,0,0,0.03068,0,0.012267,0.016066,0.034445,0.027667,0.072436,0,0.035344,0.011814,0.009143,0,0.011132,0.023654,0.118192,0,0.056558,0.03392,0.038376,0,0.049764,0.014949,0.008685,0.063052,0.012139,0.020022,0.024274,0,0,0.012526,0.019461,0.024489,0,0.016938,0.008717,0.00765,0.030135,0.00952,0,0,0,0,0.00991,0,0.023967,0.008606,0.036832,0,0,0.018028,0.011769,0.009896,0,0,0,0,0.054371,0,0.017158,0,0,0,0.011227,0.011805,0,0.013492,0.008659,0,0,0,0,0.021942,0,0.018061,0,0,0,0.007752,0.010962,0.016239,0.028723,0.022497,0,0.011329,0.010326,0,0,0.032744,0,0.03852,0,0.009451,0,0.016145,0,0,0.028798,0,0.032178,0,0.050352,0.023858,0.023849,0.017393,0,0,0,0,0.004944,0.032913,0,0.059311,0.056399,0.121009,0.081567,0.285426,0.068489,0,0.013179,0,0.002969,0.03629,0,0.012084,0.037279,0,0.012802,0,0.004124,0.041916
"573",0.218318,0.647932,0.66672,0.465822,1.31841,0.25907,0.780113,0.400923,0.665625,0.626337,0.2954,0.38511,0.503942,0.861991,0.396384,0.82197,1.4834,0.459614,0.23108,0.407326,0.318934,0.591781,0.426261,0.738892,0.661457,0.538465,0.813802,0.213089,0.615851,0.508734,0.478445,0.83814,0.32205,0.420601,0.379468,0.462167,0.239428,0.715467,0.806673,0.350948,0.223007,0.755032,0.342239,0.261353,0.590251,0.410533,0.412341,0.454261,0.677594,0.634923,0.474563,0.233763,0.335142,0.546997,0.849826,0.540595,0.735011,1.07185,0.535157,0.604317,0.507681,0.856054,0.28614,0.449045,0.405656,0.775159,0.557008,0.648395,0.281449,0.478826,0.296681,0.791801,0.255633,0.744035,0.407341,0.409017,0.590366,0.673794,0.323294,0.49812,0.48377,0.34007,0.49442,0.864154,0.66316,0.058974,0.287744,0.489739,0.159555,0.523774,0.842259,0.195273,1.01805,0.632836,0.222762,0.510046,0.099991,0.761915,0.341617,0.885914,0.708747,0.880098,0.682258,0.162319,0.309586,0.578746,1.17217,0.284167,0.434638,0.512132,0.346856,0.69262,0.218402,0.622967,0.338498,0.6043,0.730678,1.26632,1.00309,0.524339,0.449761,0.56222,0.686065,0.664762,0.831641,0.367311,0.440487,0.850841,0.397971,0.175111,0.318162,0.435136,0.994208,0.534656,0.460143,0.546998,0.503053,0.587044,0.409563,1.36714,0.633374,0.857156,0.436264,0.376725,0.480096,0.677505,0.850895,0.497487,0.219823,0.479549,0.388474,0.795616,0.469846,1.05867,1.08509,1.16216,0.59681,0.718069,0.78925,1.01733,0.787969,1.01794,0.727068,0.935942,0.518765,0.769265,1.4553,0.93843,0.970849,1.14048,0.561613,0.288182,0.76295,0.241736,1.53414,1.20779,0.451231,0.667162,0.401774,0.512497,0.337261,0.516098,0.547908
"574",35.1982,34.1062,45.6544,58.2748,94.9945,26.0813,85.8674,45.4909,68.1938,28.1447,31.9109,81.6114,39.8507,85.7324,39.262,68.0579,110.898,46.7104,13.6168,27.2681,45.4614,43.4557,38.5462,78.1984,92.0497,45.5145,54.8922,29.4846,54.2157,34.6712,80.2372,164.42,73.4205,47.1078,47.2931,60.6151,17.0541,56.2568,34.7844,41.3319,30.5817,57.9266,45.8294,42.639,39.2068,52.0233,56.0487,41.7585,67.7032,52.1212,46.3906,34.9134,31.3796,76.5324,71.9325,33.5501,48.4681,90.4354,49.0982,38.3881,50.3642,45.5291,75.0878,70.4932,52.8541,59.7548,51.1072,55.7728,24.5702,47.3376,32.1899,39.6548,47.6617,58.0685,61.6381,23.5774,57.3491,58.8063,27.946,35.5623,58.1427,35.3335,61.9058,62.6053,57.0354,31.7359,29.9945,52.7308,15.829,61.1408,81.9556,29.3544,121.367,57.2715,14.1486,62.2248,28.4454,68.5657,56.3457,74.728,75.2207,134.131,34.0005,42.1703,32.407,99.4629,90.8399,37.5263,29.3321,79.814,24.8939,111.353,29.2184,68.8932,58.9804,77.4648,61.8808,96.0277,132.338,38.8319,49.3958,71.5988,96.468,60.5375,73.4423,85.5948,35.9158,114.745,61.5593,52.9249,52.9519,32.988,26.5285,66.9396,80.4722,93.7601,84.5099,77.1585,85.9749,149.376,57.9236,187.869,48.2397,95.0199,42.4314,121.359,73.4717,56.993,42.9825,33.9897,33.9694,144.34,36.546,127.968,47.1194,57.7517,31.983,35.1941,124.214,32.1542,85.3252,59.9157,67.4538,110.188,67.6628,31.9691,17.0961,101.286,325.512,143.288,66.3007,46.3626,92.9237,14.3438,34.0734,163.675,113.735,149.654,28.7058,119.043,30.6523,70.1465,125.619
"575",0.172519,39.1322,139.819,3.01831,0.255384,1.40635,5.49882,11.4862,49.681,75.6633,2.54215,2.01116,1.27376,0.051154,5.59124,2.17295,1.03196,1.00374,4.11055,12.7156,0.844515,42.1013,66.6349,1.57041,0.566725,41.7436,0.098308,1.29199,18.1148,30.9825,18.1494,0.140439,9.54887,13.7595,53.4618,1.71072,7.34392,66.2907,76.6438,9.64188,0.487235,5.28081,21.2735,0.096505,32.6979,2.00471,1.74961,0.565358,24.7181,10.0309,4.81687,25.8038,7.83108,34.3464,12.6699,3.25416,13.0253,70.6194,13.3297,31.3641,0.958534,57.481,0.093394,7.48488,21.261,1.21248,8.85125,13.9837,1.46981,21.8262,1.47983,99.926,4.27692,44.9658,5.26561,0.70946,24.1476,0.575796,7.46561,27.4632,53.032,1.53155,0.337422,30.9291,5.16256,0.342198,4.66428,0.237379,1.3977,44.2854,0.685702,0.128814,0.250518,1.75643,0.159265,3.69075,0.121221,59.9263,0.188986,0.541916,0.305611,0.420077,0.799685,0.361815,2.41644,0.2506,5.07253,0.18321,0.86367,2.181,0.740135,24.2419,0.095047,0.157928,1.72565,7.04146,12.8369,0.191432,0,4.41164,0.213526,0.560321,0.064639,0.638869,101.985,0.022133,11.9856,0.417269,0.15425,3.17575,0.4971,1.88726,1.11258,24.0023,50.637,0.02528,0.059707,0.562351,0.127313,3.56981,56.0003,0.027129,51.3745,2.35713,21.6018,0.054433,10.7451,0.362515,0.081999,6.50119,5.96915,8.59254,0.035561,0.287491,12.4734,18.2613,0.030556,6.11245,0,2.27975,27.0732,22.011,19.8811,1.14048,26.6122,0.738612,0.239162,5.35931,0.083573,66.5377,27.9543,1.75966,10.7856,0.255614,0.520656,2.57873,0.074303,0.929972,0.289405,0.089964,1.31706,0.01449,15.285
"576",0,0,0.127969,0.056957,0.064577,0.450144,0,0.123699,0,0.214273,0,0.138193,0.133094,0,0.134906,0.168546,0.357458,0.551758,0,0.360192,0.889779,0,0,0.378189,0,0.517761,0,0,0,0.493969,0,0,0.139893,0.099181,0.139194,0,0,0,0.490892,0,0,0,0,0.043576,0.224839,0,0,0.420466,0,0.176142,0.117796,0.062236,0,0.511079,0,0,0,0.478178,1.22903,0,0.128925,0,0,0.304612,0.138062,0,0.262695,0,0.11471,0,0.125569,0,0.156283,0.122815,1.32816,0,0,0,0,0,0.187892,0,0,0,0,0,0,0,0,0.223116,0,0,0,0,0,0,0,0.465801,0.238938,0.102262,0,0.104139,0.100105,0.261399,0,0,0.1087,0,0.045122,0,0,0,0,0.199671,0,0,0,0.220028,0,0,0,0,0,0,0.324913,0,0,0.071292,0.153964,0,0,0,0,0.10633,0.04997,0.079903,0,0.114676,0,0,0,0.25725,0.071299,0,0,0,0.119535,0,0,0,0,0.357358,0,0.1398,0.105983,0,0.579489,0,0.681194,0.250637,0.187147,0,0,0,0.131739,0,0.055996,0,0.088052,0,0.662166,0,0.234302,0,0.268683,0,0.536814,0.993617,0.091475,0,0.492658,0.091602,0.399004
"577",1.27885,4.99483,3.47532,2.92293,7.76492,2.76112,7.17287,2.80332,1.84403,2.40792,2.77835,3.98592,4.46205,3.91662,3.96694,4.51416,5.25554,3.61693,1.18323,3.30562,5.91607,5.16918,4.30157,4.85203,10.0969,5.49516,5.96304,2.00984,6.99832,3.3923,4.71137,11.9721,3.35375,1.33748,3.51947,4.71042,2.13631,6.24334,2.66629,2.33507,3.20803,3.6681,4.9964,1.2732,4.35147,6.23061,1.46226,2.25752,4.87974,2.93613,2.07387,2.82085,2.01911,3.57362,4.5766,0.969606,7.18463,4.29886,3.22265,5.50445,6.47133,1.76438,1.03206,8.00628,4.52518,4.5614,5.96973,4.9736,2.12697,4.72529,3.71589,2.42131,2.13677,3.10533,3.07836,0.794835,4.54652,5.40341,2.81106,2.5498,4.83876,5.55579,6.37471,3.53515,4.50793,5.57095,2.30764,3.37266,0.731959,4.63848,2.4554,4.34666,9.95299,1.10821,1.01663,5.79209,0.971554,14.6317,10.1855,8.3124,13.6294,8.07492,2.96234,5.80157,1.5849,1.56446,2.64664,1.69198,4.07341,3.20429,2.1216,12.705,1.65733,2.84219,1.14616,2.2886,6.01569,9.68432,4.23776,3.40418,2.32588,2.41484,1.83677,7.62125,5.11175,3.35431,6.0295,10.1746,4.30626,1.8505,2.37038,3.87617,2.16171,7.30876,2.6954,0.688408,4.85421,5.90647,0.723542,27.5222,6.16385,5.23569,2.75091,1.4064,3.44033,2.48125,2.74255,1.95531,0.857594,2.51587,2.52518,4.01586,2.02097,2.46127,2.24305,1.28977,4.37756,13.564,2.58356,2.11243,1.89278,12.7733,7.41657,1.89045,7.30349,7.61466,3.10434,31.7948,7.65208,16.3829,4.52671,5.97615,2.56717,2.1494,2.69226,4.1672,11.7634,7.07173,1.28495,2.50313,1.47635,4.35777,6.90017
"578",0.014846,0,0,0,0,0,0.010445,0,0.022339,0,0,0,0.020836,0.118125,0,0.092351,0.02798,0.010797,0.055982,0,0.023216,0,0,0,0,0,0,0,0,0,0,0,0,0.054345,0.010896,0.039373,0.50907,0,0,0.009858,0.011761,0,0.024566,0.03411,0.023466,0,0,0.010971,0.0824,0.055151,0.018441,0,0.099929,0,0.011807,0.010664,0,0.029944,0.072152,0.277065,0,0,0,0.127167,0,0,0.041125,0.015807,0.035916,0,0.039316,0.066721,0.073399,0,0.038986,0.030199,0,0.010553,0,0,0.05883,0.032249,0,0.033835,0,0,0.191414,0,0,0,0.016551,0.069052,0,0,0.027412,0.060302,0,0.020835,0,0,0,0,0,0.040922,0,0,0,0,0.007064,0,0,0.223728,0,0.140665,0.020827,0.02928,0,0.068892,0.046916,0.007528,0,0.022181,0.009139,0.047718,0.012716,0,0,0,0,0.008227,0.006739,0,0.042349,0.008323,0,0,0,0.026929,0,0,0,0,0,0.073472,0,0,0.037427,0,0,0.012517,0,0.013986,0,0,0,0,0.03024,0,0,0,0.014649,0,0,0.016124,0.10312,0.008914,0.087662,0.070907,0.110277,0.014885,0.025916,0,0.01834,0.041301,0,0,0,0.025925,0.035801,0,0.015425,0,0
"579",15.5916,12.3658,23.3982,17.9226,5.27854,4.16514,13.5771,11.7286,27.3951,18.8697,8.08679,19.4814,8.10227,18.9774,12.0876,12.958,20.9178,8.53522,4.01143,7.68651,7.20524,17.4489,15.7082,11.3357,13.0428,11.345,6.73575,9.30309,14.5347,14.012,14.546,18.0047,9.82561,10.8425,17.8622,22.8697,8.56449,18.3602,26.0255,10.6538,3.39776,9.86966,15.0469,19.0986,11.9417,9.50771,14.3536,6.92985,19.3304,9.77894,10.7228,8.92924,8.96963,13.6087,16.6295,9.67573,10.938,29.1234,13.1394,14.4387,30.9609,16.0421,4.00285,14.314,16.6319,7.27854,11.9251,11.204,7.15525,14.5709,6.36118,19.5806,8.64292,22.6051,12.7757,8.5247,10.0899,3.72778,7.72922,16.0741,13.754,7.07232,6.72583,22.4635,15.6428,5.02337,11.2832,7.86512,5.4876,13.144,15.2216,14.3324,14.245,21.7545,2.6398,11.8424,7.90979,16.156,7.68257,9.81292,13.0984,23.9075,7.32424,5.49111,6.47812,26.48,16.512,5.46999,8.8338,13.9643,6.15829,15.4323,6.68943,8.00364,7.09107,25.0877,10.1914,14.0705,16.1346,10.1695,5.16952,18.5159,6.99877,13.4483,20.1858,6.90473,10.0392,14.8436,8.93274,7.3374,9.48571,10.6642,16.8672,18.5604,16.0953,4.6016,14.8327,12.4135,32.2145,12.1682,14.8947,18.4788,15.6398,13.7318,14.6845,11.3221,23.7736,6.47691,13.1051,12.5515,8.03564,17.1841,4.48937,10.0288,13.608,21.0224,9.7992,13.4149,9.51538,4.42335,14.0939,12.0921,20.2756,9.81703,13.9405,8.41372,9.85833,16.2201,18.4212,22.1329,15.4712,8.12589,11.7439,4.3685,3.39799,18.8567,9.66569,14.341,4.90852,7.04003,6.2024,8.73115,7.38391
"580",0.706318,1.38933,1.68519,0.66398,1.53351,0.765276,1.33955,1.70908,1.26298,0.936721,1.00818,0.999416,0.77578,1.81509,1.44163,0.764106,0.926024,1.02736,0.720517,0.72575,0.368167,0.786616,1.59062,1.44919,0.975982,2.12373,1.16618,1.23553,1.35233,1.65291,1.01033,1.22982,0.694611,1.08128,1.99829,0.941099,0.907198,1.4187,1.12598,0.788418,0.616284,1.52144,0.93161,0.536218,1.73122,1.23494,0.950769,1.64901,2.62765,0.950646,1.97083,0.886753,1.17896,1.4711,1.87236,0.588214,1.42515,1.38328,1.1608,1.62089,1.14113,2.81751,0.339884,0.548002,0.506687,0.947444,0.604918,1.90729,0.718152,1.55939,0.379513,1.25744,0.894074,2.00177,0.734736,0.666296,1.77623,0.349244,1.17605,1.71684,1.26758,1.32301,0.210221,1.97517,1.71733,0.758881,0.446696,0.470257,0.834514,0.93925,0.867317,0.556682,0.740755,0.323283,0.529205,0.748398,0.216335,1.01995,0.907851,1.72197,1.01951,0.460877,2.02061,0.832363,0.759195,0.445633,1.33758,0.98762,0.798765,1.49908,0.943623,1.36776,0.683934,0.625029,0.315917,1.44009,1.6415,0.451251,1.09985,0.996519,0.611946,1.29996,1.03336,1.6944,1.17489,0.030206,1.60214,0.95422,0.631525,0.40844,1.48691,0.722737,0.389323,1.44614,0.938518,0.672738,0.366672,1.94338,0.469115,1.44454,1.45234,1.22178,1.60079,0.35461,1.33693,0.705712,0.948352,0.700868,0.261112,0.802648,0.337206,0.597891,0.970602,1.34302,0.720715,0.702476,1.39696,0.780442,2.27939,1.02805,1.33325,1.42252,1.77549,1.15621,1.43623,1.38907,1.00334,1.2907,1.9389,1.66257,1.41163,0.473968,1.96003,0.868541,2.24765,0.998701,0.507012,1.41215,0.493695,0.337631,0.489238,1.07775,1.03366
"581",0.131311,0.082963,0.135499,0.10206,0.24195,0.146656,0.423879,0.161203,0.499751,0.13962,0.156624,0.247626,0.184288,0.403862,0.032964,0.3432,2.54754,0.314583,0.019417,0.11735,0.27781,0.050516,0.21626,0.215624,0.750347,0.1968,0.155747,0.077692,0.241682,0.026822,0.345448,0.33745,0.273462,0.072705,0.181397,0.491628,0.171137,0.310295,0.079966,0.205145,0.012238,0.205438,0.115031,0.106478,0.158713,0.057345,0.505459,0.182649,0.225069,0.329973,0.105539,0.39539,0.057767,0.360769,0.257996,0.188637,0.363305,0.062316,0.200207,0.078627,0.273022,0.367657,0.085489,0.190214,0.179922,0.201385,0.313813,0.049344,0.065402,0.221692,0.092048,0.31242,0.229125,0.160052,0.256923,0.102125,0.351709,0.230589,0.144885,0.16468,0.711623,0.117448,0.332363,0.117355,0.232589,0.052858,0.068945,0.220792,0.069198,0.136295,0.404729,0.071852,0.487294,0.678276,0.078439,0.250988,0.163241,0.140917,0.147907,1.05781,0.209808,1.22991,0.18753,0.095809,0.035804,0.211142,0.336435,0.132067,0.338115,0.163938,0.381089,0.09312,0.071183,0.365921,0.17337,0.507784,0.277625,0.949823,0.451572,0.125325,0.142925,0.311584,0.057055,0.16137,0.714529,0.341885,0.147033,0.68519,0.192285,0.16266,0.140248,0.15865,0.205641,0.233834,0.529102,0.065081,0.245939,0.597779,0.904622,0.192355,0.340617,0.460963,0.092917,0.40137,0.213731,0.392378,0.17525,0.43553,0.147771,0.104199,0.107136,0.34928,0.247182,0.159413,0.276233,0.326672,0.15733,0.202737,0.138707,0.040829,0.106701,0.143119,0.258023,0.771778,0.515045,0.213342,0.355744,0.723067,0.301215,0.247809,0.269666,0.357645,0.496178,0.166531,0.240726,0.071771,0.240478,0.364184,0.081956,0.150544,0.304964,0.23129,0.368319
